mapping_row_id,paper_id,check_id,claim_id,claim_ids,supporting_claim_ids,target_ids,item_type,scientific_role,source_ref,scientific_object,disposition,disposition_source,reason_codes,next_action,direct_cause_categories,root_cause_categories,code_fault_statuses,fidelity_status,fidelity_score,fidelity_min_score,fidelity_target_scores,fidelity_missing_target_ids
MAP-2898,2502.20558,F15A-D07-P1,CLM_F15A_D07_P1,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,T015,figure_series,theory_numerical,Appendix Fig. 15(a),"Movement sweep D07, P1",attempted_not_reproduced,item_authoritative_state,at_least_one_required_target_attempt_failed,none,scientific_result_mismatch,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-2900,2502.20558,F15A-D07-P10,CLM_F15A_D07_P10,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,T015,figure_series,theory_numerical,Appendix Fig. 15(a),"Movement sweep D07, P10",attempted_not_reproduced,item_authoritative_state,at_least_one_required_target_attempt_failed,none,scientific_result_mismatch,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-2901,2502.20558,F15A-D07-P100,CLM_F15A_D07_P100,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,T015,figure_series,theory_numerical,Appendix Fig. 15(a),"Movement sweep D07, P100",attempted_not_reproduced,item_authoritative_state,at_least_one_required_target_attempt_failed,none,scientific_result_mismatch,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-2899,2502.20558,F15A-D07-P5,CLM_F15A_D07_P5,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,T015,figure_series,theory_numerical,Appendix Fig. 15(a),"Movement sweep D07, P5",attempted_not_reproduced,item_authoritative_state,at_least_one_required_target_attempt_failed,none,scientific_result_mismatch,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-2902,2502.20558,F15B-L050-PERR0P01,CLM_F15B_L050_PERR0P01,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,T015,figure_series,theory_numerical,Appendix Fig. 15(b),"Movement-error curve L050, PERR0P01",attempted_not_reproduced,item_authoritative_state,at_least_one_required_target_attempt_failed,none,scientific_result_mismatch,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-2903,2502.20558,F15B-L050-PERR0P1,CLM_F15B_L050_PERR0P1,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,T015,figure_series,theory_numerical,Appendix Fig. 15(b),"Movement-error curve L050, PERR0P1",attempted_not_reproduced,item_authoritative_state,at_least_one_required_target_attempt_failed,none,scientific_result_mismatch,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-2904,2502.20558,F15B-L050-PERR0P5,CLM_F15B_L050_PERR0P5,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,T015,figure_series,theory_numerical,Appendix Fig. 15(b),"Movement-error curve L050, PERR0P5",attempted_not_reproduced,item_authoritative_state,at_least_one_required_target_attempt_failed,none,scientific_result_mismatch,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-2905,2502.20558,F15B-L050-PERR1,CLM_F15B_L050_PERR1,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,T015,figure_series,theory_numerical,Appendix Fig. 15(b),"Movement-error curve L050, PERR1",attempted_not_reproduced,item_authoritative_state,at_least_one_required_target_attempt_failed,none,scientific_result_mismatch,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-2906,2502.20558,F15B-L050-PERR1P5,CLM_F15B_L050_PERR1P5,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,T015,figure_series,theory_numerical,Appendix Fig. 15(b),"Movement-error curve L050, PERR1P5",attempted_not_reproduced,item_authoritative_state,at_least_one_required_target_attempt_failed,none,scientific_result_mismatch,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-2907,2502.20558,F15B-L050-PERR2,CLM_F15B_L050_PERR2,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,T015,figure_series,theory_numerical,Appendix Fig. 15(b),"Movement-error curve L050, PERR2",attempted_not_reproduced,item_authoritative_state,at_least_one_required_target_attempt_failed,none,scientific_result_mismatch,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-2908,2502.20558,F15B-L100-PERR0P01,CLM_F15B_L100_PERR0P01,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,T015,figure_series,theory_numerical,Appendix Fig. 15(b),"Movement-error curve L100, PERR0P01",attempted_not_reproduced,item_authoritative_state,at_least_one_required_target_attempt_failed,none,scientific_result_mismatch,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-2909,2502.20558,F15B-L100-PERR0P1,CLM_F15B_L100_PERR0P1,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,T015,figure_series,theory_numerical,Appendix Fig. 15(b),"Movement-error curve L100, PERR0P1",attempted_not_reproduced,item_authoritative_state,at_least_one_required_target_attempt_failed,none,scientific_result_mismatch,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-2910,2502.20558,F15B-L100-PERR0P5,CLM_F15B_L100_PERR0P5,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,T015,figure_series,theory_numerical,Appendix Fig. 15(b),"Movement-error curve L100, PERR0P5",attempted_not_reproduced,item_authoritative_state,at_least_one_required_target_attempt_failed,none,scientific_result_mismatch,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-2911,2502.20558,F15B-L100-PERR1,CLM_F15B_L100_PERR1,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,T015,figure_series,theory_numerical,Appendix Fig. 15(b),"Movement-error curve L100, PERR1",attempted_not_reproduced,item_authoritative_state,at_least_one_required_target_attempt_failed,none,scientific_result_mismatch,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-2912,2502.20558,F15B-L100-PERR1P5,CLM_F15B_L100_PERR1P5,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR2,T015,figure_series,theory_numerical,Appendix Fig. 15(b),"Movement-error curve L100, PERR1P5",attempted_not_reproduced,item_authoritative_state,at_least_one_required_target_attempt_failed,none,scientific_result_mismatch,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-2913,2502.20558,F15B-L100-PERR2,CLM_F15B_L100_PERR2,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5 | CLM_F15B_L100_PERR2,CLM_F15A_D05_P1 | CLM_F15A_D05_P10 | CLM_F15A_D05_P100 | CLM_F15A_D05_P5 | CLM_F15A_D07_P1 | CLM_F15A_D07_P10 | CLM_F15A_D07_P100 | CLM_F15A_D07_P5 | CLM_F15B_L050_PERR0P01 | CLM_F15B_L050_PERR0P1 | CLM_F15B_L050_PERR0P5 | CLM_F15B_L050_PERR1 | CLM_F15B_L050_PERR1P5 | CLM_F15B_L050_PERR2 | CLM_F15B_L100_PERR0P01 | CLM_F15B_L100_PERR0P1 | CLM_F15B_L100_PERR0P5 | CLM_F15B_L100_PERR1 | CLM_F15B_L100_PERR1P5,T015,figure_series,theory_numerical,Appendix Fig. 15(b),"Movement-error curve L100, PERR2",attempted_not_reproduced,item_authoritative_state,at_least_one_required_target_attempt_failed,none,scientific_result_mismatch,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-2915,2502.20558,F16A-SWAP1-DATA,CLM_F16A_SWAP1_DATA,CLM_F16A_SWAP1_DATA | CLM_F16A_SWAP1_MEASURE,CLM_F16A_SWAP1_MEASURE,T016,figure_series,theory_numerical,Appendix Fig. 16(a),SWAP1 DATA lifecycle,attempted_not_reproduced,item_authoritative_state,at_least_one_required_target_attempt_failed,none,scientific_result_mismatch,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-2916,2502.20558,F16A-SWAP1-MEASURE,CLM_F16A_SWAP1_MEASURE,CLM_F16A_SWAP1_DATA | CLM_F16A_SWAP1_MEASURE,CLM_F16A_SWAP1_DATA,T016,figure_series,theory_numerical,Appendix Fig. 16(a),SWAP1 MEASURE lifecycle,attempted_not_reproduced,item_authoritative_state,at_least_one_required_target_attempt_failed,none,scientific_result_mismatch,system_capability_limit,not_found_after_checks,not_applicable_nonreproduced,,,{},
