rank_descending,open_bitstring,probability,scaled_Np,conditional_probability,scaled_conditional_Lp
857,001111100101,5.94439743505291278e-06,1.55828812121451077e+00,3.78570443202502424e-04,1.55062453535744993e+00
858,110001011010,5.93700713836003424e-06,1.55635079927825282e+00,3.78099790302021158e-04,1.54869674107707866e+00
859,000010110011,5.93334105332364299e-06,1.55538975708247307e+00,3.77866314755978311e-04,1.54774042524048716e+00
860,100111100000,5.93193978134451128e-06,1.55502242204077556e+00,3.77777074398148434e-04,1.54737489673481599e+00
861,111111000010,5.92534481198148489e-06,1.55329359039207437e+00,3.77357072118363892e-04,1.54565456739681850e+00
862,000000111100,5.92178751520368720e-06,1.55236106638555538e+00,3.77130524779884684e-04,1.54472662949840767e+00
863,111100100110,5.91047153047835535e-06,1.54939464888571798e+00,3.76409863451373844e-04,1.54177480069682726e+00
864,101111111011,5.90613348526942456e-06,1.54825745636246803e+00,3.76133593953023495e-04,1.54064320083158424e+00
865,001011010110,5.89925959006193224e-06,1.54645550597719517e+00,3.75695828210799855e-04,1.53885011235143621e+00
866,111101111000,5.89870918630821075e-06,1.54631122093557960e+00,3.75660775609545818e-04,1.53870653689669967e+00
867,111101101001,5.89632071864414544e-06,1.54568509846825086e+00,3.75508665446650566e-04,1.53808349366948072e+00
868,011111010110,5.89539208169818204e-06,1.54544166186468823e+00,3.75449524969579719e-04,1.53784125427539853e+00
869,110100100101,5.88891914000827216e-06,1.54374481903832850e+00,3.75037294052796917e-04,1.53615275644025617e+00
870,111110100010,5.88831511151876563e-06,1.54358647659397530e+00,3.74998826346779987e-04,1.53599519271641083e+00
871,010001100100,5.88636459924073957e-06,1.54307516150336443e+00,3.74874607482608843e-04,1.53548639224876582e+00
872,000001010111,5.88505222185858308e-06,1.54273112964689640e+00,3.74791028399507433e-04,1.53514405232438245e+00
873,001100100100,5.88429472331324819e-06,1.54253255594822813e+00,3.74742786914451038e-04,1.53494645520159145e+00
874,110101111110,5.87569088436224538e-06,1.54027711119025645e+00,3.74194849270558395e-04,1.53270210261220718e+00
875,001010100010,5.86753865829019729e-06,1.53814005403882548e+00,3.73675672706255408e-04,1.53057555540482215e+00
876,000101100000,5.86753739242841852e-06,1.53813972220075534e+00,3.73675592089530199e-04,1.53057522519871569e+00
877,011010010011,5.86641515715005368e-06,1.53784553495594367e+00,3.73604122254050724e-04,1.53028248475259177e+00
878,100111010010,5.86463289387714955e-06,1.53737832533253149e+00,3.73490618370015597e-04,1.52981757284358388e+00
879,011100111111,5.86125263757630272e-06,1.53649221142480230e+00,3.73275345898763306e-04,1.52893581680133450e+00
880,101110010010,5.86066742098096203e-06,1.53633880040563331e+00,3.73238076232949715e-04,1.52878316025016203e+00
881,111000000010,5.85905814114480625e-06,1.53591693735226409e+00,3.73135588842517523e-04,1.52836337189895177e+00
882,001011010100,5.85683792716715139e-06,1.53533492157930573e+00,3.72994193957887376e-04,1.52778421845150669e+00
883,110100010001,5.85277194365195668e-06,1.53426904839669853e+00,3.72735250776813230e-04,1.52672358718182699e+00
884,011011100000,5.84707016483336954e-06,1.53277436129007882e+00,3.72372131561118328e-04,1.52523625087434067e+00
885,010111101111,5.84099109570604945e-06,1.53118076979276663e+00,3.71984984517379738e-04,1.52365049658318741e+00
886,110100101110,5.83739088281111109e-06,1.53023699558363591e+00,3.71755704055204850e-04,1.52271136381011907e+00
887,001011101110,5.83539910819326985e-06,1.52971486381821653e+00,3.71628857388562152e-04,1.52219179986355058e+00
888,011100000111,5.83348322419499742e-06,1.52921262632337340e+00,3.71506843835081796e-04,1.52169203234849504e+00
889,000100101100,5.82560784197880812e-06,1.52714814212769268e+00,3.71005298141250609e-04,1.51963770118656250e+00
890,000000000110,5.81978978242540128e-06,1.52562297272412439e+00,3.70634773557762336e-04,1.51812003249259453e+00
891,101001000000,5.81407705274874169e-06,1.52412541491576614e+00,3.70270956933921444e-04,1.51662983960134223e+00
892,111001110001,5.81314981230894610e-06,1.52388234439791637e+00,3.70211905393696603e-04,1.51638796449258129e+00
893,010110100010,5.80908981194476995e-06,1.52281803966244977e+00,3.69953343251097373e-04,1.51532889395649484e+00
894,110111011011,5.80582242786024296e-06,1.52196151452899553e+00,3.69745259075281998e-04,1.51447658117235506e+00
895,111110011100,5.80413354483382322e-06,1.52151878397691775e+00,3.69637702135690652e-04,1.51403602794778891e+00
896,011010001010,5.80275789345702530e-06,1.52115816522239844e+00,3.69550093432353336e-04,1.51367718269891927e+00
897,000111100110,5.79631402262798189e-06,1.51946894314778969e+00,3.69139713900644103e-04,1.51199626813703825e+00
898,110111111010,5.79465848783906708e-06,1.51903495463608440e+00,3.69034280751931541e-04,1.51156441395991159e+00
899,110110100110,5.79112982470021599e-06,1.51810993676621342e+00,3.68809556953938154e-04,1.51064394528333068e+00
900,100100001010,5.78422680458563844e-06,1.51630035146129760e+00,3.68369936384693969e-04,1.50884325943170650e+00
901,001001011111,5.78368052687323430e-06,1.51615714803665713e+00,3.68335146551417177e-04,1.50870076027460476e+00
902,100001010100,5.77691307251407160e-06,1.51438310048112879e+00,3.67904159521345250e-04,1.50693543739943014e+00
903,001000011101,5.77065240020665380e-06,1.51274190279977305e+00,3.67505447033484190e-04,1.50530231104915124e+00
904,010010001101,5.76814399615923438e-06,1.51208433972916634e+00,3.67345698691900764e-04,1.50464798184202553e+00
905,100000000110,5.76409735189736092e-06,1.51102353621578178e+00,3.67087987136030189e-04,1.50359239530917965e+00
906,111011000111,5.73950902326062449e-06,1.50457785339363315e+00,3.65522073253030338e-04,1.49717841204441227e+00
907,011110000001,5.73801173071800520e-06,1.50418534713734076e+00,3.65426717801505430e-04,1.49678783611496624e+00
908,010100000010,5.73535125904339146e-06,1.50348792045067081e+00,3.65257284994902152e-04,1.49609383933911921e+00
909,110100001001,5.73264325285924436e-06,1.50277803287753375e+00,3.65084824941124041e-04,1.49538744295884407e+00
910,100110100111,5.71997508976852996e-06,1.49945714993228152e+00,3.64278049793901638e-04,1.49208289195582111e+00
911,000001010011,5.71789901598783974e-06,1.49891291964711626e+00,3.64145834513906618e-04,1.49154133816896151e+00
912,100101110001,5.71593807861117921e-06,1.49839887167944896e+00,3.64020951724711357e-04,1.49102981826441772e+00
913,000100101110,5.71277739967914724e-06,1.49757031866149037e+00,3.63819663093324695e-04,1.49020534003025795e+00
914,010111010101,5.70649204155491728e-06,1.49592264974137223e+00,3.63419378483021696e-04,1.48856577426645686e+00
915,111001111101,5.70418992072657324e-06,1.49531916257894681e+00,3.63272767340039804e-04,1.48796525502480304e+00
916,000111011101,5.69903130374208613e-06,1.49396686208816543e+00,3.62944239522129534e-04,1.48661960508264257e+00
917,100110100010,5.69242412474314072e-06,1.49223482975666588e+00,3.62523459668615791e-04,1.48489609080265028e+00
918,101000000000,5.69232265095832917e-06,1.49220822901282024e+00,3.62516997285151498e-04,1.48486962087998053e+00
919,101011011111,5.68879316999708966e-06,1.49128299675571707e+00,3.62292221403933985e-04,1.48394893887051360e+00
920,100101001000,5.68685310923986255e-06,1.49077442146857453e+00,3.62168668147489110e-04,1.48344286473211540e+00
921,011101111000,5.68553239545384609e-06,1.49042820427385303e+00,3.62084558158414763e-04,1.48309835021686687e+00
922,101000110111,5.68391519684091607e-06,1.49000426536066510e+00,3.61981566458695423e-04,1.48267649621481645e+00
923,111110001000,5.67401434123197654e-06,1.48740881546791526e+00,3.61351027983280234e-04,1.48009381061951584e+00
924,110010001011,5.67245810833258111e-06,1.48700085835073614e+00,3.61251918900334934e-04,1.47968785981577189e+00
925,000101111111,5.66675020595492059e-06,1.48550456598984670e+00,3.60888409704242935e-04,1.47819892614857906e+00
926,001110100100,5.66471801922331133e-06,1.48497184043127572e+00,3.60758989381988044e-04,1.47766882050862303e+00
927,010001001110,5.65850921042846682e-06,1.48334423845856000e+00,3.60363579834947409e-04,1.47604922300394459e+00
928,110010110010,5.65779184717516899e-06,1.48315618598588750e+00,3.60317894376041732e-04,1.47586209536426693e+00
929,011000110111,5.65721830375234464e-06,1.48300583501885463e+00,3.60281368119150778e-04,1.47571248381604159e+00
930,011100100001,5.65415029338423025e-06,1.48220157450891565e+00,3.60085981108524940e-04,1.47491217862051816e+00
931,110001110101,5.64910225386212397e-06,1.48087826123643262e+00,3.59764495444070799e-04,1.47359537333891399e+00
932,001100010001,5.64559757274476799e-06,1.47995953010960446e+00,3.59541298947137883e-04,1.47268116048747677e+00
933,011000111010,5.64550784658976900e-06,1.47993600893642840e+00,3.59535584714427829e-04,1.47265775499029639e+00
934,010010100010,5.64436367936853109e-06,1.47963607236438421e+00,3.59462718137659645e-04,1.47235929349185390e+00
935,111000001001,5.64136400945207937e-06,1.47884972689380589e+00,3.59271683405857224e-04,1.47157681523039119e+00
936,001000010011,5.64065949710121025e-06,1.47866504320809966e+00,3.59226816359899418e-04,1.47139303981014802e+00
937,011011110000,5.63605178757513859e-06,1.47745715980209713e+00,3.58933373221803154e-04,1.47019109671650572e+00
938,111101000011,5.61866571941601932e-06,1.47289950635059297e+00,3.57826137105702496e-04,1.46565585758495742e+00
939,100101010111,5.61803635659943801e-06,1.47273452266440308e+00,3.57786055976704682e-04,1.46549168528058238e+00
940,010111111001,5.61685810435345925e-06,1.47242565090763322e+00,3.57711018686577653e-04,1.46518433254022207e+00
941,010111101011,5.61427844632581433e-06,1.47174940903363427e+00,3.57546732517372750e-04,1.46451141639115878e+00
942,000000001000,5.60641645363085117e-06,1.46968843482060585e+00,3.57046039538562769e-04,1.46246057794995310e+00
943,110001100000,5.60049604090930091e-06,1.46813643414812778e+00,3.56668996567861851e-04,1.46091620994196214e+00
944,110011111101,5.59745161993383617e-06,1.46733835745593555e+00,3.56475111853629852e-04,1.46012205815246787e+00
945,110111010110,5.59637757947760333e-06,1.46705680419457685e+00,3.56406711317498856e-04,1.45984188955647531e+00
946,100110101101,5.58494924735650358e-06,1.46406093549902327e+00,3.55678895116879766e-04,1.45686075439873952e+00
947,010010010111,5.57883174809650016e-06,1.46245726977300894e+00,3.55289300640491946e-04,1.45526497542345501e+00
948,101000101101,5.56557818223162324e-06,1.45898292700292664e+00,3.54445243970610911e-04,1.45180771930362229e+00
949,110000011011,5.56451560991261365e-06,1.45870438004493219e+00,3.54377573785678434e-04,1.45153054222613886e+00
950,100110000000,5.55455889331638799e-06,1.45609428652953121e+00,3.53743477789262098e-04,1.44893328502481755e+00
951,010000101100,5.54931677217679507e-06,1.45472009592551377e+00,3.53409631988267224e-04,1.44756585262394255e+00
952,111000011100,5.54734995248726943e-06,1.45420450594482276e+00,3.53284374582500151e-04,1.44705279828992062e+00
953,010111110011,5.54435924249857627e-06,1.45342050926554678e+00,3.53093910465946737e-04,1.44627265726851784e+00
954,001100011101,5.54374505283886365e-06,1.45325950313139107e+00,3.53054795643253916e-04,1.44611244295476804e+00
955,110110011101,5.54122883807887167e-06,1.45259989252934774e+00,3.52894549874479147e-04,1.44545607628586659e+00
956,100010111011,5.53598935744946306e-06,1.45122639411923204e+00,3.52560872235038400e-04,1.44408933267471729e+00
957,100010111001,5.53365280497183940e-06,1.45061388090653787e+00,3.52412068303826814e-04,1.44347983177247463e+00
958,111111001100,5.53001866490682875e-06,1.44966121289333572e+00,3.52180627181307275e-04,1.44253184893463460e+00
959,110111000101,5.51743677964167024e-06,1.44636294716238600e+00,3.51379346659068446e-04,1.43924980391554436e+00
960,100011111010,5.51021941466656803e-06,1.44447095823835281e+00,3.50919706958454443e-04,1.43736711970182940e+00
961,101011000010,5.50975167305623588e-06,1.44434834258165390e+00,3.50889918716557373e-04,1.43724510706301900e+00
962,000111100101,5.49967101188593889e-06,1.44170575773982756e+00,3.50247929278820543e-04,1.43461551832604894e+00
963,101010011110,5.49656108851427299e-06,1.44089050998748558e+00,3.50049873028039789e-04,1.43380427992285098e+00
964,110101110010,5.49650675894268496e-06,1.44087626781627121e+00,3.50046413035631863e-04,1.43379010779394811e+00
965,110100001000,5.49634330303439913e-06,1.44083341883064953e+00,3.50036003305071299e-04,1.43374746953757204e+00
966,101010101001,5.49400896425940315e-06,1.44022148592681698e+00,3.49887340354067364e-04,1.43313854609025992e+00
967,101011100011,5.48781860749361909e-06,1.43859872104280728e+00,3.49493105929130467e-04,1.43152376188571839e+00
968,110100111101,5.48738739795567942e-06,1.43848568204969363e+00,3.49465644241436378e-04,1.43141127881292340e+00
969,101111111111,5.48420296923362102e-06,1.43765090316677835e+00,3.49262843098708663e-04,1.43058060533231068e+00
970,011101111110,5.47786881086630870e-06,1.43599044155573763e+00,3.48859450632671994e-04,1.42892830979142449e+00
971,011000111011,5.47621617815888157e-06,1.43555721380728185e+00,3.48754202303747595e-04,1.42849721263615015e+00
972,111110101011,5.47499951277508599e-06,1.43523827227691214e+00,3.48676718663293718e-04,1.42817983964485107e+00
973,110110011010,5.47495700051118435e-06,1.43522712794200391e+00,3.48674011259092931e-04,1.42816875011724465e+00
974,010011010101,5.46787103823419271e-06,1.43336958544686421e+00,3.48222739972301343e-04,1.42632034292654630e+00
975,010101110011,5.46362878808267159e-06,1.43225750502314386e+00,3.47952571206234823e-04,1.42521373166073784e+00
976,111010100101,5.46186597657226180e-06,1.43179539456255900e+00,3.47840306112578242e-04,1.42475389383712048e+00
977,100001011000,5.46083634742236463e-06,1.43152548345868835e+00,3.47774733921642231e-04,1.42448531014304658e+00
978,100011110100,5.46045896734611501e-06,1.43142655553597997e+00,3.47750700376731623e-04,1.42438686874309273e+00
979,111101001011,5.44678521614717604e-06,1.42784206370168532e+00,3.46879884098348482e-04,1.42082000526683538e+00
980,100110011111,5.44587826865926202e-06,1.42760431285941358e+00,3.46822124919859444e-04,1.42058342367174428e+00
981,001001101111,5.44383306855699740e-06,1.42706817592380553e+00,3.46691875837826951e-04,1.42004992343173919e+00
982,101010100100,5.43466876183951077e-06,1.42466580790365671e+00,3.46108244663500587e-04,1.41765937014169841e+00
983,001111001010,5.42644614888337442e-06,1.42251029925288330e+00,3.45584585492811314e-04,1.41551446217855514e+00
984,110111101010,5.42265417906373552e-06,1.42151625711648388e+00,3.45343092942739514e-04,1.41452530869346105e+00
985,101111110001,5.42225166675920278e-06,1.42141074093092445e+00,3.45317458845560384e-04,1.41442031143141533e+00
986,111111100101,5.42189733411539002e-06,1.42131785475434480e+00,3.45294893082171426e-04,1.41432788206457416e+00
987,000100100111,5.41857355146072703e-06,1.42044654507412083e+00,3.45083217149256085e-04,1.41346085744335292e+00
988,001101110010,5.41621460707118048e-06,1.41982816195606754e+00,3.44932987183511420e-04,1.41284551550366277e+00
989,000100100010,5.41493305754379556e-06,1.41949221143676074e+00,3.44851371380081549e-04,1.41251121717281403e+00
990,000101010110,5.41156149034077306e-06,1.41860837532389161e+00,3.44636652276205920e-04,1.41163172772333945e+00
991,101010001111,5.40900824128146983e-06,1.41793905640248963e+00,3.44474047968780744e-04,1.41096570048012593e+00
992,000110111110,5.40785706566661316e-06,1.41763728262210864e+00,3.44400735060705252e-04,1.41066541080864871e+00
993,100100110100,5.40781739008139892e-06,1.41762688190549824e+00,3.44398208311098939e-04,1.41065506124226125e+00
994,010100000011,5.40415486075133603e-06,1.41666677181679823e+00,3.44164959211106371e-04,1.40969967292869169e+00
995,010000111011,5.40115084445157533e-06,1.41587928696791376e+00,3.43973647678791643e-04,1.40891606089233057e+00
996,010001111111,5.39864701925993817e-06,1.41522292421687723e+00,3.43814190942788340e-04,1.40826292610166104e+00
997,101000010101,5.39764380468039094e-06,1.41495993753413640e+00,3.43750300970397402e-04,1.40800123277474776e+00
998,110110101100,5.39420656850004851e-06,1.41405888669287672e+00,3.43531399721212619e-04,1.40710461325808689e+00
999,000011011110,5.38228660603918123e-06,1.41093414005353512e+00,3.42772273918964256e-04,1.40399523397207759e+00
1000,110011101011,5.38101027671846121e-06,1.41059955798008430e+00,3.42690990565706595e-04,1.40366229735713421e+00
1001,111001010101,5.37648507115922171e-06,1.40941330249396302e+00,3.42402801713453551e-04,1.40248187581830575e+00
1002,101110111010,5.37471916602181347e-06,1.40895038105762227e+00,3.42290339601384805e-04,1.40202123100727216e+00
1003,110000110011,5.37188768358156994e-06,1.40820812492480707e+00,3.42110015931234104e-04,1.40128262525433489e+00
1004,101010011010,5.37174439006905949e-06,1.40817056139026353e+00,3.42100890247910947e-04,1.40124524645544324e+00
1005,011111001010,5.36949347669211025e-06,1.40758049795397655e+00,3.41957540264328547e-04,1.40065808492268973e+00
1006,000011010111,5.36879144609428647e-06,1.40739646484494063e+00,3.41912831269436575e-04,1.40047495687961221e+00
1007,110110001011,5.36826379083662721e-06,1.40725814318507680e+00,3.41879227411866042e-04,1.40033731547900331e+00
1008,011000101101,5.36773467667548366e-06,1.40711943908241799e+00,3.41845530643660757e-04,1.40019929351643446e+00
1009,000101010101,5.36654393331501262e-06,1.40680729285493067e+00,3.41769697853770932e-04,1.39988868240904574e+00
1010,101100010101,5.36525053297713956e-06,1.40646823571675927e+00,3.41687327328499615e-04,1.39955129273753442e+00
1011,111110111100,5.36365437809299690e-06,1.40604981329081058e+00,3.41585675803931848e-04,1.39913492809290485e+00
1012,000010000100,5.36327081749018589e-06,1.40594926518014729e+00,3.41561248650635392e-04,1.39903487447300257e+00
1013,010001000010,5.35926310459819296e-06,1.40489866729178869e+00,3.41306016448830784e-04,1.39798944337441089e+00
1014,010101010101,5.35700013812411149e-06,1.40430544420840708e+00,3.41161898860731162e-04,1.39739913773355484e+00
1015,001111000101,5.35458195808357371e-06,1.40367153281986035e+00,3.41007896457679949e-04,1.39676834389065707e+00
1016,000001111010,5.35192191820719236e-06,1.40297421932650623e+00,3.40838491150255549e-04,1.39607445975144673e+00
1017,100011001110,5.34927152069093388e-06,1.40227943352000417e+00,3.40669699918956601e-04,1.39538309086804624e+00
1018,100010011110,5.34665913752862086e-06,1.40159461294830279e+00,3.40503329641333519e-04,1.39470163821090209e+00
1019,001101110001,5.34370554255576729e-06,1.40082034574773906e+00,3.40315229203882921e-04,1.39393117881910444e+00
1020,010101001011,5.33759593396144328e-06,1.39921874851238859e+00,3.39926137246520136e-04,1.39233745816174648e+00
1021,101000001010,5.33666229717895943e-06,1.39897400123168114e+00,3.39866678353605088e-04,1.39209391453636644e+00
1022,000100001100,5.33420212498047132e-06,1.39832908185088067e+00,3.39710001669431153e-04,1.39145216683799000e+00
1023,001101000000,5.33117943177155587e-06,1.39753670096232274e+00,3.39517500693467381e-04,1.39066368284044239e+00
1024,010000010100,5.32765365119750304e-06,1.39661243873951824e+00,3.39292960472336962e-04,1.38974396609469220e+00
1025,000100011110,5.32375215375257706e-06,1.39558968459331556e+00,3.39044492627947971e-04,1.38872624180407489e+00
1026,101001101001,5.32317131960134676e-06,1.39543742240557544e+00,3.39007502059187899e-04,1.38857472843443364e+00
1027,110001111101,5.32191468821180541e-06,1.39510800402659552e+00,3.38927473173623211e-04,1.38824693011916067e+00
1028,000100101101,5.32121060515960579e-06,1.39492343287895970e+00,3.38882633467658956e-04,1.38806326668353108e+00
1029,011110000111,5.31964394771530167e-06,1.39451274302988004e+00,3.38782860494953703e-04,1.38765459658733037e+00
1030,101010011101,5.31780804233076582e-06,1.39403147144875628e+00,3.38665940399570590e-04,1.38717569187664114e+00
1031,010011010111,5.31421620181387890e-06,1.39308989200829747e+00,3.38437193134394083e-04,1.38623874307847816e+00
1032,101011100010,5.31257929647375149e-06,1.39266078709481511e+00,3.38332946406805083e-04,1.38581174848227362e+00
1033,110100101011,5.30814026611195595e-06,1.39149712191965258e+00,3.38050245643638626e-04,1.38465380615634381e+00
1034,100110110000,5.30337183169683527e-06,1.39024710544833519e+00,3.37746566700627602e-04,1.38340993720577066e+00
1035,001010011001,5.30132937116865135e-06,1.38971168667563494e+00,3.37616492089058251e-04,1.38287715159678259e+00
1036,011100101110,5.29783736711005080e-06,1.38879627876369716e+00,3.37394102933795197e-04,1.38196624561682513e+00
1037,111101110001,5.29635747799274001e-06,1.38840833471092884e+00,3.37299855823780764e-04,1.38158020945420601e+00
1038,100010110000,5.29136735189639941e-06,1.38710020309552973e+00,3.36982058390387733e-04,1.38027851116702815e+00
1039,111011101010,5.28917724347472792e-06,1.38652607931343907e+00,3.36842580785649403e-04,1.37970721089801995e+00
1040,001011110000,5.28537418557389965e-06,1.38552913050308435e+00,3.36600382088343003e-04,1.37871516503385294e+00
1041,001001101011,5.28443208904823218e-06,1.38528216555145978e+00,3.36540384434559246e-04,1.37846941464395467e+00
1042,011011101010,5.28365853105906312e-06,1.38507938196594704e+00,3.36491120199789915e-04,1.37826762833833949e+00
1043,100101111001,5.26771674540761052e-06,1.38090033850813265e+00,3.35475863577828180e-04,1.37410913721478423e+00
1044,011011110111,5.26617136799702096e-06,1.38049522709221106e+00,3.35377445829413139e-04,1.37370601811727622e+00
1045,000110101011,5.26600944388957233e-06,1.38045277965898805e+00,3.35367133651973538e-04,1.37366377943848361e+00
1046,110011010011,5.26388401643835326e-06,1.37989561160521568e+00,3.35231775271078905e-04,1.37310935151033919e+00
1047,010111001111,5.26208226317609700e-06,1.37942329279803477e+00,3.35117030162178267e-04,1.37263935554428218e+00
1048,101100110100,5.26098024466623887e-06,1.37913440525778652e+00,3.35046847836677252e-04,1.37235188873903002e+00
1049,100111111111,5.25957471712804691e-06,1.37876595464681473e+00,3.34957336462500099e-04,1.37198525015040040e+00
1050,111011111000,5.25770331525204390e-06,1.37827537787343180e+00,3.34838155764145243e-04,1.37149708600993891e+00
1051,011110100110,5.25598949983481479e-06,1.37782611144469769e+00,3.34729010998985061e-04,1.37105002905184281e+00
1052,101001101111,5.25446245479535781e-06,1.37742580574987428e+00,3.34631760752228575e-04,1.37065169204112824e+00
1053,110110100010,5.25247632412207459e-06,1.37690515351065712e+00,3.34505273521612230e-04,1.37013360034452369e+00
1054,001001101000,5.25223084723642136e-06,1.37684080321794444e+00,3.34489640264513759e-04,1.37006956652344836e+00
1055,101000101110,5.23980611755816873e-06,1.37358373488116858e+00,3.33698368235286504e-04,1.36682851629173352e+00
1056,000111101010,5.23570022755238300e-06,1.37250740045149189e+00,3.33436883599339201e-04,1.36575747522289337e+00
1057,101110000110,5.23101234028055664e-06,1.37127849893050624e+00,3.33138334321373070e-04,1.36453461738034409e+00
1058,100101101011,5.22952700317187345e-06,1.37088912671948759e+00,3.33043740254660185e-04,1.36414716008308812e+00
1059,011010011001,5.22841217822898913e-06,1.37059688204966013e+00,3.32972742348256389e-04,1.36385635265845817e+00
1060,111000100001,5.22191366744374326e-06,1.36889333643837263e+00,3.32558883057217081e-04,1.36216118500236116e+00
1061,011011100101,5.21864172919950714e-06,1.36803561745927560e+00,3.32350508848597130e-04,1.36130768424385384e+00
1062,110011000101,5.21774982540220580e-06,1.36780181023023584e+00,3.32293707731322004e-04,1.36107502686749493e+00
1063,110110001100,5.21727297597076404e-06,1.36767680701287997e+00,3.32263339455550705e-04,1.36095063840993569e+00
1064,100011110010,5.21597251085594895e-06,1.36733589788582188e+00,3.32180519008185991e-04,1.36061140585752982e+00
1065,100111111001,5.20396072834374494e-06,1.36418708117094267e+00,3.31415545622913547e-04,1.35747807487145389e+00
1066,111111110001,5.20074321276592412e-06,1.36334362876731041e+00,3.31210637335468982e-04,1.35663877052608095e+00
1067,010100110101,5.20066057794296415e-06,1.36332196654428039e+00,3.31205374716020363e-04,1.35661721483681941e+00
1068,010111100000,5.19986066023835845e-06,1.36311227291752424e+00,3.31154431756154925e-04,1.35640855247321057e+00
1069,011001011010,5.19082901390957408e-06,1.36074468102231139e+00,3.30579249091992157e-04,1.35405260428079988e+00
1070,011110111010,5.17979728958089748e-06,1.35785278067989479e+00,3.29876690958215933e-04,1.35117492616485246e+00
1071,001001000110,5.17484540676207274e-06,1.35655467431023680e+00,3.29561329057553799e-04,1.34988320381974036e+00
1072,001011110111,5.17166010993351247e-06,1.35571966785841069e+00,3.29358472629245555e-04,1.34905230388938979e+00
1073,000110001011,5.17067297492801089e-06,1.35546089633952849e+00,3.29295606688565065e-04,1.34879480499636251e+00
1074,101001000110,5.16791993839695035e-06,1.35473920433113015e+00,3.29120278865837289e-04,1.34807666223446954e+00
1075,101001111101,5.16765813909624451e-06,1.35467057521524592e+00,3.29103606111637900e-04,1.34800837063326884e+00
1076,100010101001,5.16495835370455407e-06,1.35396284267352662e+00,3.28931669601091505e-04,1.34730411868607081e+00
1077,110000010000,5.16481240601012330e-06,1.35392458336111776e+00,3.28922374885526315e-04,1.34726604753111578e+00
1078,100100000010,5.16418647720344335e-06,1.35376049988001945e+00,3.28882512452311339e-04,1.34710277100466724e+00
1079,110001101111,5.15873460134371739e-06,1.35233132333464745e+00,3.28535308369298491e-04,1.34568062308064662e+00
1080,101011101011,5.15730674509318713e-06,1.35195701938570845e+00,3.28444374985469706e-04,1.34530815994048392e+00
1081,000000010000,5.15630778300572175e-06,1.35169514746825192e+00,3.28380755834104692e-04,1.34504757589649282e+00
1082,100100110111,5.15620050303008036e-06,1.35166702466631738e+00,3.28373923681919548e-04,1.34501959140114247e+00
1083,101011001001,5.15397906281292524e-06,1.35108468744203147e+00,3.28232450703918926e-04,1.34444011808325192e+00
1084,101101001101,5.15189791184269138e-06,1.35053912620209049e+00,3.28099912081833065e-04,1.34389723988718823e+00
1085,011111100100,5.15174074310266827e-06,1.35049792535990587e+00,3.28089902751161906e-04,1.34385624166875917e+00
1086,111100011110,5.15094188434168800e-06,1.35028850932886746e+00,3.28039027230387129e-04,1.34364785553566568e+00
1087,110011000001,5.14971198586149325e-06,1.34996609882167529e+00,3.27960700836866430e-04,1.34332703062780490e+00
1088,111110001101,5.14624475558392651e-06,1.34905718520779283e+00,3.27739889406068827e-04,1.34242258700725792e+00
1089,001010010000,5.13669198967992514e-06,1.34655298494265430e+00,3.27131519110912875e-04,1.33993070227829913e+00
1090,101111100110,5.13436282530611311e-06,1.34594240847704572e+00,3.26983185692947601e-04,1.33932312859831337e+00
1091,001001011101,5.12824800302611407e-06,1.34433944450527765e+00,3.26593761700703510e-04,1.33772804792608158e+00
1092,110110100101,5.12421266635765542e-06,1.34328160520966122e+00,3.26336770271758744e-04,1.33667541103312382e+00
1093,101111000100,5.12229336032551531e-06,1.34277847064917188e+00,3.26214538785192260e-04,1.33617475086414750e+00
1094,100101011101,5.12135163760328355e-06,1.34253160368787516e+00,3.26154564937174130e-04,1.33592909798266524e+00
1095,010110110110,5.12001903562064033e-06,1.34218227007373714e+00,3.26069697845312689e-04,1.33558148237440077e+00
1096,111110000101,5.11923819311393863e-06,1.34197757689566033e+00,3.26019969694215262e-04,1.33537779586750571e+00
1097,000110100101,5.11721540379760939e-06,1.34144731481312052e+00,3.25891147848712034e-04,1.33485014158832449e+00
1098,011111000111,5.11621544222901414e-06,1.34118518088768268e+00,3.25827465045140359e-04,1.33458929682489491e+00
1099,101000010001,5.08578416724893401e-06,1.33320780473930456e+00,3.23889441657186357e-04,1.32665115302783532e+00
1100,111001010000,5.07988499636031305e-06,1.33166137248587790e+00,3.23513751477949140e-04,1.32511232605367968e+00
1101,110111011010,5.07566809597010720e-06,1.33055593734998778e+00,3.23245197117796911e-04,1.32401232739449615e+00
1102,001100110010,5.07391089026631408e-06,1.33009529641797264e+00,3.23133289031342233e-04,1.32355395187237779e+00
1103,100000111000,5.07326259598691889e-06,1.32992534996239486e+00,3.23092002247381727e-04,1.32338484120527555e+00
1104,010100011010,5.07115727870811369e-06,1.32937345366965975e+00,3.22957924587866682e-04,1.32283565911190193e+00
1105,101101010111,5.05936104674236905e-06,1.32628114223723159e+00,3.22206678593267093e-04,1.31975855551802201e+00
1106,100110110101,5.05406380772468679e-06,1.32489250281218029e+00,3.21869322596366847e-04,1.31837674535471860e+00
1107,110111111111,5.03884604748752824e-06,1.32090325827257060e+00,3.20900175714706668e-04,1.31440711972743851e+00
