k_over_pi,drho_actual,drho_theory
2.817955112219451275e-01,3.970216897640876930e-03,2.894613194065053397e-03
2.834580216126350027e-01,3.351864727860864868e-03,3.958902573410556271e-03
2.851205320033249890e-01,1.583141896247086677e-03,3.252310818613024165e-03
2.867830423940149198e-01,2.905813074239871341e-04,2.571952371347658965e-03
2.884455527847048506e-01,5.133687252762975106e-04,3.152323132585926457e-03
2.901080631753947814e-01,1.806752192958893666e-03,4.237855305396076924e-03
2.917705735660847677e-01,2.714721192377034242e-03,4.409983605324703688e-03
2.934330839567746430e-01,3.100733428302637762e-03,3.814069926230391656e-03
2.950955943474646292e-01,3.098951231070623535e-03,2.147967908306571208e-03
2.967581047381545600e-01,7.143870955889086716e-04,-4.995897219447484935e-04
2.984206151288444908e-01,9.396101391745403930e-04,2.583395642454463376e-03
3.000831255195344216e-01,3.035194308590116741e-03,2.118455417435266032e-03
3.017456359102244079e-01,2.707115443711938241e-04,1.667893955848025016e-03
3.034081463009143942e-01,3.000266567135700946e-03,1.178665660354137222e-03
3.050706566916042695e-01,2.507188836426421652e-03,4.178928285523418433e-03
3.067331670822941447e-01,3.445462317579472966e-04,1.801431587671515440e-03
3.083956774729841865e-01,-2.277476422589685967e-04,-4.316941128977350964e-04
3.100581878636740618e-01,-9.182785764002554529e-04,-9.536288809049932487e-04
3.117206982543639926e-01,-1.671638585919454911e-04,8.855511101121755005e-04
3.133832086450540344e-01,2.577633646731025685e-03,3.856266459069555060e-03
3.150457190357439097e-01,2.408080145864688326e-03,1.418032557707594142e-03
3.167082294264337849e-01,-1.803736753007711968e-04,9.501041824441021529e-04
3.183707398171238268e-01,1.432093745763696191e-03,6.750166905808031165e-04
3.200332502078137575e-01,2.917468552196100795e-03,3.049599876379551020e-03
3.216957605985036328e-01,2.135049121000265337e-03,2.705857009120101256e-03
3.233582709891936746e-01,1.747724644602821620e-03,2.219550117816004170e-03
3.250207813798835499e-01,1.103415257963757945e-03,9.667291812295874826e-04
3.266832917705734252e-01,-4.119849498960270751e-04,-2.311163973822684360e-04
3.283458021612634670e-01,7.934721410154388366e-04,1.195705211173154299e-03
3.300083125519533978e-01,-1.154175361331999383e-04,2.966195678761904351e-04
3.316708229426432730e-01,-1.962432608564323999e-04,-4.563774986247730471e-05
