t1,branch_id,band_index,real_E,imag_E,abs_E
1.0600000000000005,38,53,-0.9637096032052717,0.49861015313801144,1.0850568114722718
1.0600000000000005,39,52,0.9637096032052717,-0.49861015313801144,1.0850568114722718
1.0600000000000005,40,48,-0.9530190592292113,-0.47869257658435704,1.066485775869093
1.0600000000000005,41,51,0.9530190592292113,0.47869257658435704,1.066485775869093
1.0600000000000005,42,17,-0.8436085798800399,0.20810892200660044,0.8688985898630328
1.0600000000000005,43,16,0.8436085798800399,-0.20810892200660044,0.8688985898630328
1.0600000000000005,44,47,-0.9411741555086129,-0.4559036459716332,1.045780534054626
1.0600000000000005,45,44,0.9411741555086129,0.4559036459716332,1.045780534054626
1.0600000000000005,46,41,-0.9283075639880007,-0.43015570206425335,1.0231270015866685
1.0600000000000005,47,40,0.9283075639880007,0.43015570206425335,1.0231270015866685
1.0600000000000005,48,49,-0.9530190592292109,0.4786925765843576,1.0664857758690929
1.0600000000000005,49,50,0.9530190592292109,-0.4786925765843576,1.0664857758690929
1.0600000000000005,50,22,-0.8567140030816774,0.2535082830495046,0.8934345709960748
1.0600000000000005,51,23,0.8567140030816774,-0.2535082830495046,0.8934345709960748
1.0600000000000005,52,13,-0.8322540320533358,-0.15951397290315894,0.8474027858228841
1.0600000000000005,53,12,0.8322540320533358,0.15951397290315894,0.8474027858228841
1.0600000000000005,54,56,-0.9731428685235748,0.5157315847901607,1.1013564863877918
1.0600000000000005,55,60,0.9812391717824399,-0.5301197597914074,1.115283493987779
1.0600000000000005,56,61,-0.9812391717824399,0.5301197597914074,1.115283493987779
1.0600000000000005,57,33,0.9002440644615394,-0.369378793083486,0.9730776271079533
1.0600000000000005,58,58,-0.9731428685235751,-0.5157315847901601,1.1013564863877918
1.0600000000000005,59,67,0.9879372776414524,0.5418259240658331,1.1267632389030973
1.0600000000000005,60,64,-0.9879372776414519,0.5418259240658332,1.1267632389030968
1.0600000000000005,61,34,0.9002440644615395,0.36937879308348565,0.9730776271079533
1.0600000000000005,62,38,-0.9145904650292649,0.40134972336177793,0.9987779128339906
1.0600000000000005,63,65,0.9879372776414519,-0.5418259240658332,1.1267632389030968
1.0600000000000005,64,8,-0.823391830000459,-0.1081278721388746,0.8304611625144102
