particles,coupling,sector,selector,lower_index,lower_energy,upper_energy,midpoint_offset,spacing
1400,1.95,1,local_minimum_gap,82,-700.9941093947583,-699.8507777802824,-0.42244358752031985,1.1433316144758692
600,2.0,0,midpoint_nearest,37,-300.41728761880285,-299.35330320564077,0.11470458777819204,1.0639844131620748
700,2.0,0,midpoint_nearest,43,-350.59190164568486,-349.59039489543454,-0.09114827055969954,1.0015067502503143
800,2.0,0,midpoint_nearest,49,-400.76467718821397,-399.8063789398141,-0.28552806401404496,0.9582982483998421
900,2.0,0,midpoint_nearest,55,-450.9400678905785,-450.00448885206407,-0.4722783713212948,0.9355790385144473
1000,2.0,0,midpoint_nearest,62,-500.18810956078147,-499.1198495801255,0.34602042954651324,1.0682599806559665
1100,2.0,0,midpoint_nearest,68,-550.3612172778681,-549.3508277220847,0.1439775000235386,1.0103895557834903
1200,2.0,0,midpoint_nearest,74,-600.5282507495633,-599.5674389112787,-0.047844830421013285,0.9608118382845987
1300,2.0,0,midpoint_nearest,80,-650.693625341068,-649.7701847923098,-0.23190506668890976,0.923440548758208
1400,2.0,0,midpoint_nearest,86,-700.8611442095643,-699.9598430910985,-0.41049365033131835,0.9013011184657671
600,2.0,0,straddling,37,-300.41728761880285,-299.35330320564077,0.11470458777819204,1.0639844131620748
700,2.0,0,straddling,43,-350.59190164568486,-349.59039489543454,-0.09114827055969954,1.0015067502503143
800,2.0,0,straddling,49,-400.76467718821397,-399.8063789398141,-0.28552806401404496,0.9582982483998421
900,2.0,0,straddling,56,-450.00448885206407,-448.8738145754544,0.5608482862407982,1.1306742766096818
1000,2.0,0,straddling,62,-500.18810956078147,-499.1198495801255,0.34602042954651324,1.0682599806559665
1100,2.0,0,straddling,68,-550.3612172778681,-549.3508277220847,0.1439775000235386,1.0103895557834903
1200,2.0,0,straddling,74,-600.5282507495633,-599.5674389112787,-0.047844830421013285,0.9608118382845987
1300,2.0,0,straddling,80,-650.693625341068,-649.7701847923098,-0.23190506668890976,0.923440548758208
1400,2.0,0,straddling,86,-700.8611442095643,-699.9598430910985,-0.41049365033131835,0.9013011184657671
600,2.0,0,local_minimum_gap,36,-301.43608864114333,-300.41728761880285,-0.9266881299730585,1.018801022340483
700,2.0,0,local_minimum_gap,43,-350.59190164568486,-349.59039489543454,-0.09114827055969954,1.0015067502503143
800,2.0,0,local_minimum_gap,49,-400.76467718821397,-399.8063789398141,-0.28552806401404496,0.9582982483998421
900,2.0,0,local_minimum_gap,55,-450.9400678905785,-450.00448885206407,-0.4722783713212948,0.9355790385144473
1000,2.0,0,local_minimum_gap,61,-501.12075380980446,-500.18810956078147,-0.6544316852929342,0.9326442490229852
1100,2.0,0,local_minimum_gap,67,-551.3077834013897,-550.3612172778681,-0.834500339628903,0.9465661235215066
1200,2.0,0,local_minimum_gap,74,-600.5282507495633,-599.5674389112787,-0.047844830421013285,0.9608118382845987
1300,2.0,0,local_minimum_gap,80,-650.693625341068,-649.7701847923098,-0.23190506668890976,0.923440548758208
1400,2.0,0,local_minimum_gap,86,-700.8611442095643,-699.9598430910985,-0.41049365033131835,0.9013011184657671
600,2.0,1,midpoint_nearest,37,-300.06251169923075,-298.73072164017736,0.6033833302959692,1.3317900590533895
700,2.0,1,midpoint_nearest,43,-350.3078859795972,-349.014446052624,0.3388339838894012,1.2934399269731784
800,2.0,1,midpoint_nearest,49,-400.5439764898002,-399.2807928297269,0.08761534023642525,1.2631836600732527
900,2.0,1,midpoint_nearest,55,-450.7734348164544,-449.5338969990552,-0.15366590775477107,1.2395378173992526
1000,2.0,1,midpoint_nearest,61,-500.99813754121897,-499.7766628011375,-0.38740017117822845,1.2214747400814758
1100,2.0,1,midpoint_nearest,68,-550.0112689981361,-548.7726922879208,0.6080193569715675,1.238576710215284
1200,2.0,1,midpoint_nearest,74,-600.2394340627374,-599.0238505750481,0.3683576811072271,1.2155834876892868
1300,2.0,1,midpoint_nearest,80,-650.4625600232436,-649.2662589218943,0.13559052743107713,1.1963011013492633
1400,2.0,1,midpoint_nearest,86,-700.6818114947832,-699.5012270923347,-0.09151929355903121,1.1805844024485168
600,2.0,1,straddling,37,-300.06251169923075,-298.73072164017736,0.6033833302959692,1.3317900590533895
700,2.0,1,straddling,43,-350.3078859795972,-349.014446052624,0.3388339838894012,1.2934399269731784
800,2.0,1,straddling,49,-400.5439764898002,-399.2807928297269,0.08761534023642525,1.2631836600732527
900,2.0,1,straddling,55,-450.7734348164544,-449.5338969990552,-0.15366590775477107,1.2395378173992526
1000,2.0,1,straddling,61,-500.99813754121897,-499.7766628011375,-0.38740017117822845,1.2214747400814758
1100,2.0,1,straddling,68,-550.0112689981361,-548.7726922879208,0.6080193569715675,1.238576710215284
1200,2.0,1,straddling,74,-600.2394340627374,-599.0238505750481,0.3683576811072271,1.2155834876892868
1300,2.0,1,straddling,80,-650.4625600232436,-649.2662589218943,0.13559052743107713,1.1963011013492633
1400,2.0,1,straddling,86,-700.6818114947832,-699.5012270923347,-0.09151929355903121,1.1805844024485168
600,2.0,1,local_minimum_gap,36,-301.3600113059808,-300.06251169923075,-0.7112615026057938,1.2974996067500228
700,2.0,1,local_minimum_gap,42,-351.58577280232936,-350.3078859795972,-0.9468293909632735,1.277886822732171
800,2.0,1,local_minimum_gap,49,-400.5439764898002,-399.2807928297269,0.08761534023642525,1.2631836600732527
900,2.0,1,local_minimum_gap,55,-450.7734348164544,-449.5338969990552,-0.15366590775477107,1.2395378173992526
1000,2.0,1,local_minimum_gap,61,-500.99813754121897,-499.7766628011375,-0.38740017117822845,1.2214747400814758
1100,2.0,1,local_minimum_gap,67,-551.2194565632494,-550.0112689981361,-0.6153627806927489,1.2081875651133487
1200,2.0,1,local_minimum_gap,73,-601.4384089849494,-600.2394340627374,-0.8389215238433962,1.1989749222120736
1300,2.0,1,local_minimum_gap,79,-651.6557494301562,-650.4625600232436,-1.0591547266999441,1.1931894069126656
1400,2.0,1,local_minimum_gap,86,-700.6818114947832,-699.5012270923347,-0.09151929355903121,1.1805844024485168
