particles,sector,coupling_real,coupling_imaginary,energy_real,energy_imaginary,energy_per_particle_real,matrix_norm,relative_eigenvalue_gap,relative_energy_center_error,eigenvector_condition_number,relative_characteristic_backward_error,relative_derivative_backward_error
30,1,0.2354271743728226,1.6770955429764136,-1.9822082337145956,-1.7837172487988646,-0.06607360779048652,14.24307772200226,5.093064696670052e-07,2.8984949043135914e-13,10251912981.545815,2.320247410437006e-19,7.43035607598763e-19
30,1,0.23542717437319713,1.6770955429766898,1.982208233718653,1.7837172488009772,0.06607360779062177,14.243077722002619,5.029747106443757e-07,1.5607429873869802e-13,7626861879.067219,6.004457892588204e-19,8.706341951106145e-19
30,0,1.7033535949344325,1.7266305839604508,-10.670975275542936,-4.445152780874126,-0.35569917585143124,19.77805630376595,1.6589385944475191e-07,5.393846750272231e-14,72994581.23993763,8.232427373425695e-18,9.875493728380445e-18
30,0,1.7033535949344383,1.7266305839604583,10.670975275542958,4.445152780874149,0.3556991758514319,19.77805630376601,1.7578290148586063e-07,5.377755166077226e-14,71252060.64677417,8.429024143080188e-18,1.0053317038543358e-17
30,0,3.9756008359769046e-13,1.7647058823607258,-1.0029898472000627e-11,-1.6030632394196254e-13,-3.3432994906668755e-13,15.058823529412352,6.082993177094209e-07,5.956548322355692e-13,17761043310.47503,8.18506828936884e-19,4.869089796661502e-19
30,0,0.3978910285900415,1.7680460529970485,3.0911479814310012,2.582512192464727,0.10303826604770004,15.122874959870066,4.372042875796454e-07,1.2384632461917178e-13,4728909351.780185,9.739532372502587e-20,6.018929151047677e-19
30,0,0.3978910285897974,1.768046052997458,-3.091147981428681,-2.5825121924652077,-0.1030382660476227,15.122874959870035,4.802089628673676e-07,2.5500772479893886e-13,3712704547.0102396,1.3637845309633513e-19,3.358259689203603e-19
30,0,0.18261839899258062,2.041722682414137,-1.2915391735236734,-1.304830585432805,-0.043051305784122446,15.483733854062605,3.2610641486974435e-07,1.228172939947446e-13,12557065621.549648,4.699255773609578e-19,1.0719828808226419e-19
30,0,0.18261839899362844,2.041722682414315,1.2915391735285444,1.304830585438121,0.043051305784284816,15.483733854065102,4.836297319461154e-07,2.961340765373064e-13,8764350378.15752,1.1471701647055248e-18,3.568360902405935e-19
30,1,2.6588931566055662,2.159561261817724,11.79563319245268,4.462233873354477,0.393187773081756,26.563782415316666,2.109741651100852e-08,1.3172134632764773e-15,187712624.37555093,4.667400211363367e-20,7.632725199626594e-20
30,1,2.6588931566055636,2.159561261817726,-11.795633192452671,-4.4622338733544735,-0.39318777308175573,26.56378241531665,3.434704688558119e-08,2.8371124578014217e-16,311970662.47794783,3.2128785386646906e-20,7.804309221579879e-20
30,0,1.2657555292688985e-13,2.3076923076886517,1.328476441166093e-12,-4.751407326970254e-14,4.428254803886976e-14,17.230773736235324,6.651395400982334e-07,5.347216796017267e-14,5847409548.911743,4.2999081290507856e-19,1.473990188976286e-19
30,1,2.7119464794688155,5.7905512609493,5.693871596133173,4.6993860657732425,0.18979571987110574,46.977475629416304,3.3775065967481304e-08,5.878210964561289e-15,266395491.05531022,6.916342047192883e-21,4.1481826043303887e-20
30,1,2.7119464794688177,5.7905512609493215,-5.693871596133183,-4.699386065773271,-0.1897957198711061,46.97747562941643,2.6592839273323606e-08,6.72552469938931e-15,340494524.61880666,9.275512870826365e-21,4.4774640742925714e-20
30,0,3.93499387093152e-12,6.000000000001377,-3.832159668160976e-12,-1.1498106942419031e-14,-1.2773865560536587e-13,43.903625710445674,2.0558482737706715e-07,8.948263867399219e-14,154868116.8609552,5.137594670195945e-20,5.119096992203682e-20
