campaign,label,L,m,d,p,time,observable,mean,standard_deviation,standard_error,realizations
transition,d11,24,11,11,0.8025,73,tripartite_mutual_information,-1.5,0.9258200997725514,0.32732683535398854,8
transition,d11,24,11,11,0.8375,73,half_chain_entropy,2.333333333333333,0.959497222838566,0.3392334963994049,8
transition,d11,24,11,11,0.8375,73,tripartite_mutual_information,-0.125,0.5019802057692384,0.17747680376042346,8
transition,d11,24,11,11,0.8725,73,half_chain_entropy,0.75,0.8116219309075863,0.2869516855522369,8
transition,d11,24,11,11,0.8725,73,tripartite_mutual_information,0.0,0.0,0.0,8
transition,d15,8,11,15,0.7275,49,half_chain_entropy,7.5,0.5345224838248487,0.18898223650461357,8
transition,d15,8,11,15,0.7275,49,tripartite_mutual_information,-4.5,0.9594972228385658,0.33923349639940487,8
transition,d15,8,11,15,0.7625000000000001,49,half_chain_entropy,5.833333333333334,0.7559289460184544,0.26726124191242434,8
transition,d15,8,11,15,0.7625000000000001,49,tripartite_mutual_information,-3.375,0.8249579113843054,0.29166666666666663,8
transition,d15,8,11,15,0.7975000000000001,49,half_chain_entropy,4.583333333333333,0.23570226039551603,0.0833333333333334,8
transition,d15,8,11,15,0.7975000000000001,49,tripartite_mutual_information,-2.125,0.35355339059327373,0.12499999999999999,8
transition,d15,8,11,15,0.8325,49,half_chain_entropy,2.791666666666667,0.469295317724453,0.16592095077102803,8
transition,d15,8,11,15,0.8325,49,tripartite_mutual_information,-0.6666666666666666,0.4714045207910317,0.16666666666666666,8
transition,d15,8,11,15,0.8675000000000002,49,half_chain_entropy,1.7083333333333335,0.3753305421532011,0.13269938577147591,8
transition,d15,8,11,15,0.8675000000000002,49,tripartite_mutual_information,-0.3333333333333333,0.3086066999241838,0.10910894511799618,8
transition,d15,8,11,15,0.9025000000000001,49,half_chain_entropy,0.49999999999999994,0.30860669992418377,0.10910894511799617,8
transition,d15,8,11,15,0.9025000000000001,49,tripartite_mutual_information,0.0,0.0,0.0,8
transition,d15,8,11,15,0.9375000000000001,49,half_chain_entropy,0.041666666666666664,0.1178511301977579,0.04166666666666666,8
transition,d15,8,11,15,0.9375000000000001,49,tripartite_mutual_information,0.0,0.0,0.0,8
transition,d15,8,11,15,0.9725000000000001,49,half_chain_entropy,0.0,0.0,0.0,8
transition,d15,8,11,15,0.9725000000000001,49,tripartite_mutual_information,0.0,0.0,0.0,8
transition,d15,12,11,15,0.7275,49,half_chain_entropy,11.5,0.6172133998483675,0.21821789023599233,8
transition,d15,12,11,15,0.7275,49,tripartite_mutual_information,-8.833333333333332,0.398409536444798,0.14085904245475278,8
transition,d15,12,11,15,0.7625000000000001,49,half_chain_entropy,8.875,0.7753647375206562,0.2741328318968917,8
transition,d15,12,11,15,0.7625000000000001,49,tripartite_mutual_information,-5.958333333333334,1.265381553599734,0.44737993866937026,8
transition,d15,12,11,15,0.7975000000000001,49,half_chain_entropy,6.791666666666666,0.6886264220942654,0.2434662063835424,8
transition,d15,12,11,15,0.7975000000000001,49,tripartite_mutual_information,-3.9166666666666665,0.9718253158075499,0.3435921354681383,8
transition,d15,12,11,15,0.8325,49,half_chain_entropy,4.708333333333334,0.6770032003863301,0.23935677693908453,8
transition,d15,12,11,15,0.8325,49,tripartite_mutual_information,-1.6666666666666665,0.7766431633476233,0.274584823682638,8
transition,d15,12,11,15,0.8675000000000002,49,half_chain_entropy,1.7083333333333335,0.653136510683105,0.23091862787227171,8
