stage,m,d,L,p,time,observable,mean,standard_deviation,standard_error,realizations
base,9,27,12,0.8825000000000001,33,tripartite_mutual_information,-0.041666666666666664,0.1178511301977579,0.04166666666666666,8
base,9,27,12,0.98,33,half_chain_entropy,0.0,0.0,0.0,8
base,9,27,12,0.98,33,tripartite_mutual_information,0.0,0.0,0.0,8
base,9,27,16,0.2,33,half_chain_entropy,51.708333333333336,0.6283639628760318,0.22216020960144703,8
base,9,27,16,0.2,33,tripartite_mutual_information,-48.458333333333336,1.0974356834753827,0.3880021068507683,8
base,9,27,16,0.2975,33,half_chain_entropy,44.08333333333333,0.6107502542086038,0.21593282318115575,8
base,9,27,16,0.2975,33,tripartite_mutual_information,-40.58333333333333,0.6842908506285658,0.24193335039168484,8
base,9,27,16,0.395,33,half_chain_entropy,36.29166666666667,0.898632117465029,0.31771443202577404,8
base,9,27,16,0.395,33,tripartite_mutual_information,-33.25,1.2182475052824797,0.43071553607441787,8
base,9,27,16,0.4925,33,half_chain_entropy,29.75,0.610750254208603,0.21593282318115542,8
base,9,27,16,0.4925,33,tripartite_mutual_information,-26.291666666666668,0.9501461875826153,0.3359274061791063,8
base,9,27,16,0.5900000000000001,33,half_chain_entropy,22.958333333333336,0.5756294001779325,0.20351572615808045,8
base,9,27,16,0.5900000000000001,33,tripartite_mutual_information,-19.333333333333332,0.6172133998483679,0.21821789023599245,8
base,9,27,16,0.6875,33,half_chain_entropy,15.833333333333332,0.9258200997725516,0.3273268353539886,8
base,9,27,16,0.6875,33,tripartite_mutual_information,-12.333333333333334,1.1547005383792517,0.408248290463863,8
base,9,27,16,0.7849999999999999,33,half_chain_entropy,8.166666666666666,0.6900655593423543,0.2439750182371333,8
base,9,27,16,0.7849999999999999,33,tripartite_mutual_information,-4.875,1.1538410663298504,0.40794442120667707,8
base,9,27,16,0.8825000000000001,33,half_chain_entropy,1.2916666666666667,0.5175491695067657,0.18298126367784995,8
base,9,27,16,0.8825000000000001,33,tripartite_mutual_information,-0.20833333333333331,0.3535533905932738,0.125,8
base,9,27,16,0.98,33,half_chain_entropy,0.0,0.0,0.0,8
base,9,27,16,0.98,33,tripartite_mutual_information,0.0,0.0,0.0,8
base,9,27,24,0.2,49,half_chain_entropy,76.375,1.0901798308041006,0.38543677553719125,8
base,9,27,24,0.2,49,tripartite_mutual_information,-72.58333333333334,1.4556948921555013,0.5146658647908875,8
