detuning_MHz,excited_population,derived_mean_photons
-5.42,2.4066533744870526e-05,4.0
-5.41,2.4107807962107505e-05,4.0
-5.3999999999999995,2.4149258813640833e-05,4.0
-5.39,2.4190887511565156e-05,4.0
-5.38,2.4232695278938547e-05,4.0
-5.37,2.427468334990344e-05,4.0
-5.359999999999999,2.4316852969809116e-05,4.0
-5.35,2.4359205395335704e-05,4.0
-5.34,2.4401741894619898e-05,4.0
-5.33,2.4444463747382243e-05,4.0
-5.32,2.4487372245056107e-05,4.0
-5.31,2.4530468690918325e-05,4.0
-5.3,2.457375440022153e-05,4.0
-5.29,2.4617230700328258e-05,4.0
-5.28,2.4660898930846804e-05,4.0
-5.27,2.4704760443768918e-05,4.0
-5.26,2.4748816603609102e-05,4.0
-5.25,2.4793068787546054e-05,4.0
-5.24,2.483751838556579e-05,4.0
-5.2299999999999995,2.4882166800606672e-05,4.0
-5.22,2.49270154487064e-05,4.0
-5.21,2.4972065759150997e-05,4.0
-5.2,2.5017319174625702e-05,4.0
-5.1899999999999995,2.5062777151367936e-05,4.0
-5.18,2.510844115932228e-05,4.0
-5.17,2.5154312682297535e-05,4.0
-5.16,2.5200393218125947e-05,4.0
-5.1499999999999995,2.5246684278824476e-05,4.0
-5.14,2.529318739075834e-05,4.0
-5.13,2.5339904094806685e-05,4.0
-5.12,2.5386835946530565e-05,4.0
-5.109999999999999,2.5433984516343143e-05,4.0
-5.1,2.54813513896823e-05,4.0
-5.09,2.5528938167185414e-05,4.0
-5.08,2.5576746464866756e-05,4.0
-5.07,2.5624777914297117e-05,4.0
-5.06,2.5673034162786034e-05,4.0
-5.05,2.572151687356636e-05,4.0
-5.04,2.5770227725981565e-05,4.0
-5.03,2.5819168415675467e-05,4.0
-5.02,2.586834065478466e-05,4.0
-5.01,2.5917746172133558e-05,4.0
-5.0,2.5967386713432185e-05,4.0
-4.99,2.6017264041476643e-05,4.0
-4.9799999999999995,2.606737993635247e-05,4.0
-4.97,2.6117736195640786e-05,4.0
-4.96,2.6168334634627236e-05,4.0
-4.95,2.6219177086514036e-05,4.0
-4.9399999999999995,2.627026540263481e-05,4.0
-4.93,2.632160145267257e-05,4.0
-4.92,2.6373187124880715e-05,4.0
-4.91,2.6425024326307175e-05,4.0
-4.8999999999999995,2.6477114983021664e-05,4.0
-4.89,2.6529461040346247e-05,4.0
-4.88,2.6582064463089093e-05,4.0
-4.87,2.6634927235781587e-05,4.0
-4.859999999999999,2.668805136291891e-05,4.0
-4.85,2.674143886920382e-05,4.0
-4.84,2.6795091799794203e-05,4.0
-4.83,2.6849012220553986e-05,4.0
-4.82,2.690320221830772e-05,4.0
-4.81,2.695766390109884e-05,4.0
-4.8,2.7012399398451603e-05,4.0
-4.79,2.7067410861636898e-05,4.0
-4.78,2.71227004639418e-05,4.0
-4.77,2.7178270400943145e-05,4.0
-4.76,2.7234122890784968e-05,4.0
-4.75,2.7290260174460126e-05,4.0
-4.74,2.734668451609595e-05,4.0
-4.7299999999999995,2.740339820324402e-05,4.0
-4.72,2.746040354717433e-05,4.0
-4.71,2.7517702883173734e-05,4.0
-4.7,2.7575298570848705e-05,4.0
-4.6899999999999995,2.763319299443265e-05,4.0
-4.68,2.7691388563097733e-05,4.0
-4.67,2.7749887711271392e-05,4.0
-4.66,2.7808692898957434e-05,4.0
-4.6499999999999995,2.7867806612062024e-05,4.0
-4.64,2.7927231362724456e-05,4.0
-4.63,2.7986969689652952e-05,4.0
-4.62,2.8047024158465434e-05,4.0
-4.609999999999999,2.8107397362035393e-05,4.0
-4.6,2.816809192084306e-05,4.0
-4.59,2.8229110483331763e-05,4.0
-4.58,2.829045572626972e-05,4.0
-4.57,2.8352130355117365e-05,4.0
-4.56,2.84141371044001e-05,4.0
-4.55,2.8476478738086916e-05,4.0
-4.54,2.8539158049974583e-05,4.0
-4.53,2.860217786407789e-05,4.0
-4.52,2.866554103502575e-05,4.0
-4.51,2.872925044846335e-05,4.0
-4.5,2.8793309021460656e-05,4.0
-4.49,2.8857719702927034e-05,4.0
-4.4799999999999995,2.8922485474032355e-05,4.0
-4.47,2.89876093486346e-05,4.0
-4.46,2.9053094373714116e-05,4.0
-4.45,2.911894362981465e-05,4.0
-4.4399999999999995,2.9185160231491157e-05,4.0
-4.43,2.9251747327764676e-05,4.0
-4.42,2.9318708102584377e-05,4.0
-4.41,2.93860457752967e-05,4.0
-4.3999999999999995,2.945376360112201e-05,4.0
-4.39,2.952186487163871e-05,4.0
-4.38,2.9590352915275e-05,4.0
-4.37,2.965923109780843e-05,4.0
-4.359999999999999,2.9728502822873295e-05,4.0
-4.35,2.9798171532476298e-05,4.0
-4.34,2.9868240707520196e-05,4.0
-4.33,2.9938713868335955e-05,4.0
-4.32,3.0009594575223363e-05,4.0
-4.31,3.0080886429000362e-05,4.0
-4.3,3.0152593071561142e-05,4.0
-4.29,3.0224718186443327e-05,4.0
-4.28,3.029726549940421e-05,4.0
-4.27,3.0370238779006423e-05,4.0
-4.26,3.044364183721302e-05,4.0
-4.25,3.0517478529992313e-05,4.0
-4.24,3.059175275793255e-05,4.0
-4.2299999999999995,3.066646846686657e-05,4.0
-4.22,3.074162964850676e-05,4.0
-4.21,3.0817240341090454e-05,4.0
-4.2,3.0893304630035834e-05,4.0
-4.1899999999999995,3.096982664860889e-05,4.0
-4.18,3.104681057860099e-05,4.0
-4.17,3.112426065101817e-05,4.0
-4.16,3.120218114678153e-05,4.0
-4.1499999999999995,3.128057639743938e-05,4.0
-4.14,3.135945078589129e-05,4.0
-4.13,3.143880874712427e-05,4.0
-4.12,3.15186547689612e-05,4.0
-4.109999999999999,3.1598993392822074e-05,4.0
-4.1,3.167982921449764e-05,4.0
-4.09,3.176116688493661e-05,4.0
-4.08,3.184301111104573e-05,4.0
-4.069999999999999,3.192536665650384e-05,4.0
-4.06,3.200823834258944e-05,4.0
-4.05,3.209163104902256e-05,4.0
-4.04,3.2175549714820955e-05,4.0
-4.03,3.225999933917097e-05,4.0
-4.02,3.234498498231343e-05,4.0
-4.01,3.243051176644455e-05,4.0
-4.0,3.251658487663278e-05,4.0
-3.99,3.2603209561751144e-05,4.0
-3.9800000000000004,3.269039113542588e-05,4.0
-3.9700000000000006,3.277813497700173e-05,4.0
-3.959999999999999,3.286644653252367e-05,4.0
-3.9499999999999993,3.295533131573628e-05,4.0
-3.9399999999999995,3.304479490910017e-05,4.0
-3.9299999999999997,3.3134842964826575e-05,4.0
-3.92,3.322548120592988e-05,4.0
-3.91,3.331671542729901e-05,4.0
-3.9000000000000004,3.340855149678749e-05,4.0
-3.8900000000000006,3.350099535632312e-05,4.0
-3.879999999999999,3.359405302303701e-05,4.0
-3.869999999999999,3.368773059041307e-05,4.0
-3.8599999999999994,3.3782034229458e-05,4.0
-3.8499999999999996,3.387697018989194e-05,4.0
-3.84,3.397254480136082e-05,4.0
-3.83,3.4068764474670504e-05,4.0
-3.8200000000000003,3.416563570304288e-05,4.0
-3.8100000000000005,3.4263165063395136e-05,4.0
-3.8000000000000007,3.436135921764205e-05,4.0
-3.789999999999999,3.446022491402168e-05,4.0
-3.7799999999999994,3.455976898844574e-05,4.0
-3.7699999999999996,3.465999836587433e-05,4.0
-3.76,3.476092006171584e-05,4.0
-3.75,3.48625411832529e-05,4.0
-3.74,3.4964868931094e-05,4.0
-3.7300000000000004,3.5067910600652744e-05,4.0
-3.7200000000000006,3.517167358365367e-05,4.0
-3.709999999999999,3.527616536966659e-05,4.0
-3.6999999999999993,3.5381393547669224e-05,4.0
-3.6899999999999995,3.548736580763918e-05,4.0
-3.6799999999999997,3.5594089942175545e-05,4.0
-3.67,3.570157384815094e-05,4.0
-3.66,3.580982552839475e-05,4.0
-3.6500000000000004,3.5918853093408134e-05,4.0
-3.6400000000000006,3.602866476311116e-05,4.0
-3.629999999999999,3.613926886862352e-05,4.0
-3.619999999999999,3.625067385407872e-05,4.0
-3.6099999999999994,3.636288827847299e-05,4.0
-3.5999999999999996,3.64759208175498e-05,4.0
-3.59,3.6589780265719885e-05,4.0
-3.58,3.6704475538018874e-05,4.0
-3.5700000000000003,3.682001567210205e-05,4.0
-3.5600000000000005,3.693640983027809e-05,4.0
-3.5500000000000007,3.705366730158188e-05,4.0
-3.539999999999999,3.717179750388791e-05,4.0
-3.5299999999999994,3.7290809986064444e-05,4.0
-3.5199999999999996,3.741071443017031e-05,4.0
-3.51,3.75315206536942e-05,4.0
-3.5,3.7653238611838194e-05,4.0
-3.49,3.7775878399846373e-05,4.0
-3.4800000000000004,3.789945025537909e-05,4.0
-3.4700000000000006,3.8023964560934676e-05,4.0
-3.459999999999999,3.814943184631889e-05,4.0
-3.4499999999999993,3.827586279116374e-05,4.0
-3.4399999999999995,3.840326822749657e-05,4.0
-3.4299999999999997,3.8531659142360655e-05,4.0
-3.42,3.8661046680488286e-05,4.0
-3.41,3.879144214702788e-05,4.0
-3.4000000000000004,3.8922857010325964e-05,4.0
-3.3900000000000006,3.905530290476567e-05,4.0
-3.379999999999999,3.918879163366295e-05,4.0
-3.369999999999999,3.932333517222149e-05,4.0
-3.3599999999999994,3.945894567054837e-05,4.0
-3.3499999999999996,3.9595635456731136e-05,4.0
-3.34,3.973341703997854e-05,4.0
-3.33,3.9872303113825476e-05,4.0
-3.3200000000000003,4.0012306559404634e-05,4.0
-3.3100000000000005,4.015344044878555e-05,4.0
-3.299999999999999,4.029571804838349e-05,4.0
-3.289999999999999,4.043915282243883e-05,4.0
-3.2799999999999994,4.0583758436569916e-05,4.0
-3.2699999999999996,4.0729548761399775e-05,4.0
-3.26,4.08765378762593e-05,4.0
-3.25,4.1024740072968836e-05,4.0
-3.24,4.1174169859699246e-05,4.0
-3.2300000000000004,4.1324841964915336e-05,4.0
-3.2200000000000006,4.147677134140301e-05,4.0
-3.209999999999999,4.16299731703824e-05,4.0
-3.1999999999999993,4.178446286570897e-05,4.0
-3.1899999999999995,4.1940256078164995e-05,4.0
-3.1799999999999997,4.209736869984339e-05,4.0
-3.17,4.225581686862618e-05,4.0
-3.16,4.2415616972760106e-05,4.0
-3.1500000000000004,4.2576785655531416e-05,4.0
-3.1400000000000006,4.273933982004301e-05,4.0
-3.129999999999999,4.290329663409566e-05,4.0
-3.119999999999999,4.3068673535176324e-05,4.0
-3.1099999999999994,4.323548823555638e-05,4.0
-3.0999999999999996,4.340375872750232e-05,4.0
-3.09,4.357350328860145e-05,4.0
-3.08,4.3744740487206396e-05,4.0
-3.0700000000000003,4.391748918800043e-05,4.0
-3.0600000000000005,4.409176855768724e-05,4.0
-3.049999999999999,4.426759807080839e-05,4.0
-3.039999999999999,4.4444997515691206e-05,4.0
-3.0299999999999994,4.4623987000531235e-05,4.0
-3.0199999999999996,4.4804586959612e-05,4.0
-3.01,4.4986818159665856e-05,4.0
-3.0,4.517070170637999e-05,4.0
-2.99,4.535625905105065e-05,4.0
-2.9800000000000004,4.554351199739009e-05,4.0
-2.9700000000000006,4.5732482708489684e-05,4.0
-2.959999999999999,4.592319371394392e-05,4.0
-2.9499999999999993,4.6115667917138936e-05,4.0
-2.9399999999999995,4.630992860271029e-05,4.0
-2.9299999999999997,4.650599944417437e-05,4.0
-2.92,4.670390451173797e-05,4.0
-2.91,4.6903668280291004e-05,4.0
-2.9000000000000004,4.710531563758689e-05,4.0
-2.8900000000000006,4.730887189261616e-05,4.0
-2.879999999999999,4.751436278417804e-05,4.0
-2.869999999999999,4.77218144896553e-05,4.0
-2.8599999999999994,4.7931253633998826e-05,4.0
-2.8499999999999996,4.814270729892617e-05,4.0
-2.84,4.8356203032340996e-05,4.0
-2.83,4.857176885797906e-05,4.0
-2.8200000000000003,4.8789433285287095e-05,4.0
-2.8100000000000005,4.900922531954086e-05,4.0
-2.799999999999999,4.9231174472209226e-05,4.0
-2.789999999999999,4.945531077157058e-05,4.0
-2.7799999999999994,4.968166477358956e-05,4.0
-2.7699999999999996,4.9910267573060166e-05,4.0
-2.76,5.014115081502372e-05,4.0
-2.75,5.037434670646895e-05,4.0
-2.74,5.060988802832225e-05,4.0
-2.7300000000000004,5.084780814773606e-05,4.0
-2.7200000000000006,5.1088141030684726e-05,4.0
-2.709999999999999,5.133092125487513e-05,4.0
-2.6999999999999993,5.1576184022982706e-05,4.0
-2.6899999999999995,5.1823965176221005e-05,4.0
-2.6799999999999997,5.2074301208254997e-05,4.0
-2.67,5.2327229279467817e-05,4.0
-2.66,5.258278723159136e-05,4.0
-2.6500000000000004,5.284101360271111e-05,4.0
-2.6400000000000006,5.3101947642656436e-05,4.0
-2.629999999999999,5.336562932878751e-05,4.0
-2.619999999999999,5.363209938218997e-05,4.0
-2.6099999999999994,5.390139928429087e-05,4.0
-2.5999999999999996,5.417357129390654e-05,4.0
-2.59,5.444865846473641e-05,4.0
-2.58,5.4726704663315726e-05,4.0
-2.5700000000000003,5.500775458744119e-05,4.0
-2.5600000000000005,5.5291853785083e-05,4.0
-2.549999999999999,5.5579048673798984e-05,4.0
-2.539999999999999,5.5869386560664924e-05,4.0
-2.5299999999999994,5.616291566273801e-05,4.0
-2.5199999999999996,5.6459685128068424e-05,4.0
-2.51,5.675974505727665e-05,4.0
-2.5,5.7063146525713504e-05,4.0
-2.49,5.736994160622126e-05,4.0
-2.4800000000000004,5.768018339251372e-05,4.0
-2.4700000000000006,5.7993926023195345e-05,4.0
-2.459999999999999,5.831122470643883e-05,4.0
-2.4499999999999993,5.863213574534145e-05,4.0
-2.4399999999999995,5.8956716563982564e-05,4.0
-2.4299999999999997,5.9285025734203084e-05,4.0
-2.42,5.96171230031305e-05,4.0
-2.41,5.995306932147323e-05,4.0
-2.4000000000000004,6.0292926872608204e-05,4.0
-2.3900000000000006,6.063675910248761e-05,4.0
-2.379999999999999,6.098463075039119e-05,4.0
-2.369999999999999,6.133660788055007e-05,4.0
-2.3599999999999994,6.169275791467308e-05,4.0
-2.3499999999999996,6.205314966540131e-05,4.0
-2.34,6.241785337072433e-05,4.0
-2.33,6.278694072938755e-05,4.0
-2.3200000000000003,6.316048493732407e-05,4.0
-2.3100000000000005,6.35385607251451e-05,4.0
-2.299999999999999,6.39212443967232e-05,4.0
-2.289999999999999,6.430861386890518e-05,4.0
-2.2799999999999994,6.470074871239266e-05,4.0
-2.2699999999999996,6.50977301938288e-05,4.0
-2.26,6.549964131913172e-05,4.0
-2.25,6.590656687811785e-05,4.0
-2.24,6.63185934904573e-05,4.0
-2.2300000000000004,6.6735809653008e-05,4.0
-2.2200000000000006,6.71583057885752e-05,4.0
-2.209999999999999,6.758617429614471e-05,4.0
-2.1999999999999993,6.801950960264174e-05,4.0
-2.1899999999999995,6.845840821626746e-05,4.0
-2.1799999999999997,6.890296878146791e-05,4.0
-2.17,6.93532921355929e-05,4.0
-2.16,6.980948136730357e-05,4.0
-2.1500000000000004,7.027164187678965e-05,4.0
-2.1400000000000006,7.073988143786179e-05,4.0
-2.129999999999999,7.121431026198392e-05,4.0
-2.119999999999999,7.169504106431514e-05,4.0
-2.1099999999999994,7.218218913183408e-05,4.0
-2.0999999999999996,7.267587239361846e-05,4.0
-2.09,7.31762114933592e-05,4.0
-2.08,7.368332986418919e-05,4.0
-2.0700000000000003,7.419735380591148e-05,4.0
-2.0600000000000005,7.47184125647133e-05,4.0
-2.049999999999999,7.524663841545877e-05,4.0
-2.039999999999999,7.578216674665294e-05,4.0
-2.0299999999999994,7.632513614817875e-05,4.0
-2.0199999999999996,7.687568850190725e-05,4.0
-2.01,7.743396907528965e-05,4.0
-2.0,7.80001266180423e-05,4.0
-1.9900000000000002,7.857431346204164e-05,4.0
-1.9800000000000004,7.91566856245493e-05,4.0
-1.9700000000000006,7.974740291489448e-05,4.0
-1.959999999999999,8.03466290447449e-05,4.0
-1.9499999999999993,8.095453174210372e-05,4.0
-1.9399999999999995,8.157128286917641e-05,4.0
-1.9299999999999997,8.219705854425514e-05,4.0
-1.92,8.283203926777836e-05,4.0
-1.9100000000000001,8.347641005272707e-05,4.0
-1.9000000000000004,8.413036055952745e-05,4.0
-1.8900000000000006,8.479408523563776e-05,4.0
-1.879999999999999,8.546778346000319e-05,4.0
-1.8699999999999992,8.615165969257189e-05,4.0
-1.8599999999999994,8.684592362907497e-05,4.0
-1.8499999999999996,8.755079036127908e-05,4.0
-1.8399999999999999,8.826648054293282e-05,4.0
-1.83,8.899322056163591e-05,4.0
-1.8200000000000003,8.973124271687202e-05,4.0
-1.8100000000000005,9.048078540445558e-05,4.0
-1.799999999999999,9.124209330765567e-05,4.0
-1.7899999999999991,9.201541759526989e-05,4.0
-1.7799999999999994,9.280101612693797e-05,4.0
-1.7699999999999996,9.359915366599186e-05,4.0
-1.7599999999999998,9.441010210015933e-05,4.0
-1.75,9.523414067044788e-05,4.0
-1.7400000000000002,9.607155620855387e-05,4.0
-1.7300000000000004,9.692264338315692e-05,4.0
-1.7200000000000006,9.778770495547638e-05,4.0
-1.709999999999999,9.86670520444853e-05,4.0
-1.6999999999999993,9.956100440219458e-05,4.0
-1.6899999999999995,0.00010046989069944277,4.0
-1.6799999999999997,0.00010139404882264353,4.0
-1.67,0.00010233382618196823,4.0
-1.6600000000000001,0.00010328958003146233,4.0
-1.6500000000000004,0.00010426167780161905,4.0
-1.6400000000000006,0.00010525049744495953,4.0
-1.629999999999999,0.00010625642779519501,4.0
-1.6199999999999992,0.00010727986894057414,4.0
-1.6099999999999994,0.00010832123261205292,4.0
-1.5999999999999996,0.00010938094258694831,4.0
-1.5899999999999999,0.00011045943510877757,4.0
-1.58,0.00011155715932401573,4.0
-1.5700000000000003,0.00011267457773654233,4.0
-1.5600000000000005,0.00011381216668058672,4.0
-1.549999999999999,0.00011497041681302395,4.0
-1.5399999999999991,0.00011614983362591237,4.0
-1.5299999999999994,0.00011735093798021823,4.0
-1.5199999999999996,0.00011857426666171024,4.0
-1.5099999999999998,0.00011982037296006629,4.0
-1.5,0.0001210898272722867,4.0
-1.4900000000000002,0.0001223832177315618,4.0
-1.4800000000000004,0.00012370115086280658,4.0
-1.4700000000000006,0.00012504425226613684,4.0
-1.459999999999999,0.00012641316732962718,4.0
-1.4499999999999993,0.00012780856197276385,4.0
-1.4399999999999995,0.00012923112342208453,4.0
-1.4299999999999997,0.00013068156102056554,4.0
-1.42,0.00013216060707241586,4.0
-1.4100000000000001,0.00013366901772501438,4.0
-1.4000000000000004,0.0001352075738898282,4.0
-1.3900000000000006,0.00013677708220424646,4.0
-1.379999999999999,0.00013837837603637167,4.0
-1.3699999999999992,0.00014001231653491936,4.0
-1.3599999999999994,0.00014167979372650265,4.0
-1.3499999999999996,0.00014338172766269213,4.0
-1.3399999999999999,0.00014511906961938733,4.0
-1.33,0.00014689280335116765,4.0
-1.3200000000000003,0.00014870394640344498,4.0
-1.3100000000000005,0.00015055355148539554,4.0
-1.299999999999999,0.00015244270790682054,4.0
-1.2899999999999991,0.00015437254308225536,4.0
-1.2799999999999994,0.0001563442241058481,4.0
-1.2699999999999996,0.00015835895940071322,4.0
-1.2599999999999998,0.00016041800044669128,4.0
-1.25,0.00016252264359066165,4.0
-1.2400000000000002,0.00016467423194380093,4.0
-1.2300000000000004,0.0001668741573704256,4.0
-1.2200000000000006,0.00016912386257333188,4.0
-1.209999999999999,0.0001714248432808272,4.0
-1.1999999999999993,0.0001737786505409487,4.0
-1.1899999999999995,0.00017618689312869158,4.0
-1.1799999999999997,0.00017865124007239756,4.0
-1.17,0.00018117342330582558,4.0
-1.1600000000000001,0.00018375524045280325,4.0
-1.1500000000000004,0.0001863985577517625,4.0
-1.1400000000000006,0.00018910531312789524,4.0
-1.129999999999999,0.00019187751942111841,4.0
-1.1199999999999992,0.00019471726777851652,4.0
-1.1099999999999994,0.00019762673122045312,4.0
-1.0999999999999996,0.00020060816839006598,4.0
-1.0899999999999999,0.00020366392749644995,4.0
-1.08,0.0002067964504624297,4.0
-1.0700000000000003,0.00021000827728847018,4.0
-1.0600000000000005,0.00021330205064494607,4.0
-1.049999999999999,0.0002166805207057165,4.0
-1.0399999999999991,0.00022014655023669768,4.0
-1.0299999999999994,0.00022370311995393902,4.0
-1.0199999999999996,0.00022735333416653352,4.0
-1.0099999999999998,0.00023110042672059252,4.0
-1.0,0.00023494776726144283,4.0
-0.9900000000000002,0.0002388988678321827,4.0
-0.9800000000000004,0.00024295738982776154,4.0
-0.9700000000000006,0.00024712715132482456,4.0
-0.9599999999999991,0.00025141213480868533,4.0
-0.9499999999999993,0.0002558164953199603,4.0
-0.9399999999999995,0.0002603445690446301,4.0
-0.9299999999999997,0.0002650008823725297,4.0
-0.9199999999999999,0.00026979016145060793,4.0
-0.9100000000000001,0.0002747173422586144,4.0
-0.9000000000000004,0.00027978758123626467,4.0
-0.8900000000000006,0.00028500626649233,4.0
-0.879999999999999,0.0002903790296275215,4.0
-0.8699999999999992,0.00029591175820444963,4.0
-0.8599999999999994,0.0003016106088993873,4.0
-0.8499999999999996,0.0003074820213719069,4.0
-0.8399999999999999,0.00031353273288983757,4.0
-0.8300000000000001,0.00031976979374824,4.0
-0.8200000000000003,0.0003262005835222457,4.0
-0.8100000000000005,0.00033283282819462543,4.0
-0.7999999999999989,0.00033967461819976545,4.0
-0.7899999999999991,0.0003467344274262852,4.0
-0.7799999999999994,0.00035402113322080824,4.0
-0.7699999999999996,0.0003615440374352113,4.0
-0.7599999999999998,0.0003693128885590782,4.0
-0.75,0.0003773379049778216,4.0
-0.7400000000000002,0.0003856297993949812,4.0
-0.7300000000000004,0.0003941998044543252,4.0
-0.7200000000000006,0.00040305969959346453,4.0
-0.7099999999999991,0.0004122218391554474,4.0
-0.6999999999999993,0.000421699181778028,4.0
-0.6899999999999995,0.00043150532107172416,4.0
-0.6799999999999997,0.0004416545175869173,4.0
-0.6699999999999999,0.00045216173205691034,4.0
-0.6600000000000001,0.0004630426598873605,4.0
-0.6500000000000004,0.00047431376684242075,4.0
-0.6400000000000006,0.00048599232585358276,4.0
-0.629999999999999,0.0004980964548478416,4.0
-0.6199999999999992,0.0005106451554565762,4.0
-0.6099999999999994,0.0005236583524244723,4.0
-0.5999999999999996,0.0005371569334876504,4.0
-0.5899999999999999,0.0005511627894307737,4.0
-0.5800000000000001,0.0005656988539625982,4.0
-0.5700000000000003,0.0005807891429665712,4.0
-0.5600000000000005,0.0005964587925856845,4.0
-0.5499999999999989,0.0006127340954866405,4.0
-0.5399999999999991,0.0006296425345149305,4.0
-0.5299999999999994,0.0006472128127969761,4.0
-0.5199999999999996,0.0006654748791646795,4.0
-0.5099999999999998,0.0006844599475684759,4.0
-0.5,0.0007042005089031723,4.0
-0.4900000000000002,0.0007247303333927052,4.0
-0.4800000000000004,0.0007460844613610688,4.0
-0.47000000000000064,0.0007682991798526477,4.0
-0.4599999999999991,0.0007914119821516492,4.0
-0.4499999999999993,0.0008154615067828963,4.0
-0.4399999999999995,0.0008404874520513561,4.0
-0.4299999999999997,0.0008665304615920693,4.0
-0.41999999999999993,0.0008936319757545351,4.0
-0.41000000000000014,0.0009218340429360622,4.0
-0.40000000000000036,0.0009511790842107121,4.0
-0.39000000000000057,0.0009817096037815839,4.0
-0.379999999999999,0.00101346783692714,4.0
-0.3699999999999992,0.0010464953262371726,4.0
-0.35999999999999943,0.0010808324160704393,4.0
-0.34999999999999964,0.001116517654354926,4.0
-0.33999999999999986,0.0011535870901499634,4.0
-0.33000000000000007,0.0011920734548707382,4.0
-0.3200000000000003,0.0012320052148364475,4.0
-0.3100000000000005,0.001273405482964754,4.0
-0.29999999999999893,0.0013162907781468444,4.0
-0.28999999999999915,0.001360669622280279,4.0
-0.27999999999999936,0.0014065409673236784,4.0
-0.2699999999999996,0.0014538924483100924,4.0
-0.2599999999999998,0.0015026984632826933,4.0
-0.25,0.0015529180878758812,4.0
-0.2400000000000002,0.0016044928410311689,4.0
-0.23000000000000043,0.0016573443293485194,4.0
-0.22000000000000064,0.0017113718109930075,4.0
-0.20999999999999908,0.0017664497359375108,4.0
-0.1999999999999993,0.0018224253374624223,4.0
-0.1899999999999995,0.001879116369817892,4.0
-0.17999999999999972,0.0019363091079892178,4.0
-0.16999999999999993,0.0019937567463640883,4.0
-0.16000000000000014,0.002051178352054168,4.0
-0.15000000000000036,0.002108258543431051,4.0
-0.14000000000000057,0.0021646480723816813,4.0
-0.129999999999999,0.002219965486820135,4.0
-0.11999999999999922,0.002273800034976912,4.0
-0.10999999999999943,0.002325715942089078,4.0
-0.09999999999999964,0.0023752581412990357,4.0
-0.08999999999999986,0.002421959473185449,4.0
-0.08000000000000007,0.002465349283712717,4.0
-0.07000000000000028,0.002504963252258819,4.0
-0.0600000000000005,0.002540354176201483,4.0
-0.049999999999998934,0.0025711033352602618,4.0
-0.03999999999999915,0.0025968319682230147,4.0
-0.02999999999999936,0.002617212328351504,4.0
-0.019999999999999574,0.002631977752313848,4.0
-0.009999999999999787,0.002640931188941908,4.0
0.0,0.002643951692183392,4.0
0.009999999999999787,0.002640998485603525,4.0
0.019999999999999574,0.0026321123462104234,4.0
0.030000000000001137,0.0026174142206297347,4.0
0.040000000000000924,0.002597101160602997,4.0
0.05000000000000071,0.0025714398300355247,4.0
0.0600000000000005,0.002540757976239065,4.0
0.07000000000000028,0.002505434360999328,4.0
0.08000000000000007,0.0024658877051704463,4.0
0.08999999999999986,0.0024225652119484807,4.0
0.09999999999999964,0.0023759312025293695,4.0
0.10999999999999943,0.002326456331522772,4.0
0.120000000000001,0.0022746077589242413,4.0
0.13000000000000078,0.0022208405521657883,4.0
0.14000000000000057,0.0021655904865849358,4.0
0.15000000000000036,0.00210926831452596,4.0
0.16000000000000014,0.002052255488649816,4.0
0.16999999999999993,0.0019949012576448238,4.0
0.17999999999999972,0.0019375210037149036,4.0
0.1899999999999995,0.0018803956603241777,4.0
0.20000000000000107,0.0018237720336610266,4.0
0.21000000000000085,0.0017678638493165532,4.0
0.22000000000000064,0.0017128533536173113,4.0
0.23000000000000043,0.0016588933138599238,4.0
0.2400000000000002,0.0016061092806489159,4.0
0.25,0.0015546019963969724,4.0
0.2599999999999998,0.0015044498550822768,4.0
0.2699999999999996,0.0014557113383418638,4.0
0.28000000000000114,0.00140842737112029,4.0
0.2900000000000009,0.001362623555953796,4.0
0.3000000000000007,0.0013183122583891752,4.0
0.3100000000000005,0.0012754945270481296,4.0
0.3200000000000003,0.0012341618406138803,4.0
0.33000000000000007,0.0011942976807765486,4.0
0.33999999999999986,0.0011558789352002848,4.0
0.34999999999999964,0.0011188771381482364,4.0
0.35999999999999943,0.0010832595587881137,4.0
0.370000000000001,0.0010489901486440364,4.0
0.3800000000000008,0.0010160303603720736,4.0
0.39000000000000057,0.0009843398501981047,4.0
0.40000000000000036,0.0009538770761175838,4.0
0.41000000000000014,0.000924599803437936,4.0
0.41999999999999993,0.0008964655285425978,4.0
0.4299999999999997,0.0008694318309447053,4.0
0.4399999999999995,0.0008434566628348296,4.0
0.45000000000000107,0.0008184985844520448,4.0
0.46000000000000085,0.0007945169527506128,4.0
0.47000000000000064,0.0007714720700155906,4.0
0.4800000000000004,0.0007493252983129206,4.0
0.4900000000000002,0.0007280391449499394,4.0
0.5,0.0007075773234745836,4.0
0.5099999999999998,0.0006879047941559816,4.0
0.5199999999999996,0.0006689877873641356,4.0
0.5300000000000011,0.0006507938127990069,4.0
0.5400000000000009,0.0006332916571057907,4.0
0.5500000000000007,0.0006164513720490728,4.0
0.5600000000000005,0.000600244255099812,4.0
0.5700000000000003,0.0005846428240107901,4.0
0.5800000000000001,0.0005696207867145085,4.0
0.5899999999999999,0.0005551530076681112,4.0
0.5999999999999996,0.0005412154715892444,4.0
0.6099999999999994,0.0005277852453712161,4.0
0.620000000000001,0.0005148404388324153,4.0
0.6300000000000008,0.0005023601648407889,4.0
0.6400000000000006,0.000490324499256738,4.0
0.6500000000000004,0.00047871444105501015,4.0
