t_us,omega1_MHz,omega2_MHz,delta1_MHz,delta2_MHz,P00,P01,P11,phi00_rad,phi01_rad,phi11_rad
6.562500000000000278e-02,9.053444805384893712e+00,1.319744140726661286e+01,9.468002485777015309e+00,9.914199543598266828e+00,8.853262550390514907e-01,7.644700293965375204e-01,6.527922593210389035e-01,1.345167426442586689e-01,3.993738203137270903e-01,6.586311071797673611e-01
6.625000000000000333e-02,9.159078916945116333e+00,1.335142699263136024e+01,9.258120639255844608e+00,9.698277370609794445e+00,8.809206958140537447e-01,7.587015796560427905e-01,6.451967277871490936e-01,1.405239103762891406e-01,4.161401067081809679e-01,6.856397887653535861e-01
6.687500000000000389e-02,9.262519320036636472e+00,1.350221475223999157e+01,9.046149682773670264e+00,9.480110844741517440e+00,8.763621384195212638e-01,7.528505104200301501e-01,6.374970062824665273e-01,1.467242705972703065e-01,4.333759896802859557e-01,7.133648543628444694e-01
6.750000000000000444e-02,9.363665841877557128e+00,1.364965866162909158e+01,8.832153497229997541e+00,9.259766167690516525e+00,8.716465827240472697e-01,7.469156692867430225e-01,6.296895596734436440e-01,1.531214876455000984e-01,4.510880643627258046e-01,7.418160395639540328e-01
6.812500000000000500e-02,9.462423344063727981e+00,1.379362003507831780e+01,8.616198213958782048e+00,9.037311949076983097e+00,8.667701639940880165e-01,7.408961688893099806e-01,6.217713360260078703e-01,1.597192131779974211e-01,4.692828989916812965e-01,7.710032671393199921e-01
6.875000000000000555e-02,9.558702123843621834e+00,1.393396811055921880e+01,8.398352185255435032e+00,8.812819175459825516e+00,8.617291708222745150e-01,7.347914137473747775e-01,6.137398251076270350e-01,1.665210824083047658e-01,4.879670165171802743e-01,8.009366307991463430e-01
6.937500000000000611e-02,9.652418291981827991e+00,1.407058060055659965e+01,8.178685952641075119e+00,8.586361176933740680e+00,8.565200623672725166e-01,7.286011254502747780e-01,6.055931120576441007e-01,1.735307105356841684e-01,5.071468738687722189e-01,8.316263735931846979e-01
7.000000000000000666e-02,9.743494125074647627e+00,1.420334420564817179e+01,7.957272212886498330e+00,8.358013591331605596e+00,8.511394847849407252e-01,7.223253660041244473e-01,5.973299255576637323e-01,1.807516894245251859e-01,5.268288390157042089e-01,8.630828610262070155e-01
7.062500000000000722e-02,9.831858390323834129e+00,1.433215508793561632e+01,7.734185781820633210e+00,8.127854326058605139e+00,8.455842867414895547e-01,7.159645591894147065e-01,5.889496799033141494e-01,1.881875845940943481e-01,5.470191660153304047e-01,8.953165490613640420e-01
7.125000000000000777e-02,9.917446640929091117e+00,1.445691930164590389e+01,7.509503555950383102e+00,7.895963517586608305e+00,8.398515339119015932e-01,7.095195097869704259e-01,5.804525104567173077e-01,1.958419325795799082e-01,5.677239682988198810e-01,9.283379472817213651e-01
7.187500000000000833e-02,1.000020148042541912e+01,1.457755317846270771e+01,7.283304471921033141e+00,7.662423488639942271e+00,8.339385223808056802e-01,7.029914205378836600e-01,5.718393020438070629e-01,2.037182387257324145e-01,5.889491904981367654e-01,9.621575775781848749e-01
7.249999999999999500e-02,1.008007279446699123e+01,1.469398366540377765e+01,7.055669463848495582e+00,7.427318703105792785e+00,8.278427908781470501e-01,6.963819067071570501e-01,5.631117099504470147e-01,2.118199754742772223e-01,6.107005791713993048e-01,9.967859288283212882e-01
7.312499999999999556e-02,1.015701794874374819e+01,1.480614861332907672e+01,6.826681418556744596e+00,7.190735718704765134e+00,8.215621317981146587e-01,6.896930081213216157e-01,5.542721732643026700e-01,2.201505812057121536e-01,6.329836528336688639e-01,1.032233408123547136e+00
7.374999999999999611e-02,1.023100195190925632e+01,1.491399701444497694e+01,6.596425128756073342e+00,6.952763137459545106e+00,8.150946009666590886e-01,6.829271985476226270e-01,5.453239204039657118e-01,2.287134596951235221e-01,6.558036717454314157e-01,1.068510289190093054e+00
7.437499999999999667e-02,1.030199758259749920e+01,1.501748918745990657e+01,6.364987244199659777e+00,6.713491554001589812e+00,8.084385261402743383e-01,6.760873922771012401e-01,5.362709667712433070e-01,2.375119802403120595e-01,6.791656079500162368e-01,1.105626658730458622e+00
7.499999999999999722e-02,1.036998547981082019e+01,1.511659690934521372e+01,6.132456220858033547e+00,6.473013501758041244e+00,8.015925142362917422e-01,6.691769477670480581e-01,5.271181045555156652e-01,2.465494785188437898e-01,7.030741160823499314e-01,1.143592361485070041e+00
7.562499999999999778e-02,1.043495419617012310e+01,1.521130349295936490e+01,5.898922268153149240e+00,6.231423397063272418e+00,7.945554573124197217e-01,6.621996681909739779e-01,5.178708848093831474e-01,2.558292582287082229e-01,7.275335054933352863e-01,1.182416944877127785e+00
7.624999999999999833e-02,1.049690021373034732e+01,1.530160381010254333e+01,5.664477294295497067e+00,5.988817481241375695e+00,7.873265373304737524e-01,6.551597987378872112e-01,5.085355920015979247e-01,2.653545935651236976e-01,7.525477142453379509e-01,1.222109604155731111e+00
7.687499999999999889e-02,1.055582792227786548e+01,1.538750425988026649e+01,5.429214849769824269e+00,5.745293760708145570e+00,7.799052297557926838e-01,6.480620204987926902e-01,4.991192113357708626e-01,2.751287325837560860e-01,7.781202855335302981e-01,1.262679128992084010e+00
7.749999999999999944e-02,1.061174956024058780e+01,1.546902268256645385e+01,5.193230069016693484e+00,5.500951945142915633e+00,7.722913060595929524e-01,6.409114407785467815e-01,4.896293892010880056e-01,2.851549014982868724e-01,8.042543470741030376e-01,1.304133852509775204e+00
7.812500000000000000e-02,1.066468511855486412e+01,1.554618821946773011e+01,4.956619610359172867e+00,5.255893383782765049e+00,7.644848352061419661e-01,6.337135796770994034e-01,4.800743871939061047e-01,2.954363099579602747e-01,8.309525939728107380e-01,1.346481603741870758e+00
7.875000000000000056e-02,1.071466220804438585e+01,1.561904111959822927e+01,4.719481594225478638e+00,5.010220999893291172e+00,7.564861842199445130e-01,6.264743527972462811e-01,4.704630302164192757e-01,3.059761573485483832e-01,8.582172755453951751e-01,1.389729664504083084e+00
7.937500000000000111e-02,1.076171589107429938e+01,1.568763249427739481e+01,4.481915539720302988e+00,4.764039223472201989e+00,7.482960179399573697e-01,6.192000499575277539e-01,4.608046492204087574e-01,3.167776401581892665e-01,8.860501865049560388e-01,1.433884731653964906e+00
8.000000000000000167e-02,1.080588847844669331e+01,1.575202402105932187e+01,4.244022299599207848e+00,4.517453922243644726e+00,7.399152980779408750e-01,6.118973098199632643e-01,4.511090192202149018e-01,3.278439604478772251e-01,9.144526628604219276e-01,1.478952885670546058e+00
8.062500000000000222e-02,1.084722929270122904e+01,1.581228759868984035e+01,4.005903993701992682e+00,4.270572331002952637e+00,7.313452817063454958e-01,6.045730903834488634e-01,4.413862932492946256e-01,3.391783354651143889e-01,9.434255827854991505e-01,1.524939566436798843e+00
8.125000000000000278e-02,1.088579439917478453e+01,1.586850495506528169e+01,3.767663940902648889e+00,4.023502979373214217e+00,7.225875193074533520e-01,5.972346353452131495e-01,4.316469329786973286e-01,3.507840084384858392e-01,9.729693726197945480e-01,1.571849557038780709e+00
8.187500000000000333e-02,1.092164630635631895e+01,1.592076721043194709e+01,3.529406589634991320e+00,3.776355618036681516e+00,7.136438525197906779e-01,5.898894363944545693e-01,4.219016367530865619e-01,3.626642605908003691e-01,1.003084018054662074e+00,1.619686976310371396e+00
8.250000000000000389e-02,1.095485363724596262e+01,1.596917439831772967e+01,3.291237447054461640e+00,3.529241143505571277e+00,7.045164117200284348e-01,5.825451915734977115e-01,4.121612658300354837e-01,3.748224244090690438e-01,1.033769080437610732e+00,1.668455280751550696e+00
8.312500000000000444e-02,1.098549077358990544e+01,1.601383494692406018e+01,3.053263006898141896e+00,3.282271521498376199e+00,6.952076135787012001e-01,5.752097599213362722e-01,4.024367696305921616e-01,3.872618982110920816e-01,1.065023718003182518e+00,1.718157276331719441e+00
8.375000000000000500e-02,1.101363747501405399e+01,1.605486512392718979e+01,2.815590676106146883e+00,3.035559708989115979e+00,6.857201587260727260e-01,5.678911127006185389e-01,3.927391108229313921e-01,3.999861620509208016e-01,1.096846711707919253e+00,1.768795140558419909e+00
8.437500000000000555e-02,1.103937847521843452e+01,1.609238844784027833e+01,2.578328700269146623e+00,2.789219574998560880e+00,6.760570296604299090e-01,5.605972815999318293e-01,3.830791910656000665e-01,4.129987950090842075e-01,1.129236495215644398e+00,1.820370455047036762e+00
8.500000000000000611e-02,1.106280305752060222e+01,1.612653506927201263e+01,2.341586087967701069e+00,2.543365820197522442e+00,6.662214890250370836e-01,5.533363043962218342e-01,3.734677782318900352e-01,4.263034939183580341e-01,1.162191188450491852e+00,1.872884248669979046e+00
8.562500000000000666e-02,1.108400461214850630e+01,1.615744112558090961e+01,2.105472534070490731e+00,2.298113895393748773e+00,6.562170783720228107e-01,5.461161686546208704e-01,3.639154359217920409e-01,4.399040935821504350e-01,1.195708634012924598e+00,1.926337051196131078e+00
8.625000000000000722e-02,1.110308017778126732e+01,1.618524807256744324e+01,1.870098342059397956e+00,2.053579918974926422e+00,6.460476175217045869e-01,5.389447541319436485e-01,3.544324560425374249e-01,4.538045885504328192e-01,1.229786435642731046e+00,1.980728957155007963e+00
8.687500000000000777e-02,1.112012996991927771e+01,1.621010199696687337e+01,1.635574345450683476e+00,1.809880593381699043e+00,6.357172046144111688e-01,5.318297746325987285e-01,3.450287952029233440e-01,4.680091565277129662e-01,1.264421997817055887e+00,2.036059699477481111e+00
8.750000000000000833e-02,1.113525689873237567e+01,1.623215291360403967e+01,1.402011828382240699e+00,1.567133120685301639e+00,6.252302169388481712e-01,5.247787201386032718e-01,3.357140156206845916e-01,4.825221834989948944e-01,1.299612565495432248e+00,2.092328732278934567e+00
8.812499999999999500e-02,1.114856607908641095e+01,1.625155405114636764e+01,1.169522445437942926e+00,1.325455117345643918e+00,6.145913126066560039e-01,5.177988000958172465e-01,3.264972311866162769e-01,4.973482906731744313e-01,1.335355262971786416e+00,2.149535321964503698e+00
8.874999999999999556e-02,1.116016433548388065e+01,1.626846113044297581e+01,9.382181407808904972e-01,1.084964528226411762e+00,6.038054331271154318e-01,5.108968887835956263e-01,3.173870592647486388e-01,5.124923633590643401e-01,1.371647130769455547e+00,2.207678645653273986e+00
8.937499999999999611e-02,1.117015970467328145e+01,1.628303163946542398e+01,7.082110666681148414e-01,8.457795399446229601e-01,5.928778069192095490e-01,5.040794737222777933e-01,3.083915787355924198e-01,5.279595819074108798e-01,1.408485159522778529e+00,2.266757895742958606e+00
8.999999999999999667e-02,1.117866093868422261e+01,1.629542410886913117e+01,4.796135014200013647e-01,6.080184936328349998e-01,5.818139537804903894e-01,4.973526080800112492e-01,2.995182947104297888e-01,5.437554548731023951e-01,1.445866319830427349e+00,2.326772389273049857e+00
9.062499999999999722e-02,1.118577701103150446e+01,1.630579739217420254e+01,2.525377669183808127e-01,3.717997971928409529e-01,5.706196903137097376e-01,4.907218680255836518e-01,2.907741102601087424e-01,5.598858545754412663e-01,1.483787587142839870e+00,2.387721680597209239e+00
9.124999999999999778e-02,1.119161662880084585e+01,1.631430995452018351e+01,2.709614570757250610e-02,1.372418371202187015e-01,5.593011362930037089e-01,4.841923159357981454e-01,2.821653054130088822e-01,5.763570552611498865e-01,1.522245960859375469e+00,2.449605675749513711e+00
9.187499999999999833e-02,1.119628775328251002e+01,1.632111917388120759e+01,-1.965992022265160288e-01,-9.553711002020999488e-02,5.478647219317795969e-01,4.777684703036632063e-01,2.736975235850572785e-01,5.931757741049106247e-01,1.561238476958980437e+00,2.512424746788662677e+00
9.249999999999999889e-02,1.119989713175660206e+01,1.632638065853731746e+01,-4.184363229240511406e-01,-3.264189663877359315e-01,5.363171959944954548e-01,4.714542831070009377e-01,2.653757655110006164e-01,6.103492153159889577e-01,1.600762213668683875e+00,2.576179844333783109e+00
9.312499999999999944e-02,1.120254984295601552e+01,1.633024758448398828e+01,-6.383035520899534854e-01,-5.552859418471057795e-01,5.246656346743674426e-01,4.652531252863363886e-01,2.572043906515457667e-01,6.278851176571059733e-01,1.640814289882903454e+00,2.640872606468872785e+00
9.375000000000000000e-02,1.120434885864008479e+01,1.633287005632665512e+01,-8.560895988277814617e-01,-7.820206230569676231e-01,5.129174511388868707e-01,4.591677808471527067e-01,2.491871259563306074e-01,6.457918057235010334e-01,1.681391856277475005e+00,2.706505462193379064e+00
9.437500000000000056e-02,1.120539462360479099e+01,1.633439449505071295e+01,-1.071683629392584658e+00,-1.006506062584035188e+00,5.010804056249886784e-01,4.532004499463719860e-01,2.413270817686190839e-01,6.640782453763207638e-01,1.722492079308219237e+00,2.773081727635959837e+00
9.500000000000000111e-02,1.120578465633438725e+01,1.633496305588102970e+01,-1.284975350886604195e+00,-1.228625867961750995e+00,4.891626159459903089e-01,4.473527611487376765e-01,2.336267745646709026e-01,6.827541037753395159e-01,1.764112118536032892e+00,2.840605693327995507e+00
9.562500000000000167e-02,1.120561317236545307e+01,1.633471307924992999e+01,-1.495855094821524789e+00,-1.448264290612018446e+00,4.771725682531556267e-01,4.416257928486303497e-01,2.260881561293926756e-01,7.018298145117959352e-01,1.806249097969272022e+00,2.909082700952101863e+00
9.625000000000000222e-02,1.120497073228819218e+01,1.633377657767957558e+01,-1.704213900471025278e+00,-1.665306314548617772e+00,4.651191278761274694e-01,4.360201036506068939e-01,2.187126486805778813e-01,7.213166484029740477e-01,1.848900072349279000e+00,2.978519208136324536e+00
9.687500000000000278e-02,1.120394391615264418e+01,1.633227976115545843e+01,-1.909943597937594273e+00,-1.879637744781160524e+00,4.530115500486920355e-01,4.305357712921076274e-01,2.115011853673479103e-01,7.412267905761563691e-01,1.892061989515755549e+00,3.048922840052402883e+00
9.750000000000000333e-02,1.120261502587989000e+01,1.633034260332345511e+01,-2.112936890857552985e+00,-2.091145295338413312e+00,4.408594903096133555e-01,4.251724394794459405e-01,2.044542554850316274e-01,7.615734245406490244e-01,1.935731650165116946e+00,3.120302426790135808e+00
9.812500000000000389e-02,1.120106181710153948e+01,1.632807845058533402e+01,-2.313087438668684825e+00,-2.299716676830274587e+00,4.286730143528029169e-01,4.199293717991258168e-01,1.975719536696555756e-01,7.823708240224732657e-01,1.979905666447586254e+00,3.192668025711082880e+00
9.875000000000000444e-02,1.119935726166606749e+01,1.632559367589805888e+01,-2.510289938365057871e+00,-2.505240683467978791e+00,4.164626070871156882e-01,4.148055116668770692e-01,1.908540322617879037e-01,8.036344534164335807e-01,2.024580420929504854e+00,3.266030928223457419e+00
9.937500000000000500e-02,1.119756934185856068e+01,1.632298737880256567e+01,-2.704440205664153218e+00,-2.707607279462508565e+00,4.042391806538503940e-01,4.097995470930477779e-01,1.842999559633789475e-01,8.253810777936088083e-01,2.069752027469839994e+00,3.340403650654362178e+00
1.000000000000000056e-01,1.119576087718295732e+01,1.632035113291975748e+01,-2.895435255511708217e+00,-2.906707684721680618e+00,3.920140811398122316e-01,4.049099788817864809e-01,1.779089578545710315e-01,8.476288834872506284e-01,2.115416295519976231e+00,3.415799909112624544e+00
1.006250000000000061e-01,1.119398938435358026e+01,1.631776878185652890e+01,-3.083173381850432548e+00,-3.102434459767049013e+00,3.797990937158879365e-01,4.001351907492852189e-01,1.716800957926431503e-01,8.703976103641357653e-01,2.161568699251790182e+00,3.492234578421804514e+00
1.012500000000000067e-01,1.119230697093727400e+01,1.631531628416511737e+01,-3.267554236579166549e+00,-3.294681589792246790e+00,3.676064459257464279e-01,3.954735197494647636e-01,1.656123081850461587e-01,8.937086969679803872e-01,2.208204352751580224e+00,3.569723635344857815e+00
1.018750000000000072e-01,1.119076026287982906e+01,1.631306160769654312e+01,-3.448478907629968671e+00,-3.483344567785403800e+00,3.554488088468125140e-01,3.909233253394157614e-01,1.597044681157289980e-01,9.175854397913485450e-01,2.255317992290081008e+00,3.648284086406429871e+00
1.025000000000000078e-01,1.118939036594210634e+01,1.631106467338500110e+01,-3.625849996091135896e+00,-3.668320476638727623e+00,3.433392958463687972e-01,3.864830554063556911e-01,1.539554348115245719e-01,9.420531679851775753e-01,2.302903966397662039e+00,3.727933880634110686e+00
1.031250000000000083e-01,1.118823286086326618e+01,1.630937734819717733e+01,-3.799571692305141024e+00,-3.849508070169525009e+00,3.312914586597869304e-01,3.821513076162465494e-01,1.483641014658620139e-01,9.671394348402821972e-01,2.350956234147392188e+00,3.808691807476691338e+00
1.037500000000000089e-01,1.118731783186245998e+01,1.630804348667996706e+01,-3.969549850871362917e+00,-4.026807852977742463e+00,3.193192805257702993e-01,3.779268845335815308e-01,1.429294384926843020e-01,9.928742273587110034e-01,2.399468371687767831e+00,3.890577380008843900e+00
1.043749999999999956e-01,1.118666992788740622e+01,1.630709902024403490e+01,-4.135692064484342900e+00,-4.200122159066132177e+00,3.074371661253147425e-01,3.738088411023832158e-01,1.376505313656407881e-01,1.019290195155126311e+00,2.448433586684309660e+00,3.973610703294742308e+00
1.049999999999999961e-01,1.118630845581921918e+01,1.630657209303092969e+01,-4.297907736539512413e+00,-4.369355229150370334e+00,2.956599280871115010e-01,3.697965232685616055e-01,1.325266123069406277e-01,1.046422899762950998e+00,2.497844739939317993e+00,4.057812327459401125e+00
1.056249999999999967e-01,1.118624750464987372e+01,1.630648324292983986e+01,-4.456108152439177239e+00,-4.534413286587425596e+00,2.840027698424680835e-01,3.658895967597091126e-01,1.275570852261077581e-01,1.074311085131191223e+00,2.547694373077415086e+00,4.143203084612576248e+00
1.062499999999999972e-01,1.118649609946185386e+01,1.630684562603768128e+01,-4.610206549532967379e+00,-4.695204611851885979e+00,2.724812646376226777e-01,3.620880653144353811e-01,1.227415434693923807e-01,1.102996969637873637e+00,2.597974740827669660e+00,4.229803908298662485e+00
1.068749999999999978e-01,1.118705838386097184e+01,1.630766528259616166e+01,-4.760118185628082976e+00,-4.851639615491263768e+00,2.611113305406370655e-01,3.583922779616621201e-01,1.180797801225239724e-01,1.132526559251488374e+00,2.648677846117668988e+00,4.317635633626276004e+00
1.074999999999999983e-01,1.118793382934330438e+01,1.630894144219140784e+01,-4.905760406005847507e+00,-5.003630909492480683e+00,2.499092013138285995e-01,3.548029252813386103e-01,1.135717908081841782e-01,1.162949980459238919e+00,2.699795475937643019e+00,4.406718775690237067e+00
1.081249999999999989e-01,1.118911746991742184e+01,1.631066686576883384e+01,-5.047052708882622696e+00,-5.151093376993421735e+00,2.388913930608372038e-01,3.513210249206674129e-01,1.092177691291007224e-01,1.194321830141254814e+00,2.751319235749239756e+00,4.497073283371439523e+00
1.087499999999999994e-01,1.119060016015406767e+01,1.631282822179893444e+01,-5.183916809254398572e+00,-5.293944240274760737e+00,2.280746665997148981e-01,3.479478969818551870e-01,1.050180951209385011e-01,1.226701537562546740e+00,2.803240580118107061e+00,4.588718265130964369e+00
1.093750000000000000e-01,1.119236885469834064e+01,1.631540649372935903e+01,-5.316276701065966392e+00,-5.432103126969007434e+00,2.174759855595706226e-01,3.446851302257550875e-01,1.009733172882829183e-01,1.260153730900125169e+00,2.855550837253889362e+00,4.681671683057754940e+00
1.100000000000000006e-01,1.119440690715487996e+01,1.631837741567766997e+01,-5.444058717646974799e+00,-5.565492134425118032e+00,2.071124702478957802e-01,3.415345403374931976e-01,9.708412899355435555e-02,1.294748596996951440e+00,2.908241225254390550e+00,4.775950011247891425e+00
1.106250000000000011e-01,1.119669438614560342e+01,1.632171193315685542e+01,-5.567191590358859798e+00,-5.694035892168971991e+00,1.970013473882319954e-01,3.384981217628078576e-01,9.335134014419864401e-02,1.330562218062371294e+00,2.961302858077179412e+00,4.871567854661673636e+00
1.112500000000000017e-01,1.119920840624254943e+01,1.632537668548476617e+01,-5.685606505398226318e+00,-5.817661622401543831e+00,1.871598958827074555e-01,3.355779948360346210e-01,8.977584526989122737e-02,1.367676862494155765e+00,3.014726739601730987e+00,4.968537525003707600e+00
1.118750000000000022e-01,1.120192347139603584e+01,1.632933450640821249e+01,-5.799237158703974160e+00,-5.936299198478524275e+00,1.776053888104568712e-01,3.327763500728083135e-01,8.635858919159773717e-02,1.406181198510034314e+00,3.068503744592563809e+00,5.066868570987888454e+00
1.125000000000000028e-01,1.120481182841130519e+01,1.633354493937507712e+01,-5.908019808917178040e+00,-6.049881201316980039e+00,1.683550319302528075e-01,3.300953915853178100e-01,8.310053155231256206e-02,1.446170388455758404e+00,3.122624585917075812e+00,5.166567261670402367e+00
1.131250000000000033e-01,1.120784382797521062e+01,1.633796476381225915e+01,-6.011893328344542375e+00,-6.158342973676519172e+00,1.594258990129285014e-01,3.275372815906677504e-01,8.000261150106677266e-02,1.487746008140715892e+00,3.177079767992800008e+00,5.267636023438766912e+00
1.137500000000000039e-01,1.121098829069882186e+01,1.634254852871548636e+01,-6.110799251878062499e+00,-6.261622672264437917e+00,1.508348643854187932e-01,3.251040879220025714e-01,7.706571379534903066e-02,1.531015719101716854e+00,3.231859527113670083e+00,5.370072833793613221e+00
1.143750000000000044e-01,1.121421287562216484e+01,1.634724908982822456e+01,-6.204681823825461073e+00,-6.359661317616279952e+00,1.425985331224966512e-01,3.227977363190550064e-01,7.429063751267116211e-02,1.576092602351858663e+00,3.286953760004140523e+00,5.473870578279227850e+00
1.150000000000000050e-01,1.121748444862389960e+01,1.635201814668207021e+01,-6.293488042607848776e+00,-6.452402841705407788e+00,1.347331693734894753e-01,3.206199690744576114e-01,7.167806844222632257e-02,1.623094040505739466e+00,3.342351942640235052e+00,5.579016380784232787e+00
1.156250000000000056e-01,1.122076944819142241e+01,1.635680677578924147e+01,-6.377167703283039835e+00,-6.539794133237121443e+00,1.272546233584086750e-01,3.185723113521998773e-01,6.922855606729000355e-02,1.672140012655873864e+00,3.398043042021705595e+00,5.685490921850020030e+00
1.162500000000000061e-01,1.122403424603559685e+01,1.636156595632010990e+01,-6.455673437854965613e+00,-6.621785080585165240e+00,1.201782576099708899e-01,3.166560461854162623e-01,6.694249585507071332e-02,1.723350645884544674e+00,3.454015424143173085e+00,5.793267764406303755e+00
1.168750000000000067e-01,1.122724550007915134e+01,1.636624708466348466e+01,-6.528960753331722877e+00,-6.698328612330571197e+00,1.135188730739669777e-01,3.148721988147802908e-01,6.482011735169422584e-02,1.776842853734696970e+00,3.510256761859773533e+00,5.902312711210170981e+00
1.175000000000000072e-01,1.123037049740785775e+01,1.637080247435547165e+01,-6.596988067496789121e+00,-6.769380735365023938e+00,1.072906357094056962e-01,3.132215306602909033e-01,6.286147834564997927e-02,1.832725892907846710e+00,3.566753946644238393e+00,6.012583222795786497e+00
1.181250000000000078e-01,1.123337748484908971e+01,1.637518583797243110e+01,-6.659716742360157760e+00,-6.834900570523230634e+00,1.015070042510138465e-01,3.117045428431952647e-01,6.106646512377196523e-02,1.891095695579493530e+00,3.623493008363753098e+00,6.124027928442957958e+00
1.187500000000000083e-01,1.123623598493266762e+01,1.637935274771526295e+01,-6.717111115258205700e+00,-6.894850385710995511e+00,9.618065980928382219e-02,3.103214888064174670e-01,5.943479861016408294e-02,1.952027899560834001e+00,3.680459047150887120e+00,6.236586264967455939e+00
1.193750000000000089e-01,1.123891709509289960e+01,1.638326107156399303e+01,-6.769138527573403508e+00,-6.949195626498158695e+00,9.132343798675823798e-02,3.090723952359171744e-01,5.796604596042602420e-02,2.015569616901832450e+00,3.737636181197848462e+00,6.350188278428315236e+00
1.199999999999999956e-01,1.124139376808874147e+01,1.638687138205355964e+01,-6.815769351047016755e+00,-6.997904944147773421e+00,8.694626418320446082e-02,3.079570901754482559e-01,5.665963699007483395e-02,2.081730165703866486e+00,3.795007513871859750e+00,6.464754621599049678e+00
1.206249999999999961e-01,1.124364107174936045e+01,1.639014733491159959e+01,-6.856977011660439381e+00,-7.040950221055446434e+00,8.305909274651916696e-02,3.069752369651510548e-01,5.551488465470061362e-02,2.150471242924896220e+00,3.852555122946705879e+00,6.580196774876275079e+00
1.212499999999999967e-01,1.124563642629471616e+01,1.639305601500687359e+01,-6.892738011062756520e+00,-7.078306593574984262e+00,7.967085060055895118e-02,3.061263724299594924e-01,5.453100867585639056e-02,2.221697322220402615e+00,3.910260073995936114e+00,6.696417510070529211e+00
1.218749999999999972e-01,1.124735981763429926e+01,1.639556824728031614e+01,-6.923031945524677155e+00,-7.109952472209124963e+00,7.678938594575449028e-02,3.054099476041857164e-01,5.370716132464945641e-02,2.295247376308301668e+00,3.968102459129478898e+00,6.813311605452058828e+00
1.224999999999999978e-01,1.124879398521036755e+01,1.639765887056904958e+01,-6.947841522401160930e+00,-7.135869559146464702e+00,7.442142258367666352e-02,3.048253692083321975e-01,5.304245433608834742e-02,2.370889270307736663e+00,4.026061461316128742e+00,6.930766807112988204e+00
1.231249999999999983e-01,1.124992458312465793e+01,1.639930697248492208e+01,-6.967152574087353223e+00,-7.156042863128194043e+00,7.257252036321917843e-02,3.043720400948930482e-01,5.253598593102597886e-02,2.448318246860428982e+00,4.084115443562234660e+00,7.048665017145745004e+00
1.237499999999999989e-01,1.125074031346761672e+01,1.640049608377203683e+01,-6.980954069454886834e+00,-7.170460711630794570e+00,7.124704218447003301e-02,3.040493969506247174e-01,5.218686696675174652e-02,2.527160721234486651e+00,4.142242061255839047e+00,7.166883674620650346e+00
1.243749999999999994e-01,1.125123303095658045e+01,1.640121433084049940e+01,-6.989238122757819305e+00,-7.179114760353248137e+00,7.044812792757176867e-02,3.038569436798443935e-01,5.199424531806003114e-02,2.606984065165865783e+00,4.200418395078830969e+00,7.285297282325524648e+00
1.250000000000000000e-01,1.125139781818181994e+01,1.640145454545454484e+01,-6.992000000000000881e+00,-7.181999999999997719e+00,7.017767559898571705e-02,3.037942790907666724e-01,5.195732770281797502e-02,2.687312215591534326e+00,4.258621101077594062e+00,7.403779022116433239e+00
1.256250000000000144e-01,1.125123303095658045e+01,1.640121433084049940e+01,-6.989238122757819305e+00,-7.179114760353246361e+00,7.043632990777878855e-02,3.038611177566182819e-01,5.207539830360817523e-02,2.767645951792407910e+00,4.316826573800741862e+00,7.522202395672247022e+00
1.262500000000000011e-01,1.125074031346761672e+01,1.640049608377203683e+01,-6.980954069454886834e+00,-7.170460711630794570e+00,7.122347840116562134e-02,3.040573032154386679e-01,5.234783369329296804e-02,2.847485789594025096e+00,4.375011117890100110e+00,7.640442826150096067e+00
1.268750000000000155e-01,1.124992458312465793e+01,1.639930697248492208e+01,-6.967152574087355887e+00,-7.156042863128197595e+00,7.253725520296065710e-02,3.043828129958303652e-01,5.277411374043919357e-02,2.926354905849624544e+00,4.433151123170405938e+00,7.758379159841108930e+00
1.275000000000000022e-01,1.124879398521036755e+01,1.639765887056904958e+01,-6.947841522401160930e+00,-7.135869559146464702e+00,7.437455231227391161e-02,3.048377552982234340e-01,5.335382834358587401e-02,3.003819500101626794e+00,4.491223238138104534e+00,7.875895014973266939e+00
1.281249999999999889e-01,1.124735981763429926e+01,1.639556824728031614e+01,-6.923031945524678932e+00,-7.109952472209125851e+00,7.673103833419359088e-02,3.054223575095670884e-01,5.408668001471863412e-02,3.079504525140398741e+00,4.549204536806337629e+00,7.992879936338055380e+00
1.287500000000000033e-01,1.124563642629471616e+01,1.639305601500687359e+01,-6.892738011062756520e+00,-7.078306593574984262e+00,7.960118443078144368e-02,3.061369470706547524e-01,5.497248249584262003e-02,3.153103607675266318e+00,4.607072674118503741e+00,8.109230328117607911e+00
1.293749999999999900e-01,1.124364107174935690e+01,1.639014733491160314e+01,-6.856977011660442045e+00,-7.040950221055449099e+00,8.297829720086953575e-02,3.069819255366050270e-01,5.601115574259651897e-02,3.224382973734132740e+00,4.664806025586067051e+00,8.224850151709668822e+00
1.300000000000000044e-01,1.124139376808874147e+01,1.638687138205355964e+01,-6.815769351047018532e+00,-6.997904944147774309e+00,8.685455812220997662e-02,3.079577369600339232e-01,5.720271774045290053e-02,3.293180041529812474e+00,4.722383807418258250e+00,8.339651389110473545e+00
