model,launch,time_ns,site_i,site_j,G_ij
strong,Q6_Q7,28.5,9,6,0.02802605862466274
strong,Q6_Q7,28.5,9,7,0.007447103419102491
strong,Q6_Q7,28.5,9,8,0.021434266559930765
strong,Q6_Q7,28.5,9,9,2.096822808087303e-05
strong,Q6_Q7,28.5,9,10,0.011715648760076568
strong,Q6_Q7,28.5,9,11,0.01097546634307139
strong,Q6_Q7,28.5,9,12,0.005707738216687652
strong,Q6_Q7,28.5,10,1,0.01347688518335091
strong,Q6_Q7,28.5,10,2,0.041088433324429324
strong,Q6_Q7,28.5,10,3,0.08978788051610606
strong,Q6_Q7,28.5,10,4,0.060357027485538145
strong,Q6_Q7,28.5,10,5,0.0008236462631039603
strong,Q6_Q7,28.5,10,6,0.048269042693267414
strong,Q6_Q7,28.5,10,7,0.0006059702939820123
strong,Q6_Q7,28.5,10,8,0.030862354383056314
strong,Q6_Q7,28.5,10,9,0.011715648760076568
strong,Q6_Q7,28.5,10,10,6.775688325626853e-05
strong,Q6_Q7,28.5,10,11,0.0014700730506473669
strong,Q6_Q7,28.5,10,12,0.0015612424543994538
strong,Q6_Q7,28.5,11,1,0.007321797843370395
strong,Q6_Q7,28.5,11,2,0.0213456432975128
strong,Q6_Q7,28.5,11,3,0.04389835539999304
strong,Q6_Q7,28.5,11,4,0.025234032829498165
strong,Q6_Q7,28.5,11,5,0.001446153568174063
strong,Q6_Q7,28.5,11,6,0.024000595966993707
strong,Q6_Q7,28.5,11,7,0.0006146967258221134
strong,Q6_Q7,28.5,11,8,0.014277190785953556
strong,Q6_Q7,28.5,11,9,0.01097546634307139
strong,Q6_Q7,28.5,11,10,0.0014700730506473669
strong,Q6_Q7,28.5,11,11,7.338385542238011e-06
strong,Q6_Q7,28.5,11,12,0.0001417358204261175
strong,Q6_Q7,28.5,12,1,0.002815581846902758
strong,Q6_Q7,28.5,12,2,0.007955790172448988
strong,Q6_Q7,28.5,12,3,0.015651779269428526
strong,Q6_Q7,28.5,12,4,0.007932813247388164
strong,Q6_Q7,28.5,12,5,0.0010061187883569538
strong,Q6_Q7,28.5,12,6,0.008660419053218207
strong,Q6_Q7,28.5,12,7,0.0006383760222200271
strong,Q6_Q7,28.5,12,8,0.004876926715185793
strong,Q6_Q7,28.5,12,9,0.005707738216687652
strong,Q6_Q7,28.5,12,10,0.0015612424543994538
strong,Q6_Q7,28.5,12,11,0.0001417358204261175
strong,Q6_Q7,28.5,12,12,2.050556506290482e-06
strong,Q6_Q7,37.5,1,1,3.9127472771760366e-05
strong,Q6_Q7,37.5,1,2,0.004144117140950382
strong,Q6_Q7,37.5,1,3,0.015894583388565926
strong,Q6_Q7,37.5,1,4,0.01609632600360847
strong,Q6_Q7,37.5,1,5,0.0009465179942205925
strong,Q6_Q7,37.5,1,6,0.028284521861439045
strong,Q6_Q7,37.5,1,7,0.0007640446540619617
strong,Q6_Q7,37.5,1,8,0.036573505082236016
strong,Q6_Q7,37.5,1,9,0.006175881844233055
strong,Q6_Q7,37.5,1,10,0.027820156506981216
strong,Q6_Q7,37.5,1,11,0.05404884610344987
strong,Q6_Q7,37.5,1,12,0.08310001505841892
strong,Q6_Q7,37.5,2,1,0.004144117140950382
strong,Q6_Q7,37.5,2,2,5.321595218879147e-07
strong,Q6_Q7,37.5,2,3,0.004604714782913301
strong,Q6_Q7,37.5,2,4,0.015366482432074377
strong,Q6_Q7,37.5,2,5,0.00080189011176032
strong,Q6_Q7,37.5,2,6,0.019884015087187318
strong,Q6_Q7,37.5,2,7,0.003227813557295204
strong,Q6_Q7,37.5,2,8,0.02973294857075326
strong,Q6_Q7,37.5,2,9,0.0017628595090120824
strong,Q6_Q7,37.5,2,10,0.03044849809188302
strong,Q6_Q7,37.5,2,11,0.047516188304948186
strong,Q6_Q7,37.5,2,12,0.06285076391582366
strong,Q6_Q7,37.5,3,1,0.015894583388565926
strong,Q6_Q7,37.5,3,2,0.004604714782913301
strong,Q6_Q7,37.5,3,3,1.8895187734590407e-05
strong,Q6_Q7,37.5,3,4,0.012127514344323626
strong,Q6_Q7,37.5,3,5,0.005304809973724359
strong,Q6_Q7,37.5,3,6,0.010060182950591382
strong,Q6_Q7,37.5,3,7,0.00784753709884093
strong,Q6_Q7,37.5,3,8,0.0189455133076382
strong,Q6_Q7,37.5,3,9,0.00029343993855414173
strong,Q6_Q7,37.5,3,10,0.02795629873756779
strong,Q6_Q7,37.5,3,11,0.033754950761638494
strong,Q6_Q7,37.5,3,12,0.035962234120865105
strong,Q6_Q7,37.5,4,1,0.01609632600360847
strong,Q6_Q7,37.5,4,2,0.015366482432074377
strong,Q6_Q7,37.5,4,3,0.012127514344323626
strong,Q6_Q7,37.5,4,4,3.205692427051611e-06
strong,Q6_Q7,37.5,4,5,0.008717422114589873
strong,Q6_Q7,37.5,4,6,0.0021394433722537547
strong,Q6_Q7,37.5,4,7,0.00525841378824075
strong,Q6_Q7,37.5,4,8,0.0008940284212213714
strong,Q6_Q7,37.5,4,9,0.005139136369651811
strong,Q6_Q7,37.5,4,10,0.0005385472230446211
strong,Q6_Q7,37.5,4,11,0.0005936398154994037
strong,Q6_Q7,37.5,4,12,0.004300538040632216
strong,Q6_Q7,37.5,5,1,0.0009465179942205925
strong,Q6_Q7,37.5,5,2,0.00080189011176032
strong,Q6_Q7,37.5,5,3,0.005304809973724359
strong,Q6_Q7,37.5,5,4,0.008717422114589873
strong,Q6_Q7,37.5,5,5,1.1977823974354702e-05
strong,Q6_Q7,37.5,5,6,0.015415605204834579
strong,Q6_Q7,37.5,5,7,0.0007710112028275226
strong,Q6_Q7,37.5,5,8,0.018879303130754557
strong,Q6_Q7,37.5,5,9,0.0018576996539173979
strong,Q6_Q7,37.5,5,10,0.016591017023810477
strong,Q6_Q7,37.5,5,11,0.029124419363344953
strong,Q6_Q7,37.5,5,12,0.04177970356566223
strong,Q6_Q7,37.5,6,1,0.028284521861439045
strong,Q6_Q7,37.5,6,2,0.019884015087187318
strong,Q6_Q7,37.5,6,3,0.010060182950591382
strong,Q6_Q7,37.5,6,4,0.0021394433722537547
strong,Q6_Q7,37.5,6,5,0.015415605204834579
strong,Q6_Q7,37.5,6,6,0.015116014314145438
strong,Q6_Q7,37.5,6,7,0.008361152159036413
strong,Q6_Q7,37.5,6,8,0.0010509976300778605
strong,Q6_Q7,37.5,6,9,0.004670613977745322
strong,Q6_Q7,37.5,6,10,0.008277512527691792
strong,Q6_Q7,37.5,6,11,0.003846037312316672
strong,Q6_Q7,37.5,6,12,0.0009925158821559679
strong,Q6_Q7,37.5,7,1,0.0007640446540619617
strong,Q6_Q7,37.5,7,2,0.003227813557295204
strong,Q6_Q7,37.5,7,3,0.00784753709884093
strong,Q6_Q7,37.5,7,4,0.00525841378824075
strong,Q6_Q7,37.5,7,5,0.0007710112028275226
strong,Q6_Q7,37.5,7,6,0.008361152159036413
strong,Q6_Q7,37.5,7,7,0.009692916139275734
strong,Q6_Q7,37.5,7,8,0.014328086882479808
strong,Q6_Q7,37.5,7,9,0.002824971903902933
strong,Q6_Q7,37.5,7,10,0.008970569383188947
strong,Q6_Q7,37.5,7,11,0.01946504729291747
strong,Q6_Q7,37.5,7,12,0.03179211963192183
strong,Q6_Q7,37.5,8,1,0.036573505082236016
strong,Q6_Q7,37.5,8,2,0.02973294857075326
strong,Q6_Q7,37.5,8,3,0.0189455133076382
strong,Q6_Q7,37.5,8,4,0.0008940284212213714
strong,Q6_Q7,37.5,8,5,0.018879303130754557
strong,Q6_Q7,37.5,8,6,0.0010509976300778605
strong,Q6_Q7,37.5,8,7,0.014328086882479808
strong,Q6_Q7,37.5,8,8,2.3801970790872357e-05
strong,Q6_Q7,37.5,8,9,0.008596888098535156
strong,Q6_Q7,37.5,8,10,0.005245079472141823
strong,Q6_Q7,37.5,8,11,0.0007407352248004916
strong,Q6_Q7,37.5,8,12,0.0010589944576026784
strong,Q6_Q7,37.5,9,1,0.006175881844233055
strong,Q6_Q7,37.5,9,2,0.0017628595090120824
strong,Q6_Q7,37.5,9,3,0.00029343993855414173
strong,Q6_Q7,37.5,9,4,0.005139136369651811
strong,Q6_Q7,37.5,9,5,0.0018576996539173979
strong,Q6_Q7,37.5,9,6,0.004670613977745322
strong,Q6_Q7,37.5,9,7,0.002824971903902933
strong,Q6_Q7,37.5,9,8,0.008596888098535156
strong,Q6_Q7,37.5,9,9,2.0797407158694676e-06
strong,Q6_Q7,37.5,9,10,0.012019565188050278
strong,Q6_Q7,37.5,9,11,0.015427685719291984
strong,Q6_Q7,37.5,9,12,0.017371328329411267
strong,Q6_Q7,37.5,10,1,0.027820156506981216
strong,Q6_Q7,37.5,10,2,0.03044849809188302
strong,Q6_Q7,37.5,10,3,0.02795629873756779
strong,Q6_Q7,37.5,10,4,0.0005385472230446211
strong,Q6_Q7,37.5,10,5,0.016591017023810477
strong,Q6_Q7,37.5,10,6,0.008277512527691792
strong,Q6_Q7,37.5,10,7,0.008970569383188947
strong,Q6_Q7,37.5,10,8,0.005245079472141823
strong,Q6_Q7,37.5,10,9,0.012019565188050278
strong,Q6_Q7,37.5,10,10,2.528670930476494e-05
strong,Q6_Q7,37.5,10,11,0.004670796615877071
strong,Q6_Q7,37.5,10,12,0.018338912296862415
strong,Q6_Q7,37.5,11,1,0.05404884610344987
strong,Q6_Q7,37.5,11,2,0.047516188304948186
strong,Q6_Q7,37.5,11,3,0.033754950761638494
strong,Q6_Q7,37.5,11,4,0.0005936398154994037
strong,Q6_Q7,37.5,11,5,0.029124419363344953
strong,Q6_Q7,37.5,11,6,0.003846037312316672
strong,Q6_Q7,37.5,11,7,0.01946504729291747
strong,Q6_Q7,37.5,11,8,0.0007407352248004916
strong,Q6_Q7,37.5,11,9,0.015427685719291984
strong,Q6_Q7,37.5,11,10,0.004670796615877071
strong,Q6_Q7,37.5,11,11,3.2497007963629777e-07
strong,Q6_Q7,37.5,11,12,0.005147750797958127
strong,Q6_Q7,37.5,12,1,0.08310001505841892
strong,Q6_Q7,37.5,12,2,0.06285076391582366
strong,Q6_Q7,37.5,12,3,0.035962234120865105
strong,Q6_Q7,37.5,12,4,0.004300538040632216
strong,Q6_Q7,37.5,12,5,0.04177970356566223
strong,Q6_Q7,37.5,12,6,0.0009925158821559679
strong,Q6_Q7,37.5,12,7,0.03179211963192183
strong,Q6_Q7,37.5,12,8,0.0010589944576026784
strong,Q6_Q7,37.5,12,9,0.017371328329411267
strong,Q6_Q7,37.5,12,10,0.018338912296862415
strong,Q6_Q7,37.5,12,11,0.005147750797958127
strong,Q6_Q7,37.5,12,12,7.691719963417317e-05
strong,Q6_Q7,46.5,1,1,0.0002609678364872213
strong,Q6_Q7,46.5,1,2,0.027387414626899306
strong,Q6_Q7,46.5,1,3,0.02002995736141585
strong,Q6_Q7,46.5,1,4,0.0005375877705387101
strong,Q6_Q7,46.5,1,5,0.03924759059992855
strong,Q6_Q7,46.5,1,6,0.008039495546627893
strong,Q6_Q7,46.5,1,7,0.04334646686500711
strong,Q6_Q7,46.5,1,8,0.004108124412168026
strong,Q6_Q7,46.5,1,9,0.08275997042561038
strong,Q6_Q7,46.5,1,10,0.0035534001164262384
strong,Q6_Q7,46.5,1,11,0.005109969062064139
strong,Q6_Q7,46.5,1,12,0.3254219396960936
strong,Q6_Q7,46.5,2,1,0.027387414626899306
strong,Q6_Q7,46.5,2,2,0.00022985765481568467
strong,Q6_Q7,46.5,2,3,0.0013725607955636866
strong,Q6_Q7,46.5,2,4,0.007178944630368126
strong,Q6_Q7,46.5,2,5,0.00021560568597625405
strong,Q6_Q7,46.5,2,6,0.005953386086024164
strong,Q6_Q7,46.5,2,7,0.00018430069197103742
strong,Q6_Q7,46.5,2,8,0.004864624458151143
strong,Q6_Q7,46.5,2,9,0.002962426083143612
strong,Q6_Q7,46.5,2,10,0.0009003609713069751
strong,Q6_Q7,46.5,2,11,0.004030116076019666
strong,Q6_Q7,46.5,2,12,0.012100357621185229
strong,Q6_Q7,46.5,3,1,0.02002995736141585
strong,Q6_Q7,46.5,3,2,0.0013725607955636866
strong,Q6_Q7,46.5,3,3,1.221500148594359e-05
strong,Q6_Q7,46.5,3,4,0.004876653845053903
strong,Q6_Q7,46.5,3,5,0.0008936315378886569
strong,Q6_Q7,46.5,3,6,0.0021769083431950453
strong,Q6_Q7,46.5,3,7,0.0010881448330671557
strong,Q6_Q7,46.5,3,8,0.002143838830370826
strong,Q6_Q7,46.5,3,9,0.0003015348545681861
strong,Q6_Q7,46.5,3,10,0.0012773156728853544
strong,Q6_Q7,46.5,3,11,0.0015659226773256487
strong,Q6_Q7,46.5,3,12,0.0014179430832201687
strong,Q6_Q7,46.5,4,1,0.0005375877705387101
strong,Q6_Q7,46.5,4,2,0.007178944630368126
strong,Q6_Q7,46.5,4,3,0.004876653845053903
strong,Q6_Q7,46.5,4,4,7.706918213691991e-06
strong,Q6_Q7,46.5,4,5,0.010282058906440135
strong,Q6_Q7,46.5,4,6,0.0016913726036783476
strong,Q6_Q7,46.5,4,7,0.011365995694550443
strong,Q6_Q7,46.5,4,8,0.0007935188109062958
strong,Q6_Q7,46.5,4,9,0.02134871922960586
strong,Q6_Q7,46.5,4,10,0.0009000096057274609
strong,Q6_Q7,46.5,4,11,0.0010485218300720122
strong,Q6_Q7,46.5,4,12,0.08439375141719743
strong,Q6_Q7,46.5,5,1,0.03924759059992855
strong,Q6_Q7,46.5,5,2,0.00021560568597625405
strong,Q6_Q7,46.5,5,3,0.0008936315378886569
strong,Q6_Q7,46.5,5,4,0.010282058906440135
strong,Q6_Q7,46.5,5,5,4.549258377432521e-05
strong,Q6_Q7,46.5,5,6,0.007322729545375107
strong,Q6_Q7,46.5,5,7,1.1245243396670204e-05
strong,Q6_Q7,46.5,5,8,0.006063324299995241
strong,Q6_Q7,46.5,5,9,0.0015927380173129657
strong,Q6_Q7,46.5,5,10,0.0015923578616265893
strong,Q6_Q7,46.5,5,11,0.004876416329055878
strong,Q6_Q7,46.5,5,12,0.006824360780341792
strong,Q6_Q7,46.5,6,1,0.008039495546627893
strong,Q6_Q7,46.5,6,2,0.005953386086024164
strong,Q6_Q7,46.5,6,3,0.0021769083431950453
strong,Q6_Q7,46.5,6,4,0.0016913726036783476
strong,Q6_Q7,46.5,6,5,0.007322729545375107
strong,Q6_Q7,46.5,6,6,0.014344438891327123
strong,Q6_Q7,46.5,6,7,0.007536023815993397
strong,Q6_Q7,46.5,6,8,8.808921836528296e-05
strong,Q6_Q7,46.5,6,9,0.01142133543445625
strong,Q6_Q7,46.5,6,10,0.001581306336953385
strong,Q6_Q7,46.5,6,11,2.6886730214917538e-05
strong,Q6_Q7,46.5,6,12,0.04529031647736755
strong,Q6_Q7,46.5,7,1,0.04334646686500711
strong,Q6_Q7,46.5,7,2,0.00018430069197103742
strong,Q6_Q7,46.5,7,3,0.0010881448330671557
strong,Q6_Q7,46.5,7,4,0.011365995694550443
strong,Q6_Q7,46.5,7,5,1.1245243396670204e-05
strong,Q6_Q7,46.5,7,6,0.007536023815993397
strong,Q6_Q7,46.5,7,7,0.011255945049815554
strong,Q6_Q7,46.5,7,8,0.007341750169788242
strong,Q6_Q7,46.5,7,9,0.0020567493755625854
strong,Q6_Q7,46.5,7,10,0.001744780132389743
strong,Q6_Q7,46.5,7,11,0.005570396160206772
strong,Q6_Q7,46.5,7,12,0.008517195186642033
strong,Q6_Q7,46.5,8,1,0.004108124412168026
strong,Q6_Q7,46.5,8,2,0.004864624458151143
strong,Q6_Q7,46.5,8,3,0.002143838830370826
strong,Q6_Q7,46.5,8,4,0.0007935188109062958
strong,Q6_Q7,46.5,8,5,0.006063324299995241
strong,Q6_Q7,46.5,8,6,8.808921836528296e-05
strong,Q6_Q7,46.5,8,7,0.007341750169788242
strong,Q6_Q7,46.5,8,8,3.204502066870526e-05
strong,Q6_Q7,46.5,8,9,0.010659873167077876
strong,Q6_Q7,46.5,8,10,0.0010698550624309593
strong,Q6_Q7,46.5,8,11,3.86001167541494e-05
strong,Q6_Q7,46.5,8,12,0.042185120228836234
strong,Q6_Q7,46.5,9,1,0.08275997042561038
strong,Q6_Q7,46.5,9,2,0.002962426083143612
strong,Q6_Q7,46.5,9,3,0.0003015348545681861
strong,Q6_Q7,46.5,9,4,0.02134871922960586
strong,Q6_Q7,46.5,9,5,0.0015927380173129657
strong,Q6_Q7,46.5,9,6,0.01142133543445625
strong,Q6_Q7,46.5,9,7,0.0020567493755625854
strong,Q6_Q7,46.5,9,8,0.010659873167077876
strong,Q6_Q7,46.5,9,9,7.996891197794026e-06
strong,Q6_Q7,46.5,9,10,0.004698488565995019
strong,Q6_Q7,46.5,9,11,0.007981007050049093
strong,Q6_Q7,46.5,9,12,0.00045758823615955506
strong,Q6_Q7,46.5,10,1,0.0035534001164262384
strong,Q6_Q7,46.5,10,2,0.0009003609713069751
strong,Q6_Q7,46.5,10,3,0.0012773156728853544
strong,Q6_Q7,46.5,10,4,0.0009000096057274609
strong,Q6_Q7,46.5,10,5,0.0015923578616265893
strong,Q6_Q7,46.5,10,6,0.001581306336953385
strong,Q6_Q7,46.5,10,7,0.001744780132389743
strong,Q6_Q7,46.5,10,8,0.0010698550624309593
strong,Q6_Q7,46.5,10,9,0.004698488565995019
strong,Q6_Q7,46.5,10,10,2.0103291964534903e-05
strong,Q6_Q7,46.5,10,11,0.0011226393385038668
strong,Q6_Q7,46.5,10,12,0.019792886953047244
strong,Q6_Q7,46.5,11,1,0.005109969062064139
strong,Q6_Q7,46.5,11,2,0.004030116076019666
strong,Q6_Q7,46.5,11,3,0.0015659226773256487
strong,Q6_Q7,46.5,11,4,0.0010485218300720122
strong,Q6_Q7,46.5,11,5,0.004876416329055878
strong,Q6_Q7,46.5,11,6,2.6886730214917538e-05
strong,Q6_Q7,46.5,11,7,0.005570396160206772
strong,Q6_Q7,46.5,11,8,3.86001167541494e-05
strong,Q6_Q7,46.5,11,9,0.007981007050049093
strong,Q6_Q7,46.5,11,10,0.0011226393385038668
strong,Q6_Q7,46.5,11,11,0.00022019032762966018
strong,Q6_Q7,46.5,11,12,0.03220339065824378
strong,Q6_Q7,46.5,12,1,0.3254219396960936
strong,Q6_Q7,46.5,12,2,0.012100357621185229
strong,Q6_Q7,46.5,12,3,0.0014179430832201687
strong,Q6_Q7,46.5,12,4,0.08439375141719743
strong,Q6_Q7,46.5,12,5,0.006824360780341792
strong,Q6_Q7,46.5,12,6,0.04529031647736755
strong,Q6_Q7,46.5,12,7,0.008517195186642033
strong,Q6_Q7,46.5,12,8,0.042185120228836234
strong,Q6_Q7,46.5,12,9,0.00045758823615955506
strong,Q6_Q7,46.5,12,10,0.019792886953047244
strong,Q6_Q7,46.5,12,11,0.03220339065824378
strong,Q6_Q7,46.5,12,12,0.00048725683185059235
strong,Q6_Q7,55.5,1,1,0.00043535911542276663
strong,Q6_Q7,55.5,1,2,0.04549606918446137
strong,Q6_Q7,55.5,1,3,0.00018448879256072504
strong,Q6_Q7,55.5,1,4,0.01006103279173064
strong,Q6_Q7,55.5,1,5,0.01790314047085665
strong,Q6_Q7,55.5,1,6,0.014365976805334107
strong,Q6_Q7,55.5,1,7,0.01423498557993995
strong,Q6_Q7,55.5,1,8,0.03353626605339996
strong,Q6_Q7,55.5,1,9,0.022271857740588517
strong,Q6_Q7,55.5,1,10,0.00951138674665334
strong,Q6_Q7,55.5,1,11,0.09067950659978956
strong,Q6_Q7,55.5,1,12,0.1750119184742552
strong,Q6_Q7,55.5,2,1,0.04549606918446137
strong,Q6_Q7,55.5,2,2,0.00031985452195895057
strong,Q6_Q7,55.5,2,3,0.004598316239421981
strong,Q6_Q7,55.5,2,4,0.01804382891521749
strong,Q6_Q7,55.5,2,5,8.38880564444538e-05
strong,Q6_Q7,55.5,2,6,0.017557334438750155
strong,Q6_Q7,55.5,2,7,0.00018664891551902765
strong,Q6_Q7,55.5,2,8,0.029686254408020096
strong,Q6_Q7,55.5,2,9,0.0015336331576199323
strong,Q6_Q7,55.5,2,10,0.0016290293426279726
strong,Q6_Q7,55.5,2,11,0.0819239085439633
strong,Q6_Q7,55.5,2,12,0.05731360613649815
strong,Q6_Q7,55.5,3,1,0.00018448879256072504
strong,Q6_Q7,55.5,3,2,0.004598316239421981
strong,Q6_Q7,55.5,3,3,2.0027475343234043e-05
strong,Q6_Q7,55.5,3,4,0.00035327221094420195
strong,Q6_Q7,55.5,3,5,0.0015358248642413606
strong,Q6_Q7,55.5,3,6,0.0006348163861135231
strong,Q6_Q7,55.5,3,7,0.0011511070061653583
strong,Q6_Q7,55.5,3,8,0.0016805134822417442
strong,Q6_Q7,55.5,3,9,0.001644523411272325
strong,Q6_Q7,55.5,3,10,0.0006488310045303265
strong,Q6_Q7,55.5,3,11,0.004568203174782451
strong,Q6_Q7,55.5,3,12,0.01108687088174837
strong,Q6_Q7,55.5,4,1,0.01006103279173064
strong,Q6_Q7,55.5,4,2,0.01804382891521749
strong,Q6_Q7,55.5,4,3,0.00035327221094420195
strong,Q6_Q7,55.5,4,4,4.587917093303589e-05
strong,Q6_Q7,55.5,4,5,0.007395000585040625
strong,Q6_Q7,55.5,4,6,0.0002418230047351571
strong,Q6_Q7,55.5,4,7,0.005019345547940626
strong,Q6_Q7,55.5,4,8,0.00140775128371308
strong,Q6_Q7,55.5,4,9,0.005835379236249408
strong,Q6_Q7,55.5,4,10,0.0018567369399419172
strong,Q6_Q7,55.5,4,11,0.003754204391997514
strong,Q6_Q7,55.5,4,12,0.02437164838550749
strong,Q6_Q7,55.5,5,1,0.01790314047085665
strong,Q6_Q7,55.5,5,2,8.38880564444538e-05
strong,Q6_Q7,55.5,5,3,0.0015358248642413606
strong,Q6_Q7,55.5,5,4,0.007395000585040625
strong,Q6_Q7,55.5,5,5,1.1990991572443196e-06
strong,Q6_Q7,55.5,5,6,0.006083480380325676
strong,Q6_Q7,55.5,5,7,8.931670898388946e-05
strong,Q6_Q7,55.5,5,8,0.012490188820850146
strong,Q6_Q7,55.5,5,9,0.0007719687827973928
strong,Q6_Q7,55.5,5,10,0.0007664431639066132
strong,Q6_Q7,55.5,5,11,0.034658259468655944
strong,Q6_Q7,55.5,5,12,0.0258682314063569
strong,Q6_Q7,55.5,6,1,0.014365976805334107
strong,Q6_Q7,55.5,6,2,0.017557334438750155
strong,Q6_Q7,55.5,6,3,0.0006348163861135231
strong,Q6_Q7,55.5,6,4,0.0002418230047351571
strong,Q6_Q7,55.5,6,5,0.006083480380325676
strong,Q6_Q7,55.5,6,6,0.015752975555562893
strong,Q6_Q7,55.5,6,7,0.006411866827152774
strong,Q6_Q7,55.5,6,8,0.0003002328504618975
strong,Q6_Q7,55.5,6,9,0.004971849655682611
strong,Q6_Q7,55.5,6,10,0.0014115229234549088
strong,Q6_Q7,55.5,6,11,0.0008309986413458619
strong,Q6_Q7,55.5,6,12,0.015795103246648307
strong,Q6_Q7,55.5,7,1,0.01423498557993995
strong,Q6_Q7,55.5,7,2,0.00018664891551902765
strong,Q6_Q7,55.5,7,3,0.0011511070061653583
strong,Q6_Q7,55.5,7,4,0.005019345547940626
strong,Q6_Q7,55.5,7,5,8.931670898388946e-05
strong,Q6_Q7,55.5,7,6,0.006411866827152774
strong,Q6_Q7,55.5,7,7,0.010394039427862089
strong,Q6_Q7,55.5,7,8,0.007134925792066843
strong,Q6_Q7,55.5,7,9,0.0002309919372246956
strong,Q6_Q7,55.5,7,10,0.0003442648393191667
strong,Q6_Q7,55.5,7,11,0.02171212632769319
strong,Q6_Q7,55.5,7,12,0.013686787308408083
strong,Q6_Q7,55.5,8,1,0.03353626605339996
strong,Q6_Q7,55.5,8,2,0.029686254408020096
strong,Q6_Q7,55.5,8,3,0.0016805134822417442
strong,Q6_Q7,55.5,8,4,0.00140775128371308
strong,Q6_Q7,55.5,8,5,0.012490188820850146
strong,Q6_Q7,55.5,8,6,0.0003002328504618975
strong,Q6_Q7,55.5,8,7,0.007134925792066843
strong,Q6_Q7,55.5,8,8,1.1300070752006472e-05
strong,Q6_Q7,55.5,8,9,0.0074922704171606945
strong,Q6_Q7,55.5,8,10,0.0019089562086474692
strong,Q6_Q7,55.5,8,11,7.494318459449054e-05
strong,Q6_Q7,55.5,8,12,0.017579767227248307
strong,Q6_Q7,55.5,9,1,0.022271857740588517
strong,Q6_Q7,55.5,9,2,0.0015336331576199323
strong,Q6_Q7,55.5,9,3,0.001644523411272325
strong,Q6_Q7,55.5,9,4,0.005835379236249408
strong,Q6_Q7,55.5,9,5,0.0007719687827973928
strong,Q6_Q7,55.5,9,6,0.004971849655682611
strong,Q6_Q7,55.5,9,7,0.0002309919372246956
strong,Q6_Q7,55.5,9,8,0.0074922704171606945
strong,Q6_Q7,55.5,9,9,5.0092944538712714e-05
strong,Q6_Q7,55.5,9,10,0.0001306633965480703
strong,Q6_Q7,55.5,9,11,0.020991245746165156
strong,Q6_Q7,55.5,9,12,0.00923937968606517
strong,Q6_Q7,55.5,10,1,0.00951138674665334
strong,Q6_Q7,55.5,10,2,0.0016290293426279726
strong,Q6_Q7,55.5,10,3,0.0006488310045303265
strong,Q6_Q7,55.5,10,4,0.0018567369399419172
strong,Q6_Q7,55.5,10,5,0.0007664431639066132
strong,Q6_Q7,55.5,10,6,0.0014115229234549088
strong,Q6_Q7,55.5,10,7,0.0003442648393191667
strong,Q6_Q7,55.5,10,8,0.0019089562086474692
strong,Q6_Q7,55.5,10,9,0.0001306633965480703
strong,Q6_Q7,55.5,10,10,5.124242591690966e-05
strong,Q6_Q7,55.5,10,11,0.005939189475256852
strong,Q6_Q7,55.5,10,12,0.0008521643447456906
strong,Q6_Q7,55.5,11,1,0.09067950659978956
strong,Q6_Q7,55.5,11,2,0.0819239085439633
strong,Q6_Q7,55.5,11,3,0.004568203174782451
strong,Q6_Q7,55.5,11,4,0.003754204391997514
strong,Q6_Q7,55.5,11,5,0.034658259468655944
strong,Q6_Q7,55.5,11,6,0.0008309986413458619
strong,Q6_Q7,55.5,11,7,0.02171212632769319
strong,Q6_Q7,55.5,11,8,7.494318459449054e-05
strong,Q6_Q7,55.5,11,9,0.020991245746165156
strong,Q6_Q7,55.5,11,10,0.005939189475256852
strong,Q6_Q7,55.5,11,11,0.00023116391843194524
strong,Q6_Q7,55.5,11,12,0.04920348728826385
strong,Q6_Q7,55.5,12,1,0.1750119184742552
strong,Q6_Q7,55.5,12,2,0.05731360613649815
strong,Q6_Q7,55.5,12,3,0.01108687088174837
strong,Q6_Q7,55.5,12,4,0.02437164838550749
strong,Q6_Q7,55.5,12,5,0.0258682314063569
strong,Q6_Q7,55.5,12,6,0.015795103246648307
strong,Q6_Q7,55.5,12,7,0.013686787308408083
strong,Q6_Q7,55.5,12,8,0.017579767227248307
strong,Q6_Q7,55.5,12,9,0.00923937968606517
strong,Q6_Q7,55.5,12,10,0.0008521643447456906
strong,Q6_Q7,55.5,12,11,0.04920348728826385
strong,Q6_Q7,55.5,12,12,0.0007477557804236524
free,Q1_Q12,10.5,1,1,1.492833897304646e-17
free,Q1_Q12,10.5,1,2,6.079207365025901e-16
free,Q1_Q12,10.5,1,3,1.0681830467235956e-13
free,Q1_Q12,10.5,1,4,1.290916693189763e-11
free,Q1_Q12,10.5,1,5,1.2152185974322223e-09
free,Q1_Q12,10.5,1,6,8.584958855136015e-08
free,Q1_Q12,10.5,1,7,4.361888306150044e-06
free,Q1_Q12,10.5,1,8,0.0001526955105951104
free,Q1_Q12,10.5,1,9,0.0033758144729612344
free,Q1_Q12,10.5,1,10,0.04100872527101749
free,Q1_Q12,10.5,1,11,0.21457136793874834
free,Q1_Q12,10.5,1,12,0.25027785894204585
free,Q1_Q12,10.5,2,1,6.079207365025901e-16
free,Q1_Q12,10.5,2,2,2.2437829075261865e-15
free,Q1_Q12,10.5,2,3,7.985463210318547e-14
