time,sample_index,output_pair,probability,overlap
1000.0,1,4-8,4.790901088762676e-06,1
1000.0,1,5-6,6.455852335252993e-07,0
1000.0,1,5-7,2.3155721371428877e-08,0
1000.0,1,5-8,1.5310954665008193e-09,0
1000.0,1,6-7,1.0377269493410514e-05,0
1000.0,1,6-8,4.961841215433795e-09,0
1000.0,1,7-8,3.2569853654578256e-08,0
1000.0,2,1-2,9.144214124612458e-06,0
1000.0,2,1-3,0.001591843508500039,1
1000.0,2,1-4,0.00027118516224627724,1
1000.0,2,1-5,5.337025755182364e-05,0
1000.0,2,1-6,4.012452858051898e-07,0
1000.0,2,1-7,1.8427662324988574e-07,0
1000.0,2,1-8,8.629533180614207e-06,0
1000.0,2,2-3,0.019716533259544228,1
1000.0,2,2-4,0.001316944473399282,1
1000.0,2,2-5,0.0006276110854063115,0
1000.0,2,2-6,4.218901414518311e-06,0
1000.0,2,2-7,1.930039816032681e-06,0
1000.0,2,2-8,2.6415709188247238e-05,0
1000.0,2,3-4,0.8949489403809462,2
1000.0,2,3-5,0.0039964772016990655,1
1000.0,2,3-6,3.204594227496634e-05,1
1000.0,2,3-7,1.3572625975819536e-05,1
1000.0,2,3-8,0.04798993317354018,1
1000.0,2,4-5,0.02503400090709911,1
1000.0,2,4-6,0.00017935564909315514,1
1000.0,2,4-7,8.328301248508069e-05,1
1000.0,2,4-8,0.0028255071366215124,1
1000.0,2,5-6,2.849682562986284e-06,0
1000.0,2,5-7,1.2471416009415254e-06,0
1000.0,2,5-8,0.0012517852994428124,0
1000.0,2,6-7,1.4028455571766016e-08,0
1000.0,2,6-8,8.578340770622996e-06,0
1000.0,2,7-8,3.997811150938423e-06,0
1000.0,3,1-2,6.99051373584954e-07,0
1000.0,3,1-3,0.31401694721085,1
1000.0,3,1-4,0.003508620576000031,1
1000.0,3,1-5,7.073376183839183e-05,0
1000.0,3,1-6,0.00017939724689176615,0
1000.0,3,1-7,0.00022501136727549976,0
1000.0,3,1-8,0.000200693922143771,0
1000.0,3,2-3,0.000301522317963593,1
1000.0,3,2-4,3.7639487569332964e-06,1
1000.0,3,2-5,6.579235252698358e-08,0
1000.0,3,2-6,1.7145095284339976e-07,0
1000.0,3,2-7,2.2851981998348023e-07,0
1000.0,3,2-8,1.9523307584919298e-07,0
1000.0,3,3-4,0.6707068308672601,2
1000.0,3,3-5,0.0021502707542911566,1
1000.0,3,3-6,0.0002979748145884846,1
1000.0,3,3-7,0.006597216095952815,1
1000.0,3,3-8,0.0001687930096257709,1
1000.0,3,4-5,0.00016062689026151978,1
1000.0,3,4-6,0.0003939075969430595,1
1000.0,3,4-7,0.0005536472709788157,1
1000.0,3,4-8,0.0004517586688310879,1
1000.0,3,5-6,1.7886105146794057e-06,0
1000.0,3,5-7,1.0217994814918045e-07,0
1000.0,3,5-8,1.0896491504390927e-06,0
1000.0,3,6-7,2.2547362817196697e-06,0
1000.0,3,6-8,1.8093415332415596e-07,0
1000.0,3,7-8,5.507521923810405e-06,0
1000.0,4,1-2,6.8920222718197045e-06,0
1000.0,4,1-3,0.00025947818374858,1
1000.0,4,1-4,0.001566278328525385,1
1000.0,4,1-5,2.1959816891713978e-07,0
1000.0,4,1-6,2.4931138004194806e-08,0
1000.0,4,1-7,2.2711094321561968e-06,0
1000.0,4,1-8,7.468949308220787e-06,0
1000.0,4,2-3,0.0021927100567126767,1
1000.0,4,2-4,0.002109027223651353,1
1000.0,4,2-5,2.626492563892536e-07,0
1000.0,4,2-6,3.120383324478356e-08,0
1000.0,4,2-7,1.3346753382451416e-05,0
1000.0,4,2-8,2.122886653371081e-05,0
1000.0,4,3-4,0.9840932205760061,2
1000.0,4,3-5,0.00014687688413488154,1
1000.0,4,3-6,1.619598080008652e-05,1
1000.0,4,3-7,0.00010446664446041354,1
1000.0,4,3-8,0.0022391500583515155,1
1000.0,4,4-5,1.0561037092973564e-05,1
1000.0,4,4-6,1.01986582408447e-06,1
1000.0,4,4-7,0.004507267548508281,1
1000.0,4,4-8,0.002686836554613038,1
1000.0,4,5-6,7.377444323032944e-10,0
1000.0,4,5-7,6.547346634162154e-07,0
1000.0,4,5-8,4.032373481536437e-07,0
1000.0,4,6-7,7.300212221820916e-08,0
1000.0,4,6-8,4.68445287419948e-08,0
1000.0,4,7-8,1.3986417838559421e-05,0
