molecule,qubits,lambda_one,lambda_max,terms,time,qdrift,first_order_deterministic,first_order_random,higher_order_deterministic,higher_order_deterministic_k,higher_order_random,higher_order_random_k
carbon dioxide,54,608.41399999999999,10.3658,113959,19952.623149688829,294732748091666586,31653485835168641110275736056,7528618675730712682856,317974752120392247850,2,36598474658082691600,2
carbon dioxide,54,608.41399999999999,10.3658,113959,22387.211385683378,371046546257202157,39849377689760327165375457627,8947779931699442318590,367191515315417882010,2,42263259180098350930,2
carbon dioxide,54,608.41399999999999,10.3658,113959,25118.864315095823,467119926037923689,50167394217822979160010169378,10634456229168663625406,424026146795407547410,2,48804850290914200570,2
carbon dioxide,54,608.41399999999999,10.3658,113959,28183.82931264455,588069145240368871,63157007424313059932875974397,12639074747340009147084,489657755332320161530,2,56358961854245878960,2
carbon dioxide,54,608.41399999999999,10.3658,113959,31622.776601683792,740335190830479419,79509961579340521502131681396,15021568300774801211862,565447954493971513190,2,65082313794950262600,2
carbon dioxide,54,608.41399999999999,10.3658,113959,35481.338923357602,932026784976709481,100097111123009993445706303736,17853167172802767155467,652969111098546795150,2,75155883458853369470,2
carbon dioxide,54,608.41399999999999,10.3658,113959,39810.717055349691,1173352204074081156,126014796839941264316539649582,21218528713515726785443,754036966020957595030,2,86788660224510208780,2
carbon dioxide,54,608.41399999999999,10.3658,113959,44668.359215096345,1477162906686928980,158643230003881892056930643408,25218268371723468837925,870748304112381214160,2,100221981261216634110,2
carbon dioxide,54,608.41399999999999,10.3658,113959,50118.723362727251,1859637920580468494,199719993660993668933402887515,29971967832064916218281,1005524454744655783590,2,115734538384253749570,2
carbon dioxide,54,608.41399999999999,10.3658,113959,56234.132519034909,2341145434946463882,251432575263194721367198008908,35621750192661711940320,1161161525455324774760,2,133648159881130119780,2
carbon dioxide,54,608.41399999999999,10.3658,113959,63095.73444801943,2947327480750653186,316534858351686386679559176579,42336529071716279426336,1340888410855931130220,2,154334487260352379900,2
carbon dioxide,54,608.41399999999999,10.3658,113959,70794.578438413737,3710465462385752525,398493776897603270282643762485,50317058680161406424797,1548433780274250534670,2,178222685440626060440,2
carbon dioxide,54,608.41399999999999,10.3658,113959,79432.823472428208,4671199260170238491,501673942178229672331588352615,59801935844247914958270,1788103433876804848970,2,205808346338448948410,2
carbon dioxide,54,608.41399999999999,10.3658,113959,89125.093813374595,5880691452169191167,631570074243130736029088670378,71074733422747510886916,2064869632125434774750,2,237663770570649197620,2
carbon dioxide,54,608.41399999999999,10.3658,113959,100000,7403351908041682800,795099615793405281143535420220,84472478389182224978994,2384474251824563567310,2,274449840579256592300,2
carbon dioxide,54,608.41399999999999,10.3658,113959,112201.84543019652,9320267849471879148,1000971111230100026637318661710,100395728051426292164968,2753547908866129482510,2,316929731502198843470,2
carbon dioxide,54,608.41399999999999,10.3658,113959,125892.54117941661,11733522040409573152,1260147968399412640459479812511,119320545661134463720083,3179747519029363678040,2,365984744239778574900,2
carbon dioxide,54,608.41399999999999,10.3658,113959,141253.75446227554,14771629066497635258,1586432300038819031906608870541,141812733452214953980073,3671915150714306373790,2,422632589194603288910,2
carbon dioxide,54,608.41399999999999,10.3658,113959,158489.31924611141,18596379205387676644,1997199936609936272861405347945,168544748638734360197093,4240261465216482861110,2,488048500005051874940,2
carbon dioxide,54,608.41399999999999,10.3658,113959,177827.94100389228,23411454348996750502,2514325752631947034437334631988,200315808116100448582045,4896577550251567823150,2,563589615304334317220,2
carbon dioxide,54,608.41399999999999,10.3658,113959,199526.2314968883,29473274806981556652,3165348583516864108906313087563,238075782943175684900055,5654479541493302097270,2,650823134336584096470,2
carbon dioxide,54,608.41399999999999,10.3658,113959,223872.11385683378,37104654623268484327,3984937768976032002154923906844,282953596987470510382205,6529691107118496064910,2,751558830555092780090,2
carbon dioxide,54,608.41399999999999,10.3658,113959,251188.6431509582,46711992601041477367,5016739421782296715010546364036,336290978778201145521954,7540369655870805826580,2,867886597739824190000,2
carbon dioxide,54,608.41399999999999,10.3658,113959,281838.2931264455,58806914520950348542,6315700742431305990291236985820,399682575658782009255464,8707483036255610156090,2,1002219807577470256590,2
carbon dioxide,54,608.41399999999999,10.3658,113959,316227.76601683791,74033519079584779255,7950996157934051141120894677096,475023629546408239190335,10055244541984337725350,2,1157345378213835821640,2
carbon dioxide,54,608.41399999999999,10.3658,113959,354813.38923357602,93202678493785226262,10009711112300999340798435680212,564566639678469417579442,11611615248424565775710,2,1336481592516111451830,2
carbon dioxide,54,608.41399999999999,10.3658,113959,398107.17055349692,117335220403048263996,12601479683994126427421493852377,670988706412832696497567,13408884101682749461420,2,1543344865560507744870,2
carbon dioxide,54,608.41399999999999,10.3658,113959,446683.59215096349,147716290663801097107,15864323000388192752523672479139,797471569484472673213567,15484337795026964812430,2,1782226846524192923020,2
carbon dioxide,54,608.41399999999999,10.3658,113959,501187.23362727248,185963792052558121420,19971999366099366888011914398122,947796733651659874650268,17881034330111020862260,2,2058083454560979153560,2
carbon dioxide,54,608.41399999999999,10.3658,113959,562341.32519034913,234114543488487934155,25143257526319472130741267422704,1126458525738345608942607,20648696311540996542590,2,2376637695826666045320,2
carbon dioxide,54,608.41399999999999,10.3658,113959,630957.34448019427,294732748068155419436,31653485835168638661247898443104,1338798463180772700572502,23844742507347151893430,2,2744498394727535623190,2
carbon dioxide,54,608.41399999999999,10.3658,113959,707945.78438413737,371046546230822218144,39849377689760327020737849593097,1591164951344345523423006,27535479076432853675520,2,3169297302627128399060,2
carbon dioxide,54,608.41399999999999,10.3658,113959,794328.23472428217,467119926008324919090,50167394217822979856115429953789,1891103084140440793200850,31797475176573256938310,2,3659847428510858247180,2
carbon dioxide,54,608.41399999999999,10.3658,113959,891250.93813374592,588069145207158492776,63157007424313059420767970045265,2247580222482058333521531,36719151491748455247310,2,4226325876384945114180,2
carbon dioxide,54,608.41399999999999,10.3658,113959,1000000,740335190793216828000,79509961579340528103722056202200,2671254094780858357955113,42402614634891791758680,2,4880484982611008310600,2
carbon dioxide,54,608.41399999999999,10.3658,113959,1122018.4543019629,932026784934896362436,100097111123009592278239852172399,3174791434984878430508738,48965775483135009559730,2,5635896133496199774460,2
carbon dioxide,54,608.41399999999999,10.3658,113959,1258925.4117941686,1173352204027174914044,126014796839941764518119345476486,3773246684596039375063542,56544795393187540089560,2,6508231321453903589030,2
carbon dioxide,54,608.41399999999999,10.3658,113959,1412537.5446227554,1477162906634294188590,158643230003881903175643511115342,4484512080861292022623024,65296911046786314817710,2,7515588280985669353150,2
carbon dioxide,54,608.41399999999999,10.3658,113959,1584893.1924611141,1859637920521411017279,199719993660993652472250122782090,5329852587590307341926970,75403696531332141252620,2,8678865949855868394290,2
carbon dioxide,54,608.41399999999999,10.3658,113959,1778279.4100389229,2341145434880200835162,251432575263194759981198734785778,6334541661623555834045184,87074830331839819479310,2,10022198044891958293830,2
carbon dioxide,54,608.41399999999999,10.3658,113959,1995262.3149688789,2947327480676292532947,316534858351685109994932665721125,7528616862695613851849221,100552445385379151181640,2,11573453747507664256110,2
carbon dioxide,54,608.41399999999999,10.3658,113959,2238721.1385683422,3710465462302345107789,398493776897604695396997859541689,8947777897440602982750741,116116152445576138319450,2,13364815886325153402790,2
carbon dioxide,54,608.41399999999999,10.3658,113959,2511886.4315095823,4671199260076640048772,501673942178229791306345745899240,10634453946692624917889621,134088840973439944942470,2,15433448612050774991040,2
carbon dioxide,54,608.41399999999999,10.3658,113959,2818382.931264455,5880691452064169468738,631570074243130598999160097917806,12639072186359715838886092,154843377901587606616990,2,17822268416393459720110,2
carbon dioxide,54,608.41399999999999,10.3658,113959,3162277.6601683795,7403351907923848734631,795099615793405365511045009780805,15021565427307593425077544,178810343246488063357010,2,20580834490821231942310,2
carbon dioxide,54,608.41399999999999,10.3658,113959,3548133.892335753,9320267849339628632814,1000971111230095984474269211240539,17853163948719413825092622,206486963054122888159660,2,23766376896813195069830,2
carbon dioxide,54,608.41399999999999,10.3658,113959,3981071.7055349774,11733522040261277399006,1260147968399417960485444980849035,21218525096034765477923077,238447425004706287987100,2,27444983878343755401010,2
carbon dioxide,54,608.41399999999999,10.3658,113959,4466835.9215096347,14771629066331191371471,1586432300038819275204878141981998,25218264312842930156812145,275354790687173370726400,2,31692972948949142955820,2
carbon dioxide,54,608.41399999999999,10.3658,113959,5011872.3362727249,18596379205200924862637,1997199936609936688747907788927087,29971963277925968031626111,317974751679162258921000,2,36598474198371944290840,2
carbon dioxide,54,608.41399999999999,10.3658,113959,5623413.2519034911,23411454348787208875108,2514325752631947213014341496591419,35621745082833689112708849,367191514820351101961860,2,42263258666549662655390,2
carbon dioxide,54,608.41399999999999,10.3658,113959,6309573.4448019424,29473274806746433610451,3165348583516862862709825341409300,42336523338394845094090382,424026146239933379502270,2,48804849716958346655850,2
carbon dioxide,54,608.41399999999999,10.3658,113959,7079457.8438413879,37104654623004838224412,3984937768976048462846312455619231,50317052247269023847523834,489657754709067599752290,2,56358961212512068778430,2
carbon dioxide,54,608.41399999999999,10.3658,113959,7943282.3472428219,46711992600745501433574,5016739421782297985527094093011742,59801928626423696310792747,565447953794670835530630,2,65082313077168117735490,2
carbon dioxide,54,608.41399999999999,10.3658,113959,8912509.3813374583,58806914520618231162382,6315700742431304524715486808018315,71074725324215400823287332,650911457985924047387650,3,75155882655744282046330,2
carbon dioxide,54,608.41399999999999,10.3658,113959,10000000,74033519079212168280000,7950996157934052810265890762022000,84472469302479665433480102,744483796302167561761900,3,86788659325662041260570,2
carbon dioxide,54,608.41399999999999,10.3658,113959,11220184.543019652,93202678493367141039143,10009711112301000265061026693275244,100395717855978219080654554,851507706858992678401750,3,100221980254946903541200,2
carbon dioxide,54,608.41399999999999,10.3658,113959,12589254.117941687,117335220402579639432651,12601479683994178453620314530740405,119320534221653826444976562,973916932031793868690500,3,115734537257456047316090,2
carbon dioxide,54,608.41399999999999,10.3658,113959,14125375.446227554,147716290663274725487758,15864323000388190317414177375964051,141812720616906030322403623,1113923200999888438151650,3,133648158619097227782080,2
carbon dioxide,54,608.41399999999999,10.3658,113959,15848931.924611142,185963792051967556377669,19971999366099367767352451372772366,168544734237280779457595586,1274056191979402120854800,3,154334485846582404764800,2
carbon dioxide,54,608.41399999999999,10.3658,113959,17782794.100389227,234114543487825257108748,25143257526319467514475161782243016,200315791957403567937101812,1457209239261438807090200,3,178222683856605603650580,2
carbon dioxide,54,608.41399999999999,10.3658,113959,19952623.149688829,294732748067411954373582,31653485835168641086729743721179630,238075764812819456345940441,1666691610904971231201350,3,205808344563404378272760,2
carbon dioxide,54,608.41399999999999,10.3658,113959,22387211.385683425,371046546229989504048323,39849377689760487339524948069986521,282953576644876971069784118,1906288301654564176992850,3,237663768581271432581730,2
carbon dioxide,54,608.41399999999999,10.3658,113959,25118864.315095823,467119926007388916840301,50167394217822979130367523733135175,336290955953434678234999790,2180328421440630085297750,3,274449838349392530744810,2
carbon dioxide,54,608.41399999999999,10.3658,113959,28183829.312644549,588069145206108293019863,63157007424313059899616373804169813,399682550048972571988630900,2493763415127514209092950,3,316929729002505189325430,2
carbon dioxide,54,608.41399999999999,10.3658,113959,31622776.601683792,740335190792038324028468,79509961579340511407510777551914633,475023600811729250531468584,2852256526808990080851600,3,365984741437332161674060,2
carbon dioxide,54,608.41399999999999,10.3658,113959,35481338.923357606,932026784933578283849975,100097111123010027257273677887047191,564566607437629257096718844,3262285125120765913712000,3,422632586052461472592360,2
carbon dioxide,54,608.41399999999999,10.3658,113959,39810717.055349775,1173352204025691813690184,126014796839941802378818418039135072,670988670238016830673118621,3731257738416551541190700,3,488048496481765888046750,2
carbon dioxide,54,608.41399999999999,10.3658,113959,44668359.215096347,1477162906632629953755212,158643230003881927520012923170219505,797471528895659055186261198,4267647914436949585493500,3,563589611353396881030900,2
carbon dioxide,54,608.41399999999999,10.3658,113959,50118723.362727247,1859637920519543613470474,199719993660993668874257942388529889,947796688110261719273289828,4881147323090480773413200,3,650823129905813093150010,2
carbon dioxide,54,608.41399999999999,10.3658,113959,56234132.519034907,2341145434878105042107736,251432575263194721300836297268448310,1126458474640056192147425253,5582840868657067454920200,3,751558825585943326650290,2
carbon dioxide,54,608.41399999999999,10.3658,113959,63095734.44801943,2947327480673953305377659,316534858351686386605100168375056620,1338798405847548724926424926,6385406975397454525208650,3,867886592166602453390390,2
carbon dioxide,54,608.41399999999999,10.3658,113959,70794578.438413873,3710465462299707470779196,398493776897604733706394360719313297,1591164887015414278457612472,7303346665393183855329850,3,1002219801326466490093840,2
carbon dioxide,54,608.41399999999999,10.3658,113959,79432823.472428218,4671199260073680238603872,501673942178229798551864920362743952,1891103011962187573980590278,8353245567669306395691600,3,1157345371202349567565300,2
carbon dioxide,54,608.41399999999999,10.3658,113959,89125093.813374594,5880691452060849706349009,631570074243130735923912542883100564,2247580141496726283525152854,9554073592664472531035100,3,1336481584651346706725250,2
carbon dioxide,54,608.41399999999999,10.3658,113959,100000000,7403351907920121682800000,795099615793405281025525927620220000,2671254003913820509917977798,10927527686663189711661200,3,1543344856738355658602890,2
ethane,60,768.13800000000003,4.0704099999999999,467403,100,11800719894508,8459034655216873691164728,22393740426336389943,3155427817779875190,2,255208452648120060,2
ethane,60,768.13800000000003,4.0704099999999999,467403,112.2018454301963,14856226131628,10649293686700025666526786,26615005943355438870,3643831197803955210,2,294709925751026700,2
ethane,60,768.13800000000003,4.0704099999999999,467403,125.89254117941675,18702880576868,13406666439845871453625704,31631988871903856385,4207830622295512350,2,340325515234877190,2
ethane,60,768.13800000000003,4.0704099999999999,467403,141.2537544622754,23545531605492,16877993068569990365959269,37594683650449732626,4859126997053935710,2,393001576174420620,2
ethane,60,768.13800000000003,4.0704099999999999,467403,158.48931924611142,29642068042648,21248134374108603195903117,44681358995160633339,5611232317297812480,2,453830942346101430,2
ethane,60,768.13800000000003,4.0704099999999999,467403,177.82794100389228,37317152683686,26749816316782448433209727,53103887663245239837,6479749991674697910,2,524075598512662200,2
ethane,60,768.13800000000003,4.0704099999999999,467403,199.52623149688787,46979511771893,33676023522023646668704782,63114080888437647486,7482698555398877970,2,605192861946100290,2
ethane,60,768.13800000000003,4.0704099999999999,467403,223.87211385683401,59143701161354,42395601780053733542150484,75011216871548638020,8640885488327019750,2,698865616367352690,2
ethane,60,768.13800000000003,4.0704099999999999,467403,251.18864315095797,74457508292502,53372900429215638870975210,89150988408096297786,9978338893332616950,2,807037225590253290,2
ethane,60,768.13800000000003,4.0704099999999999,467403,281.83829312644548,93736449235474,67192500651499460253689745,105956137163514178482,11522805990757240620,2,931951851138755250,2
ethane,60,768.13800000000003,4.0704099999999999,467403,316.22776601683796,118007197894614,84590346552168749947984353,125929092532727136684,13306328770758135540,2,1076201010292479210,2
ethane,60,768.13800000000003,4.0704099999999999,467403,354.81338923357532,148562260137641,106492936867000242783398760,149666992952700792264,15365908746334480320,2,1242777340537693410,2
ethane,60,768.13800000000003,4.0704099999999999,467403,398.10717055349733,187028804446225,134066664398458684378013271,177879538765623427491,17744274598094356380,2,1435136685717394170,2
ethane,60,768.13800000000003,4.0704099999999999,467403,446.68359215096302,235455314571102,168779930685699884433437688,211410210386295994872,20490768636640933170,2,1657269792052502790,2
ethane,60,768.13800000000003,4.0704099999999999,467403,501.18723362727246,296420678761600,212481343741085986619537961,251261486141035630584,23662370473338815700,2,1913785101375961290,2
ethane,60,768.13800000000003,4.0704099999999999,467403,562.34132519034904,373171524968840,267498163167824405897667243,298624813725046832832,27324879136878709560,2,2210004359290426020,2
ethane,60,768.13800000000003,4.0704099999999999,467403,630.957344480193,469795115622978,336760235220236502089085846,354916231345887045252,31554278160205702980,2,2552073021758322180,2
ethane,60,768.13800000000003,4.0704099999999999,467403,707.94578438413805,591437009261840,423956017800537292367144898,421818703531394074215,36438311958301123410,2,2947087750595268510,2
ethane,60,768.13800000000003,4.0704099999999999,467403,794.32823472428129,744575080286371,533729004292156288588290276,501332437331226418359,42078306200837613540,2,3403243643017299900,2
ethane,60,768.13800000000003,4.0704099999999999,467403,891.25093813374588,937364489394128,671925006514994593763275737,595834683233943698658,48591269945734279890,2,3930004249669078590,2
ethane,60,768.13800000000003,4.0704099999999999,467403,1000,1180071975624276,845903465521687351984750641,708150808689547559433,56112323145130254060,2,4538297908319723010,2
ethane,60,768.13800000000003,4.0704099999999999,467403,1122.0184543019629,1485622597649221,1064929368670002547396142403,841638769148667949437,64797499885510436610,2,5240744466559266720,2
ethane,60,768.13800000000003,4.0704099999999999,467403,1258.9254117941675,1870288040280277,1340666643984587123780236875,1000289502080030028597,74826985518956924850,2,6051917097032898840,2
ethane,60,768.13800000000003,4.0704099999999999,467403,1412.5375446227554,2354553141018770,1687799306857002358017733260,1188846245482981086699,86408854843947583110,2,6988644636964011360,2
ethane,60,768.13800000000003,4.0704099999999999,467403,1584.893192461114,2964206782351208,2124813437410859756183670306,1412946348204455489835,99783388889231370480,2,8070360724397462580,2
ethane,60,768.13800000000003,4.0704099999999999,467403,1778.2794100389228,3731715243781209,2674981631678244812826198771,1679289811815499150806,115228059858079102530,2,9319506974446585290,2
ethane,60,768.13800000000003,4.0704099999999999,467403,1995.2623149688789,4697951149601807,3367602352202365307804787801,1995839603005719979980,133063287652053879000,2,10761998559944978130,2
ethane,60,768.13800000000003,4.0704099999999999,467403,2238.7211385683399,5914370085181685,4239560178005373315846870936,2372059725308944401714,153659087401035309270,2,12427761855605754540,2
ethane,60,768.13800000000003,4.0704099999999999,467403,2511.8864315095821,7445750794519602,5337290042921573618191942485,2819198167877925823632,177442745911048119180,2,14351355299812137420,2
ethane,60,768.13800000000003,4.0704099999999999,467403,2818.3829312644548,9373644884579013,6719250065149945977089983824,3350623190731653646623,204907686287993130390,2,16572686354623770810,2
ethane,60,768.13800000000003,4.0704099999999999,467403,3162.2776601683795,11800719745738133,8459034655216874405637888606,3982223000518939731483,236623704645385520160,2,19137839438276594310,2
ethane,60,768.13800000000003,4.0704099999999999,467403,3548.133892335753,14856225964705812,10649293686700024217558789880,4732880766051539735163,273248791270038863790,2,22100032006708364850,2
ethane,60,768.13800000000003,4.0704099999999999,467403,3981.0717055349733,18702880389578220,13406666439845870390149734339,5625039175320968018034,315542781491282518800,2,25520718619314306960,2
ethane,60,768.13800000000003,4.0704099999999999,467403,4466.8359215096352,23545531395349519,16877993068570026151961848455,6685371412767770236959,364383119458733450430,2,29470865894147779380,2
ethane,60,768.13800000000003,4.0704099999999999,467403,5011.8723362727251,29642067806863365,21248134374108601967747515752,7945578617257641108291,420783061868926450350,2,34032424803233584140,2
ethane,60,768.13800000000003,4.0704099999999999,467403,5623.4132519034911,37317152419131928,26749816316782450007165491947,9443337662658963402360,485912699300898340770,2,39300030852700509600,2
ethane,60,768.13800000000003,4.0704099999999999,467403,6000,42482591076385656,30452524758780744614373170925,10407643053097234231383,526923190077901486530,2,42616909585677823320,2
ethane,60,768.13800000000003,4.0704099999999999,467403,6309.5734448019302,46979511475058570,33676023522023650100863239717,11223427597166480970420,561123231275736625740,2,45382967420113541250,2
ethane,60,768.13800000000003,4.0704099999999999,467403,7079.457843841381,59143700828299920,42395601780053741092561719492,13339068418942365458616,647974998658126719810,2,52407432981101920950,2
ethane,60,768.13800000000003,4.0704099999999999,467403,7943.2823472428217,74457507918809595,53372900429215749669273283476,15853512213942798347094,748269854968548391890,2,60519159261799705860,2
ethane,60,768.13800000000003,4.0704099999999999,467403,8912.5093813374588,93736448816184063,67192500651499459223705537304,18841934226763750483617,864088548191495169450,2,69886434634137003930,2
ethane,60,768.13800000000003,4.0704099999999999,467403,10000,118007197424162760,84590346552168735027241975050,22393680402547466445078,997833888614120113230,2,80703595478230542030,2
ethane,60,768.13800000000003,4.0704099999999999,467403,11220.184543019654,148562259609786943,106492936867000710124738488837,26614938595537763043378,1152280598268631257720,2,93195057944778963270,2
ethane,60,768.13800000000003,4.0704099999999999,467403,12589.254117941662,187028803853962140,134066664398458435280821204212,31631913306389969178501,1330632876170313722100,2,107619973761674221200,2
ethane,60,768.13800000000003,4.0704099999999999,467403,14125.375446227554,235455313906572700,168779930685700235559906295590,37594598864528277814695,1536590873617384020450,2,124277606675552003040,2
ethane,60,768.13800000000003,4.0704099999999999,467403,15848.931924611141,296420678015985728,212481343741085975346976022292,44681263863770014825392,1774427458669575267870,2,143513541069674306130,2
ethane,60,768.13800000000003,4.0704099999999999,467403,17782.794100389227,373171524132247338,267498163167824450893061167818,53103780924045780823713,2049076862385227294670,2,165726851563987880700,2
ethane,60,768.13800000000003,4.0704099999999999,467403,19952.623149688829,469795114684307941,336760235220237914434246664181,63113961125062001585280,2366237045898753376710,2,191378382340122974070,2
ethane,60,768.13800000000003,4.0704099999999999,467403,22387.211385683378,591437008208630947,423956017800536573704547906937,75011082494804427426900,2732487912077578814430,2,221000307956728006860,2
ethane,60,768.13800000000003,4.0704099999999999,467403,25118.864315095823,744575079104654705,533729004292157488877862177450,89150837634881981806662,3155427814214020310760,2,255207174006801722250,2
ethane,60,768.13800000000003,4.0704099999999999,467403,28183.82931264455,937364488068218029,671925006514994597226409458930,105955967993155607216349,3643831193803237927620,2,294708646669854095070,2
ethane,60,768.13800000000003,4.0704099999999999,467403,31622.776601683792,1180071974136581215,845903465521687279523403304497,125928902720431804748757,4207830617809541947050,2,340324235665076814840,2
ethane,60,768.13800000000003,4.0704099999999999,467403,35481.338923357602,1485622595980004883,1064929368670006623078570999396,149666779979770245135279,4859126992021898382150,2,393000296052402296460,2
ethane,60,768.13800000000003,4.0704099999999999,467403,39810.717055349691,1870288038407375664,1340666643984584142195269495934,177879299806029738975099,5611232311649859522930,2,453829661606078185830,2
ethane,60,768.13800000000003,4.0704099999999999,467403,44668.359215096345,2354553138917345006,1687799306857002236580121115082,211409942269185439261719,6479749985338615560210,2,524074317080812405380,2
ethane,60,768.13800000000003,4.0704099999999999,467403,50118.723362727251,2964206779993370743,2124813437410860195916538437407,251261185308650334497718,7482698548291202073780,2,605191579736183417400,2
ethane,60,768.13800000000003,4.0704099999999999,467403,56234.132519034909,3731715241135672414,2674981631678244999753634980489,298624476185517512974704,8640885480350535157380,2,698864333289431054160,2
ethane,60,768.13800000000003,4.0704099999999999,467403,63095.73444801943,4697951146633484151,3367602352202378885960021385744,354915852620263548708372,9978338884385897209980,2,807035941539451005780,2
ethane,60,768.13800000000003,4.0704099999999999,467403,70794.578438413737,5914370081851140099,4239560178005365724090856660651,421818278594207046265608,11522805980716783837890,2,931950565990766489550,2
ethane,60,768.13800000000003,4.0704099999999999,467403,79432.823472428208,7445750790782680931,5337290042921573621717210424735,501331960543812706226133,13306328759493386709840,2,1076199723919399142370,2
ethane,60,768.13800000000003,4.0704099999999999,467403,89125.093813374595,9373644880386121656,6719250065149947428668999202481,595834148269613998688199,15365908733694402836370,2,1242776052788541518130,2
ethane,60,768.13800000000003,4.0704099999999999,467403,100000,11800719741033627600,8459034655216873501011885778023,708150208449641568380544,17744274583913802740910,2,1435135396427233283250,2
ethane,60,768.13800000000003,4.0704099999999999,467403,112201.84543019652,14856225959427331906,10649293686700067214075410096676,841638095668360486452771,20490768620730899624340,2,1657268501030940970350,2
ethane,60,768.13800000000003,4.0704099999999999,467403,125892.54117941661,18702880383655559793,13406666439845841396067727521125,1000288746422630264186799,23662370455485180259440,2,1913783808411414547410,2
ethane,60,768.13800000000003,4.0704099999999999,467403,141253.75446227554,23545531388704227188,16877993068570023553571972809587,1188845397621369458561226,27324879116846246990760,2,2210003064150141682560,2
ethane,60,768.13800000000003,4.0704099999999999,467403,158489.31924611141,29642067799407222670,21248134374108597531983830497408,1412945396888011204515066,31554278137731097128000,2,2552071724171398142940,2
ethane,60,768.13800000000003,4.0704099999999999,467403,177827.94100389228,37317152410766002795,26749816316782448094766609915392,1679288744420819119639377,36438311933085306465690,2,2947086450263955040230,2
ethane,60,768.13800000000003,4.0704099999999999,467403,199526.2314968883,46979511465672047840,33676023522023791440008222049243,1995838405369118835269544,42078306172544789166090,2,3403242339612545285520,2
ethane,60,768.13800000000003,4.0704099999999999,467403,223872.11385683378,59143700817767719833,42395601780053649791653579244628,2372058381538483223890056,48591269913990871564710,2,3930002942808467718300,2
ethane,60,768.13800000000003,4.0704099999999999,467403,251188.6431509582,74457507906992396875,53372900429215736134604536526637,2819196660142586557450590,56112323109510775484370,2,4538296597585355532810,2
ethane,60,768.13800000000003,4.0704099999999999,467403,281838.2931264455,93736448802924970210,67192500651499459717815091246122,3350621499024686047038438,64797499845545540387550,2,5240743151480028457500,2
ethane,60,768.13800000000003,4.0704099999999999,467403,316227.76601683791,118007197409285788349,84590346552168717246999127150449,3982221102392403722330076,74826985474114692344640,2,6051915777077030073120,2
ethane,60,768.13800000000003,4.0704099999999999,467403,354813.38923357602,148562259593094666602,106492936867000662301781699927985,4732878636318448620214248,86408854793634809804280,2,6988643311536120125250,2
ethane,60,768.13800000000003,4.0704099999999999,467403,398107.17055349692,187028803835233143877,134066664398458414212710278804980,5625036785721002097047049,99783388832783591595090,2,8070359392831882872840,2
ethane,60,768.13800000000003,4.0704099999999999,467403,446683.59215096349,235455313885558489760,168779930685700261435483524337266,6685368731592403505121672,115228059794741616463890,2,9319505635993682156940,2
ethane,60,768.13800000000003,4.0704099999999999,467403,501187.23362727248,296420677992407416992,212481343741086019583072151254187,7945575608929276409565243,133063287580991132779740,2,10761997213763725308960,2
ethane,60,768.13800000000003,4.0704099999999999,467403,562341.32519034913,373171524105792037981,267498163167824499965734676545248,9443334287258890800585108,153659087321299979843250,2,12427760500753909649250,2
ethane,60,768.13800000000003,4.0704099999999999,467403,630957.34448019427,469795114654624493405,336760235220237888585198406149648,11223423809905204335882249,177442745821585600483830,2,14351353935232004862780,2
ethane,60,768.13800000000003,4.0704099999999999,467403,707945.78438413737,591437008175325608799,423956017800536572396963711350612,13339064169565116506848773,204907686187613825701050,2,16572684979127226182400,2
ethane,60,768.13800000000003,4.0704099999999999,467403,794328.23472428217,744575079067285513917,533729004292157496543121284998640,15853507446062971903436133,236623704532754629338930,2,19137838050528973019550,2
ethane,60,768.13800000000003,4.0704099999999999,467403,891250.93813374592,937364488026289088344,671925006514994592069187852944516,18841928877114432605532519,273248791143668343949890,2,22100030605219871248530,2
ethane,60,768.13800000000003,4.0704099999999999,467403,1000000,1180071974089536276000,845903465521687350084065881195230,22393674400142032858980360,315542781349491542012550,2,25520717202407127868560,2
ethane,60,768.13800000000003,4.0704099999999999,467403,1122018.4543019629,1485622595927213529640,1064929368670002355439554205609793,26614931860727822208779559,364383119299639041643440,2,29470864459938187227990,2
ethane,60,768.13800000000003,4.0704099999999999,467403,1258925.4117941686,1870288038348156895325,1340666643984589464232059876305712,31631905749808923577649274,420783061690425137147310,2,34032423349615465683450,2
ethane,60,768.13800000000003,4.0704099999999999,467403,1412537.5446227554,2354553138850892290968,1687799306857002355333010784042423,37594590385904583997283469,485912699100613836951120,2,39300029377301397321360,2
ethane,60,768.13800000000003,4.0704099999999999,467403,1584893.1924611141,2964206779918809140645,2124813437410860021304574166378873,44681254350597547665262095,561123231051016867986810,2,45382965920275332984390,2
ethane,60,768.13800000000003,4.0704099999999999,467403,1778279.4100389229,3731715241052013767023,2674981631678245411147298290153491,53103770250090489310650669,647974998405984647726220,2,52407431453842216309050,2
ethane,60,768.13800000000003,4.0704099999999999,467403,1995262.3149688789,4697951146539598014153,3367602352202365304012341671177138,63113949148686727657327725,748269854685639867883470,2,60519157703775905007420,2
ethane,60,768.13800000000003,4.0704099999999999,467403,2238721.1385683422,5914370081745840532845,4239560178005380886559568338984822,75011069057090512107861504,864088547874067924302990,2,69886433041593925727370,2
ethane,60,768.13800000000003,4.0704099999999999,467403,2511886.4315095823,7445750790664510908390,5337290042921574888305505827753571,89150822557518482511746841,997833888257959139406720,2,80703593846952505881210,2
