circuit,core_length,pass1_count_0,pass1_count_1,pass5_count_0,pass5_count_1,lambda,p_value,jsd_standard,jsd_entropy,notebook_compatibility_jsd,tvd,ict_significant,sstvd
(Gx)^16Gy,16,53,47,58,42,0.5063482767770475,0.47672394644766247,0.0012658706919426188,0.0012658706919426166,0.0025317413838852375,0.04999999999999996,False,
(Gx)^16GxGx,16,7,93,6,94,0.08234673714015428,0.7741420201133751,0.0002058668428503857,0.0002058668428503163,0.0004117336857007714,0.009999999999999953,False,
(Gx)^16GxGxGx,16,75,25,68,32,1.204617393495532,0.27240075936453634,0.00301154348373883,0.0030115434837388877,0.00602308696747766,0.06999999999999998,False,
(Gx)^16GyGyGy,16,62,38,48,52,3.973306754621463,0.046226908200068015,0.009933266886553658,0.009933266886553715,0.019866533773107316,0.14,False,
Gx(Gx)^16Gy,16,47,53,51,49,0.3202136445477959,0.5714792806969891,0.0008005341113694897,0.0008005341113694886,0.0016010682227389794,0.040000000000000036,False,
Gx(Gx)^16GxGxGx,16,90,10,92,8,0.24466020699210533,0.6208603438309419,0.0006116505174802633,0.0006116505174802445,0.0012233010349605267,0.02000000000000001,False,
Gx(Gx)^16GyGyGy,16,55,45,50,50,0.5014648273252389,0.47885719595084575,0.0012536620683130972,0.0012536620683130106,0.0025073241366261943,0.05000000000000002,False,
Gy(Gx)^16,16,43,57,38,62,0.5189841740808205,0.47127532633676195,0.0012974604352020513,0.001297460435201847,0.0025949208704041027,0.05000000000000002,False,
Gy(Gx)^16Gx,16,51,49,47,53,0.32021364454779633,0.5714792806969887,0.0008005341113694908,0.0008005341113694886,0.0016010682227389815,0.040000000000000036,False,
Gy(Gx)^16Gy,16,0,100,0,100,0.0,1.0,0.0,-0.0,0.0,0.0,False,
Gy(Gx)^16GxGx,16,39,61,44,56,0.5151275614680495,0.4729275588915387,0.0012878189036701238,0.0012878189036702459,0.0025756378073402476,0.04999999999999996,False,
Gy(Gx)^16GxGxGx,16,47,53,47,53,0.0,1.0,0.0,0.0,0.0,0.0,False,
Gy(Gx)^16GyGyGy,16,100,0,100,0,0.0,1.0,0.0,-0.0,0.0,0.0,False,
GxGx(Gx)^16Gy,16,53,47,57,43,0.3233229702543592,0.5696174716643128,0.0008083074256358979,0.000808307425635757,0.0016166148512717958,0.03999999999999995,False,
GxGx(Gx)^16GxGxGx,16,22,78,19,81,0.27631562479328897,0.599126318498814,0.0006907890619832224,0.0006907890619832768,0.0013815781239664448,0.030000000000000013,False,
GxGx(Gx)^16GyGyGy,16,49,51,34,66,4.654175961177719,0.030978098261764706,0.011635439902944298,0.011635439902944467,0.023270879805888597,0.15,False,
GxGxGx(Gx)^16Gy,16,47,53,56,44,1.6236653634309928,0.2025814614569878,0.004059163408577482,0.004059163408577593,0.008118326817154964,0.09000000000000005,False,
GxGxGx(Gx)^16GxGxGx,16,13,87,10,90,0.44327141932786684,0.505547692272057,0.001108178548319667,0.0011081785483197382,0.002216357096639334,0.030000000000000013,False,
GxGxGx(Gx)^16GyGyGy,16,46,54,46,54,0.0,1.0,0.0,0.0,0.0,0.0,False,
GyGyGy(Gx)^16,16,54,46,44,56,2.004155147636796,0.15686866986425574,0.00501038786909199,0.005010387869092137,0.01002077573818398,0.10000000000000003,False,
GyGyGy(Gx)^16Gx,16,45,55,52,48,0.981689053543441,0.3217821615284369,0.0024542226338586026,0.002454222633858638,0.004908445267717205,0.07000000000000003,False,
GyGyGy(Gx)^16Gy,16,100,0,100,0,0.0,1.0,0.0,-0.0,0.0,0.0,False,
GyGyGy(Gx)^16GxGx,16,52,48,46,54,0.7207217801190859,0.3959072542193456,0.0018018044502977149,0.0018018044502977615,0.0036036089005954297,0.060000000000000026,False,
GyGyGy(Gx)^16GxGxGx,16,51,49,49,51,0.08000533418684963,0.7772901821977494,0.00020001333546712407,0.00020001333546704192,0.00040002667093424815,0.020000000000000018,False,
GyGyGy(Gx)^16GyGyGy,16,0,100,0,100,0.0,1.0,0.0,-0.0,0.0,0.0,False,
(Gy)^16,16,100,0,100,0,0.0,1.0,0.0,-0.0,0.0,0.0,False,
(Gy)^16Gx,16,53,47,46,54,0.9809003986037155,0.32197661331438393,0.0024522509965092887,0.002452250996509253,0.0049045019930185774,0.07000000000000003,False,
(Gy)^16Gy,16,47,53,40,60,0.9977337421290082,0.3178594979986437,0.0024943343553225205,0.002494334355322425,0.004988668710645041,0.06999999999999995,False,
(Gy)^16GxGx,16,0,100,0,100,0.0,1.0,0.0,-0.0,0.0,0.0,False,
(Gy)^16GxGxGx,16,47,53,52,48,0.5002586722913147,0.4793864858801373,0.0012506466807282867,0.0012506466807282735,0.0025012933614565734,0.050000000000000044,False,
(Gy)^16GyGyGy,16,52,48,48,52,0.3200853879935259,0.5715563344200036,0.0008002134699838148,0.0008002134699838237,0.0016004269399676296,0.040000000000000036,False,
Gx(Gy)^16,16,51,49,55,45,0.32124341308238247,0.5708613557247934,0.0008031085327059561,0.0008031085327059317,0.0016062170654119123,0.04000000000000001,False,
Gx(Gy)^16Gx,16,0,100,0,100,0.0,1.0,0.0,-0.0,0.0,0.0,False,
Gx(Gy)^16Gy,16,51,49,57,43,0.7250872236309851,0.39448026045400386,0.0018127180590774628,0.001812718059077345,0.0036254361181549256,0.05999999999999997,False,
Gx(Gy)^16GxGx,16,56,44,47,53,1.6236653634309928,0.2025814614569878,0.004059163408577482,0.004059163408577593,0.008118326817154964,0.09000000000000005,False,
Gx(Gy)^16GxGxGx,16,100,0,98,2,2.7927910859925618,0.09468917239990876,0.006981977714981404,0.006981977714981345,0.013963955429962809,0.02000000000000001,False,
Gx(Gy)^16GyGyGy,16,49,51,55,45,0.721590648371266,0.3956226428336339,0.001803976620928165,0.0018039766209281272,0.00360795324185633,0.060000000000000026,False,
Gy(Gy)^16Gx,16,50,50,48,52,0.08003735980990201,0.7772467883348797,0.00020009339952475503,0.00020009339952486993,0.00040018679904951006,0.020000000000000018,False,
Gy(Gy)^16Gy,16,1,99,2,98,0.34487423752265456,0.5570291412260819,0.0008621855938066364,0.0008621855938066997,0.0017243711876132727,0.010000000000000005,False,
Gy(Gy)^16GxGx,16,49,51,49,51,0.0,1.0,0.0,0.0,0.0,0.0,False,
Gy(Gy)^16GxGxGx,16,40,60,48,52,1.3001932811055594,0.25417792160879527,0.0032504832027638987,0.0032504832027637764,0.0065009664055277975,0.07999999999999996,False,
Gy(Gy)^16GyGyGy,16,96,4,99,1,1.973603237208356,0.1600659175247779,0.00493400809302089,0.0049340080930209,0.00986801618604178,0.030000000000000013,False,
GxGx(Gy)^16,16,0,100,0,100,0.0,1.0,0.0,-0.0,0.0,0.0,False,
GxGx(Gy)^16Gx,16,54,46,53,47,0.020098825833381517,0.8872614223131574,5.0247064583453794e-05,5.024706458356398e-05,0.00010049412916690759,0.009999999999999981,False,
GxGx(Gy)^16Gy,16,67,33,55,45,3.0357448555649444,0.08144915977595933,0.007589362138912361,0.00758936213891237,0.015178724277824723,0.12,False,
GxGx(Gy)^16GxGx,16,100,0,99,1,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
GxGx(Gy)^16GxGxGx,16,48,52,43,57,0.5043019743691497,0.4776159463246459,0.0012607549359228741,0.0012607549359229253,0.0025215098718457483,0.04999999999999996,False,
GxGx(Gy)^16GyGyGy,16,45,55,38,62,1.0101169267651784,0.31487482861012056,0.002525292316912946,0.002525292316913119,0.005050584633825892,0.06999999999999998,False,
GxGxGx(Gy)^16,16,57,43,60,40,0.18538886561999623,0.6667824598147898,0.0004634721640499906,0.00046347216405018266,0.0009269443280999812,0.03,False,
GxGxGx(Gy)^16Gx,16,99,1,100,0,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
GxGxGx(Gy)^16Gy,16,53,47,54,46,0.020098825833381517,0.8872614223131574,5.0247064583453794e-05,5.024706458356398e-05,0.00010049412916690759,0.009999999999999981,False,
GxGxGx(Gy)^16GxGx,16,41,59,50,50,1.6355326482154489,0.20093951018086603,0.0040888316205386225,0.0040888316205386355,0.008177663241077245,0.09,False,
GxGxGx(Gy)^16GxGxGx,16,1,99,1,99,0.0,1.0,0.0,0.0,0.0,0.0,False,
GxGxGx(Gy)^16GyGyGy,16,49,51,41,59,1.294382693549605,0.2552418442974092,0.0032359567338740127,0.0032359567338740014,0.006471913467748025,0.07999999999999999,False,
GyGyGy(Gy)^16Gx,16,63,37,60,40,0.19009069366881315,0.6628411446927105,0.0004752267341720329,0.00047522673417199623,0.0009504534683440658,0.030000000000000027,False,
GyGyGy(Gy)^16GxGx,16,45,55,35,65,2.0875762540583747,0.148501507674656,0.005218940635145937,0.00521894063514583,0.010437881270291874,0.1,False,
GyGyGy(Gy)^16GxGxGx,16,40,60,48,52,1.3001932811055594,0.25417792160879527,0.0032504832027638987,0.0032504832027637764,0.0065009664055277975,0.07999999999999996,False,
GyGyGy(Gy)^16GyGyGy,16,0,100,2,98,2.7927910859925626,0.09468917239990873,0.006981977714981407,0.006981977714981345,0.013963955429962814,0.02000000000000001,False,
(GxGy)^8,16,65,35,69,31,0.3619935928383642,0.5474011244286237,0.0009049839820959105,0.0009049839820958194,0.001809967964191821,0.03999999999999995,False,
(GxGy)^8Gx,16,66,34,66,34,0.0,1.0,0.0,0.0,0.0,0.0,False,
(GxGy)^8Gy,16,96,4,94,6,0.42376329139355096,0.5150651832050394,0.0010594082284838774,0.0010594082284838546,0.002118816456967755,0.020000000000000007,False,
(GxGy)^8GxGx,16,35,65,38,62,0.1941951313192809,0.6594477427570257,0.00048548782829820227,0.00048548782829827,0.0009709756565964045,0.030000000000000027,False,
(GxGy)^8GxGxGx,16,45,55,39,61,0.7394199637818106,0.38984674776018957,0.0018485499094545266,0.0018485499094545998,0.003697099818909053,0.05999999999999997,False,
(GxGy)^8GyGyGy,16,5,95,5,95,0.0,1.0,0.0,0.0,0.0,0.0,False,
Gx(GxGy)^8,16,95,5,94,6,0.09632575581030611,0.7562842366302613,0.00024081438952576527,0.0002408143895257786,0.00048162877905153054,0.010000000000000002,False,
Gx(GxGy)^8Gx,16,40,60,31,69,1.7723374670677607,0.18309306344752416,0.004430843667669402,0.004430843667669437,0.008861687335338804,0.09,False,
Gx(GxGy)^8Gy,16,25,75,32,68,1.2046173934955329,0.27240075936453617,0.003011543483738832,0.0030115434837388877,0.006023086967477664,0.06999999999999998,False,
Gx(GxGy)^8GxGx,16,3,97,8,92,2.490570935434869,0.11453017047553321,0.006226427338587173,0.006226427338587109,0.012452854677174345,0.04999999999999997,False,
Gx(GxGy)^8GxGxGx,16,72,28,78,22,0.9618020717523921,0.3267332643662662,0.00240450517938098,0.0024045051793808447,0.00480901035876196,0.06000000000000004,False,
Gx(GxGy)^8GyGyGy,16,58,42,58,42,0.0,1.0,0.0,0.0,0.0,0.0,False,
Gy(GxGy)^8,16,58,42,58,42,0.0,1.0,0.0,0.0,0.0,0.0,False,
Gy(GxGy)^8Gx,16,96,4,92,8,1.4443050996896667,0.22944395026724018,0.0036107627492241666,0.0036107627492242833,0.007221525498448333,0.039999999999999966,False,
Gy(GxGy)^8Gy,16,38,62,37,63,0.02133381375868404,0.8838732389668909,5.33345343967101e-05,5.333453439670954e-05,0.0001066690687934202,0.010000000000000009,False,
Gy(GxGy)^8GxGx,16,32,68,33,67,0.022792697479490753,0.8799974045392649,5.6981743698726885e-05,5.698174369872522e-05,0.00011396348739745377,0.010000000000000009,False,
Gy(GxGy)^8GxGxGx,16,4,96,2,98,0.7002150691257079,0.40271143734365766,0.0017505376728142697,0.0017505376728142452,0.0035010753456285394,0.02000000000000001,False,
Gy(GxGy)^8GyGyGy,16,68,32,73,27,0.6015796114916441,0.4379759666457287,0.00150394902872911,0.001503949028729079,0.00300789805745822,0.04999999999999996,False,
GxGx(GxGy)^8,16,35,65,34,66,0.0221269229335459,0.8817499497612575,5.531730733386475e-05,5.531730733376872e-05,0.0001106346146677295,0.009999999999999981,False,
GxGx(GxGy)^8Gx,16,32,68,35,65,0.20204819242694017,0.6530726587633987,0.0005051204810673504,0.0005051204810674337,0.0010102409621347008,0.03,False,
GxGx(GxGy)^8Gy,16,8,92,7,93,0.07212156911242129,0.7882724588763296,0.00018030392278105321,0.00018030392278101104,0.00036060784556210643,0.010000000000000002,False,
GxGx(GxGy)^8GxGx,16,66,34,51,49,4.654175961177719,0.030978098261764706,0.011635439902944298,0.011635439902944467,0.023270879805888597,0.15,False,
GxGx(GxGy)^8GxGxGx,16,68,32,55,45,3.581905974929697,0.058412095854887616,0.008954764937324243,0.008954764937324278,0.017909529874648486,0.13,False,
GxGx(GxGy)^8GyGyGy,16,99,1,99,1,0.0,1.0,0.0,0.0,0.0,0.0,False,
GxGxGx(GxGy)^8,16,5,95,9,91,1.2449654800024397,0.264516226299198,0.003112413700006099,0.0031124137000061447,0.006224827400012198,0.03999999999999996,False,
GxGxGx(GxGy)^8Gx,16,65,35,70,30,0.5702231365006964,0.45017026151016704,0.001425557841251741,0.0014255578412516456,0.002851115682503482,0.04999999999999996,False,
GxGxGx(GxGy)^8Gy,16,65,35,70,30,0.5702231365006964,0.45017026151016704,0.001425557841251741,0.0014255578412516456,0.002851115682503482,0.04999999999999996,False,
GxGxGx(GxGy)^8GxGx,16,91,9,97,3,3.331010744788797,0.06798508315529676,0.008327526861971992,0.008327526861972079,0.016655053723943984,0.05999999999999997,False,
GxGxGx(GxGy)^8GxGxGx,16,36,64,24,76,3.446096245822453,0.06340134921735191,0.008615240614556131,0.008615240614556208,0.017230481229112263,0.12,False,
GxGxGx(GxGy)^8GyGyGy,16,34,66,31,69,0.20518289305734916,0.6505694917997653,0.0005129572326433729,0.0005129572326434406,0.0010259144652867457,0.02999999999999997,False,
GyGyGy(GxGy)^8,16,37,63,37,63,0.0,1.0,0.0,0.0,0.0,0.0,False,
GyGyGy(GxGy)^8Gx,16,6,94,8,92,0.30819991483820197,0.578786895794235,0.0007704997870955049,0.0007704997870955355,0.0015409995741910098,0.019999999999999955,False,
GyGyGy(GxGy)^8Gy,16,69,31,65,35,0.36199359283836463,0.5474011244286234,0.0009049839820959116,0.0009049839820958194,0.0018099679641918232,0.03999999999999995,False,
GyGyGy(GxGy)^8GxGx,16,58,42,73,27,5.0083822419410975,0.02522486904057171,0.012520955604852745,0.012520955604852557,0.02504191120970549,0.15,False,
GyGyGy(GxGy)^8GxGxGx,16,91,9,93,7,0.2723947035970633,0.6017298898949576,0.0006809867589926583,0.0006809867589926966,0.0013619735179853166,0.020000000000000004,False,
GyGyGy(GxGy)^8GyGyGy,16,26,74,25,75,0.026320559540875643,0.8711199147109979,6.580139885218911e-05,6.5801398852261e-05,0.00013160279770437822,0.010000000000000009,False,
(GxGxGy)^5,16,60,40,57,43,0.18538886561999623,0.6667824598147898,0.0004634721640499906,0.00046347216405018266,0.0009269443280999812,0.03,False,
(GxGxGy)^5Gx,16,58,42,74,26,5.74440768774746,0.016541232289660302,0.01436101921936865,0.01436101921936872,0.0287220384387373,0.16,False,
(GxGxGy)^5Gy,16,98,2,99,1,0.34487423752265467,0.5570291412260818,0.0008621855938066367,0.0008621855938066997,0.0017243711876132734,0.010000000000000005,False,
(GxGxGy)^5GxGx,16,42,58,46,54,0.32476837083857246,0.5687560220229075,0.0008119209270964311,0.0008119209270962546,0.0016238418541928623,0.03999999999999998,False,
(GxGxGy)^5GxGxGx,16,40,60,40,60,0.0,1.0,0.0,0.0,0.0,0.0,False,
(GxGxGy)^5GyGyGy,16,6,94,5,95,0.09632575581030611,0.7562842366302613,0.00024081438952576527,0.0002408143895257786,0.00048162877905153054,0.010000000000000002,False,
Gx(GxGxGy)^5,16,65,35,65,35,0.0,1.0,0.0,0.0,0.0,0.0,False,
Gx(GxGxGy)^5Gx,16,95,5,88,12,3.237714057626823,0.07196097742544828,0.008094285144067057,0.008094285144067015,0.016188570288134113,0.06999999999999998,False,
Gx(GxGxGy)^5Gy,16,24,76,21,79,0.25821655407975186,0.6113480618344389,0.0006455413851993797,0.0006455413851994551,0.0012910827703987594,0.030000000000000013,False,
Gx(GxGxGy)^5GxGx,16,38,62,30,70,1.4285054286619605,0.23200850823423666,0.0035712635716549012,0.0035712635716548258,0.0071425271433098025,0.07999999999999999,False,
Gx(GxGxGy)^5GxGxGx,16,3,97,8,92,2.490570935434869,0.11453017047553321,0.006226427338587173,0.006226427338587109,0.012452854677174345,0.04999999999999997,False,
Gx(GxGxGy)^5GyGyGy,16,66,34,74,26,1.5272418194421764,0.21652687090979747,0.003818104548605441,0.0038181045486055387,0.007636209097210882,0.07999999999999999,False,
Gy(GxGxGy)^5,16,2,98,2,98,0.0,1.0,0.0,0.0,0.0,0.0,False,
Gy(GxGxGy)^5Gx,16,67,33,69,31,0.09192300141198961,0.7617465456682254,0.00022980750352997404,0.00022980750352996626,0.0004596150070599481,0.019999999999999962,False,
Gy(GxGxGy)^5Gy,16,51,49,48,52,0.18004502774351971,0.6713345472696788,0.0004501125693587993,0.00045011256935878485,0.0009002251387175985,0.030000000000000027,False,
Gy(GxGxGy)^5GxGx,16,99,1,96,4,1.973603237208356,0.1600659175247779,0.00493400809302089,0.0049340080930209,0.00986801618604178,0.030000000000000013,False,
Gy(GxGxGy)^5GxGxGx,16,37,63,29,71,1.449981629733709,0.22853090019553646,0.0036249540743342724,0.0036249540743342745,0.007249908148668545,0.07999999999999999,False,
Gy(GxGxGy)^5GyGyGy,16,46,54,48,52,0.08029449102349373,0.7768987217772517,0.00020073622755873433,0.00020073622755878429,0.00040147245511746866,0.01999999999999999,False,
GxGx(GxGxGy)^5,16,44,56,48,52,0.3221499148929108,0.5703184804594914,0.000805374787232277,0.0008053747872324157,0.001610749574464554,0.04000000000000001,False,
GxGx(GxGxGy)^5Gx,16,37,63,29,71,1.449981629733709,0.22853090019553646,0.0036249540743342724,0.0036249540743342745,0.007249908148668545,0.07999999999999999,False,
GxGx(GxGxGy)^5Gy,16,3,97,2,98,0.20648336311267046,0.6495377825761703,0.0005162084077816761,0.0005162084077816875,0.0010324168155633523,0.010000000000000004,False,
GxGx(GxGxGy)^5GxGx,16,43,57,60,40,5.813529097568953,0.015903348614758582,0.014533822743922382,0.014533822743922453,0.029067645487844764,0.16999999999999996,False,
GxGx(GxGxGy)^5GxGxGx,16,68,32,78,22,2.548052250677463,0.1104303188681633,0.006370130626693658,0.006370130626693671,0.012740261253387316,0.09999999999999999,False,
GxGx(GxGxGy)^5GyGyGy,16,99,1,98,2,0.34487423752265467,0.5570291412260818,0.0008621855938066367,0.0008621855938066997,0.0017243711876132734,0.010000000000000005,False,
GxGxGx(GxGxGy)^5,16,44,56,47,53,0.18149825637223005,0.6700888119204158,0.00045374564093057513,0.00045374564093048075,0.0009074912818611503,0.03,False,
GxGxGx(GxGxGy)^5Gx,16,8,92,9,91,0.06432200812616118,0.7997908138197213,0.00016080502031540295,0.0001608050203153466,0.0003216100406308059,0.010000000000000002,False,
GxGxGx(GxGxGy)^5Gy,16,76,24,77,23,0.027814195579271894,0.8675463944625099,6.953548894817973e-05,6.953548894805817e-05,0.00013907097789635946,0.009999999999999995,False,
GxGxGx(GxGxGy)^5GxGx,16,72,28,69,31,0.21644277708401116,0.6417638142694521,0.000541106942710028,0.0005411069427100346,0.001082213885420056,0.03,False,
GxGxGx(GxGxGy)^5GxGxGx,16,93,7,89,11,0.9842724709277033,0.32114627333828616,0.0024606811773192584,0.0024606811773192905,0.004921362354638517,0.040000000000000015,False,
GxGxGx(GxGxGy)^5GyGyGy,16,32,68,28,72,0.3811658179772177,0.5369799698119962,0.0009529145449430443,0.000952914544943062,0.0019058290898860885,0.03999999999999995,False,
GyGyGy(GxGxGy)^5,16,100,0,98,2,2.7927910859925618,0.09468917239990876,0.006981977714981404,0.006981977714981345,0.013963955429962809,0.02000000000000001,False,
GyGyGy(GxGxGy)^5Gx,16,33,67,36,64,0.1991842049096748,0.6553801396220271,0.000497960512274187,0.0004979605122741315,0.000995921024548374,0.03,False,
GyGyGy(GxGxGy)^5Gy,16,39,61,53,47,3.9586662126500585,0.04663063746026042,0.009896665531625146,0.00989666553162516,0.01979333106325029,0.14,False,
GyGyGy(GxGxGy)^5GxGx,16,5,95,3,97,0.5261767885413442,0.46821866695102776,0.0013154419713533605,0.0013154419713533039,0.002630883942706721,0.02000000000000001,False,
GyGyGy(GxGxGy)^5GxGxGx,16,71,29,74,26,0.22579099685621307,0.6346624574451301,0.0005644774921405326,0.0005644774921405027,0.0011289549842810652,0.03,False,
GyGyGy(GxGxGy)^5GyGyGy,16,46,54,63,37,5.85679027890219,0.015517065828604997,0.014641975697255475,0.01464197569725545,0.02928395139451095,0.17,False,
(GxGyGy)^5,16,52,48,59,41,0.9928653505731644,0.3190430647601242,0.002482163376432911,0.002482163376432922,0.004964326752865822,0.06999999999999998,False,
(GxGyGy)^5Gx,16,0,100,1,99,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
(GxGyGy)^5Gy,16,64,36,56,44,1.3350677944876495,0.24790564904366058,0.0033376694862191237,0.0033376694862190526,0.006675338972438247,0.07999999999999999,False,
(GxGyGy)^5GxGx,16,51,49,52,48,0.020018351365498233,0.8874858428248248,5.0045878413745584e-05,5.004587841384023e-05,0.00010009175682749117,0.010000000000000009,False,
(GxGyGy)^5GxGxGx,16,98,2,100,0,2.7927910859925618,0.09468917239990876,0.006981977714981404,0.006981977714981345,0.013963955429962809,0.02000000000000001,False,
(GxGyGy)^5GyGyGy,16,45,55,42,58,0.18312416317975755,0.6687020181721577,0.0004578104079493939,0.0004578104079493439,0.0009156208158987878,0.02999999999999997,False,
Gx(GxGyGy)^5,16,99,1,98,2,0.34487423752265467,0.5570291412260818,0.0008621855938066367,0.0008621855938066997,0.0017243711876132734,0.010000000000000005,False,
Gx(GxGyGy)^5Gx,16,49,51,56,44,0.9832701866617901,0.32139278115546815,0.0024581754666544754,0.0024581754666543887,0.004916350933308951,0.07000000000000003,False,
Gx(GxGyGy)^5Gy,16,36,64,35,65,0.021836988369627996,0.8825215741911306,5.459247092406999e-05,5.459247092409747e-05,0.00010918494184813998,0.010000000000000009,False,
Gx(GxGyGy)^5GxGx,16,0,100,1,99,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
Gx(GxGyGy)^5GxGxGx,16,51,49,56,44,0.502676822490919,0.4783263050541612,0.0012566920562272976,0.0012566920562273598,0.002513384112454595,0.05000000000000002,False,
Gx(GxGyGy)^5GyGyGy,16,55,45,58,42,0.18312416317975755,0.6687020181721577,0.0004578104079493939,0.0004578104079493439,0.0009156208158987878,0.02999999999999997,False,
Gy(GxGyGy)^5,16,60,40,64,36,0.3396782650515533,0.560014992308709,0.0008491956626288833,0.0008491956626288655,0.0016983913252577665,0.040000000000000036,False,
Gy(GxGyGy)^5Gx,16,59,41,62,38,0.18833923520217732,0.6643024669015107,0.0004708480880054433,0.000470848088005571,0.0009416961760108866,0.03,False,
Gy(GxGyGy)^5Gy,16,97,3,100,0,4.204570128485171,0.04031519126763195,0.010511425321212929,0.010511425321212992,0.021022850642425858,0.030000000000000013,False,
Gy(GxGyGy)^5GxGx,16,44,56,44,56,0.0,1.0,0.0,0.0,0.0,0.0,False,
Gy(GxGyGy)^5GxGxGx,16,46,54,37,63,1.6708171540120382,0.19614911917040118,0.004177042885030096,0.004177042885030291,0.008354085770060192,0.09,False,
Gy(GxGyGy)^5GyGyGy,16,5,95,5,95,0.0,1.0,0.0,0.0,0.0,0.0,False,
GxGx(GxGyGy)^5,16,38,62,42,58,0.33344145245029333,0.5636396286461296,0.0008336036311257333,0.0008336036311257233,0.0016672072622514666,0.04000000000000001,False,
GxGx(GxGyGy)^5Gx,16,100,0,99,1,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
GxGx(GxGyGy)^5Gy,16,35,65,37,63,0.08681397394166623,0.7682672890390218,0.00021703493485416558,0.00021703493485414338,0.00043406986970833116,0.020000000000000018,False,
GxGx(GxGyGy)^5GxGx,16,59,41,60,40,0.020749452894171294,0.8854635898284439,5.187363223542823e-05,5.1873632235244216e-05,0.00010374726447085646,0.009999999999999981,False,
GxGx(GxGyGy)^5GxGxGx,16,0,100,1,99,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
GxGx(GxGyGy)^5GyGyGy,16,47,53,64,36,5.881109356467396,0.015304176189487477,0.01470277339116849,0.014702773391168433,0.02940554678233698,0.17000000000000004,False,
GxGxGx(GxGyGy)^5,16,1,99,2,98,0.34487423752265456,0.5570291412260819,0.0008621855938066364,0.0008621855938066997,0.0017243711876132727,0.010000000000000005,False,
GxGxGx(GxGyGy)^5Gx,16,51,49,48,52,0.18004502774351971,0.6713345472696788,0.0004501125693587993,0.00045011256935878485,0.0009002251387175985,0.030000000000000027,False,
GxGxGx(GxGyGy)^5Gy,16,63,37,63,37,0.0,1.0,0.0,0.0,0.0,0.0,False,
GxGxGx(GxGyGy)^5GxGx,16,100,0,100,0,0.0,1.0,0.0,-0.0,0.0,0.0,False,
GxGxGx(GxGyGy)^5GxGxGx,16,53,47,51,49,0.08013359074108739,0.777116454385287,0.00020033397685271847,0.00020033397685270682,0.00040066795370543695,0.020000000000000018,False,
GxGxGx(GxGyGy)^5GyGyGy,16,36,64,26,74,2.3452433852104075,0.12566593321532876,0.005863108463026019,0.005863108463025957,0.011726216926052038,0.09999999999999998,False,
GyGyGy(GxGyGy)^5,16,40,60,39,61,0.02092312280077324,0.88498858188095,5.2307807001933105e-05,5.230780700193893e-05,0.00010461561400386621,0.010000000000000009,False,
GyGyGy(GxGyGy)^5Gx,16,41,59,44,56,0.18417409484866498,0.6678103602633554,0.00046043523712166245,0.00046043523712169243,0.0009208704742433249,0.02999999999999997,False,
GyGyGy(GxGyGy)^5Gy,16,6,94,8,92,0.30819991483820197,0.578786895794235,0.0007704997870955049,0.0007704997870955355,0.0015409995741910098,0.019999999999999955,False,
GyGyGy(GxGyGy)^5GxGx,16,64,36,67,33,0.1991842049096748,0.6553801396220271,0.000497960512274187,0.0004979605122741315,0.000995921024548374,0.03,False,
GyGyGy(GxGyGy)^5GxGxGx,16,59,41,51,49,1.294382693549605,0.2552418442974092,0.0032359567338740127,0.0032359567338740014,0.006471913467748025,0.07999999999999999,False,
GyGyGy(GxGyGy)^5GyGyGy,16,97,3,98,2,0.20648336311267057,0.6495377825761701,0.0005162084077816765,0.0005162084077816875,0.001032416815563353,0.010000000000000004,False,
(GxGxGyGxGyGy)^2,16,42,58,41,59,0.020595596883643208,0.8858861023182814,5.148899220910802e-05,5.148899220919212e-05,0.00010297798441821604,0.010000000000000009,False,
(GxGxGyGxGyGy)^2Gx,16,100,0,99,1,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
(GxGxGyGxGyGy)^2Gy,16,55,45,51,49,0.3212434130823829,0.570861355724793,0.0008031085327059573,0.0008031085327059317,0.0016062170654119147,0.04000000000000001,False,
(GxGxGyGxGyGy)^2GxGx,16,57,43,57,43,0.0,1.0,0.0,0.0,0.0,0.0,False,
(GxGxGyGxGyGy)^2GxGxGx,16,0,100,1,99,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
(GxGxGyGxGyGy)^2GyGyGy,16,53,47,48,52,0.5002586722913147,0.4793864858801373,0.0012506466807282867,0.0012506466807282735,0.0025012933614565734,0.050000000000000044,False,
