displacement_um,field_v_m,excess_energy_mk,density_cm3,density_over_peak,classical_rate_s,classical_survival,parameter_status
-10.2,-2.5776855331834145,64.01233952494725,29361375776.344788,0.18350859860215493,0.004702601565965211,0.9990599218374087,printed_shape_reconstructed_peak_density
-10.0,-2.527142679591583,61.52666236538569,30701034814.486485,0.19188146759054053,0.0052860163233046445,0.9989433553778269,printed_shape_reconstructed_peak_density
-9.799999999999999,-2.4765998259997506,59.090206535716376,32082726728.623398,0.20051704205389623,0.005937612447527722,0.9988131823362996,printed_shape_reconstructed_peak_density
-9.6,-2.426056972407919,56.70297203593942,33506662812.738895,0.2094166425796181,0.006664920082944423,0.9986679040119856,printed_shape_reconstructed_peak_density
-9.399999999999999,-2.3755141188160875,54.36495886605478,34972986766.30214,0.21858116728938837,0.007476266834573939,0.9985058639674321,printed_shape_reconstructed_peak_density
-9.2,-2.324971265224256,52.07616702606243,36481771345.49668,0.22801107090935427,0.008380861681360876,0.9983252316560244,printed_shape_reconstructed_peak_density
-9.0,-2.274428411632425,49.83659651596241,38033015082.410645,0.23770634426506654,0.009388888189813283,0.9981239842834614,printed_shape_reconstructed_peak_density
-8.8,-2.2238855580405934,47.646247335754694,39626639087.11763,0.2476664942944852,0.01051160816538811,0.9978998866972355,printed_shape_reconstructed_peak_density
-8.599999999999998,-2.1733427044487605,45.50511948543922,41262483947.8754,0.25789052467422124,0.011761477027719555,0.9976504690732452,printed_shape_reconstructed_peak_density
-8.399999999999999,-2.122799850856929,43.41321296501611,42940306744.90261,0.2683769171556413,0.01315227236230115,0.9973730021414196,printed_shape_reconstructed_peak_density
-8.2,-2.072256997265098,41.370527774485325,44659778193.36566,0.2791236137085354,0.014699237286319302,0.9970644696626779,printed_shape_reconstructed_peak_density
-8.0,-2.0217141436732664,39.37706391384684,46420479931.30694,0.29012799957066837,0.01641924047016694,0.9967215378379785,printed_shape_reconstructed_peak_density
-7.800000000000001,-1.9711712900814347,37.432821383100645,48221901968.27611,0.3013868873017257,0.01833095487786364,0.9963405212972318,printed_shape_reconstructed_peak_density
-7.599999999999998,-1.9206284364896025,35.537800182246755,50063440310.37925,0.3128965019398703,0.020455057526632524,0.9959173452824529,printed_shape_reconstructed_peak_density
-7.399999999999999,-1.8700855828977712,33.69200031128519,51944394777.33596,0.32465246735834974,0.02281445281318015,0.9954475036073445,printed_shape_reconstructed_peak_density
-7.199999999999999,-1.8195427293059392,31.89542177021592,53863967026.93063,0.33664979391831645,0.025434522202981476,0.99492601194704,printed_shape_reconstructed_peak_density
-7.0,-1.7689998757141077,30.14806455903897,55821258801.95537,0.34888286751222103,0.02834340331475249,0.9943473559907468,printed_shape_reconstructed_peak_density
-6.800000000000001,-1.7184570221222766,28.449928677754347,57815270414.37179,0.36134544008982367,0.03157230163294844,0.9937054339820525,printed_shape_reconstructed_peak_density
-6.599999999999998,-1.6679141685304442,26.801014126361984,59844899480.961205,0.37403062175600754,0.035155838212649185,0.9929934931846922,printed_shape_reconstructed_peak_density
-6.399999999999999,-1.6173713149386126,25.201320904861962,61908939924.190636,0.38693087452619146,0.03913243675318474,0.992204059857094,printed_shape_reconstructed_peak_density
-6.199999999999999,-1.5668284613467813,23.650849013254252,64006081251.39261,0.4000380078212038,0.04354475323549237,0.9913288624132768,printed_shape_reconstructed_peak_density
-6.0,-1.5162856077549498,22.149598451538846,66134908124.64225,0.4133431757790141,0.04844015083664617,0.9903587476135364,printed_shape_reconstructed_peak_density
-5.799999999999997,-1.4657427541631174,20.697569219715724,68293900232.91508,0.4268368764557192,0.05387122190019308,0.9892835898977048,printed_shape_reconstructed_peak_density
-5.599999999999998,-1.4151999005712856,19.29476131778493,70481432477.22604,0.4405089529826628,0.05989635713550427,0.9880921943907359,printed_shape_reconstructed_peak_density
-5.399999999999999,-1.3646570469794543,17.941174745746455,72695775478.48488,0.45434859674053046,0.06658035963731933,0.9867721947355432,printed_shape_reconstructed_peak_density
-5.199999999999999,-1.314114193387623,16.636809503600286,74935096416.75891,0.4683443526047432,0.07399509733108872,0.9853099478237518,printed_shape_reconstructed_peak_density
-5.0,-1.2635713397957915,15.381665591346422,77197460209.51372,0.48248412630946075,0.08222018147081464,0.983690428812066,printed_shape_reconstructed_peak_density
-4.799999999999997,-1.213028486203959,14.175743008984844,79480831035.21062,0.49675519397006634,0.09134365003854313,0.9818971316771081,printed_shape_reconstructed_peak_density
-4.599999999999998,-1.1624856326121276,13.019041756515596,81783074207.3772,0.5111442137961075,0.10146262223479793,0.9799119831659175,printed_shape_reconstructed_peak_density
-4.399999999999999,-1.111942779020296,11.911561833938658,84101958402.9447,0.5256372400184044,0.1126838722762996,0.9777152815853368,printed_shape_reconstructed_peak_density
-4.199999999999999,-1.0613999254284645,10.853303241254027,86435158247.2612,0.5402197390453825,0.12512424559056476,0.975285676738246,printed_shape_reconstructed_peak_density
-4.0,-1.0108570718366332,9.84426597846171,88780257256.75609,0.5548766078547256,0.13891080593527022,0.9726002138022052,printed_shape_reconstructed_peak_density
-3.799999999999997,-0.9603142182448008,8.88445004556168,91134751138.74886,0.5695921946171804,0.15418055530512284,0.9696344724196267,printed_shape_reconstructed_peak_density
-3.599999999999998,-0.9097713646529693,7.973855442553974,93496051446.37419,0.5843503215398387,0.17107950689608697,0.9663628430425167,printed_shape_reconstructed_peak_density
-3.3999999999999986,-0.8592285110611378,7.11248216943858,95861489585.04243,0.5991343099065152,0.18976081246688142,0.9627589957794529,printed_shape_reconstructed_peak_density
-3.1999999999999993,-0.8086856574693063,6.3003302262154905,98228321165.27563,0.6139270072829727,0.21038154834518752,0.9587966123286368,printed_shape_reconstructed_peak_density
-3.0,-0.7581428038774749,5.537399612884712,100593730695.164,0.628710816844775,0.233097651976379,0.9544504679096354,printed_shape_reconstructed_peak_density
-2.799999999999997,-0.7075999502856425,4.8236903294462286,102954836604.08432,0.643467728775527,0.2580563835585047,0.949697964815527,printed_shape_reconstructed_peak_density
-2.599999999999998,-0.6570570966938108,4.159202375900063,105308696587.71606,0.6581793536732254,0.2853855881241214,0.9445212273242094,printed_shape_reconstructed_peak_density
-2.3999999999999986,-0.6065142431019795,3.543935752246211,107652313262.79674,0.6728269578924796,0.31517899618686673,0.9389098608304994,printed_shape_reconstructed_peak_density
-2.1999999999999993,-0.555971389510148,2.9778904584846644,109982640118.477,0.6873915007404813,0.34747689889675204,0.9328644434141641,printed_shape_reconstructed_peak_density
-2.0,-0.5054285359183166,2.4610664946154275,112296587749.58524,0.7018536734349077,0.38224187530048387,0.9264007384368003,printed_shape_reconstructed_peak_density
-1.7999999999999972,-0.45488568232648413,1.993463860638489,114591030355.59276,0.7161939397224547,0.4193299747060933,0.9195544727902889,printed_shape_reconstructed_peak_density
-1.5999999999999979,-0.40434282873465266,1.5750825565538686,116862812487.59747,0.7303925780474843,0.4584590076033386,0.9123863022883698,printed_shape_reconstructed_peak_density
-1.3999999999999986,-0.35379997514282124,1.2059225823615571,119108756024.22461,0.7444297251514038,0.49917744234069633,0.904986286470637,printed_shape_reconstructed_peak_density
-1.1999999999999993,-0.30325712155098977,0.8859839380615527,121325667355.98271,0.7582854209748919,0.5408397048726286,0.8974768606348417,printed_shape_reconstructed_peak_density
-1.0,-0.2527142679591583,0.6152666236538569,123510344756.32784,0.771939654727049,0.582595923208451,0.8900130222319604,printed_shape_reconstructed_peak_density
-0.7999999999999972,-0.20217141436732589,0.39377063913846544,125659585916.47794,0.7853724119779871,0.6234053430040867,0.8827784034438564,printed_shape_reconstructed_peak_density
-0.5999999999999979,-0.15162856077549444,0.22149598451538688,127770195619.8985,0.7985637226243656,0.6620813900792488,0.8759762695076194,printed_shape_reconstructed_peak_density
-0.3999999999999986,-0.10108570718366294,0.09844265978461636,129838993531.35356,0.8114937095709598,0.6973714746386058,0.8698153815842883,printed_shape_reconstructed_peak_density
-0.1999999999999993,-0.05054285359183147,0.02461066494615409,131862822074.48978,0.8241426379655611,0.728066084792279,0.8644920093772697,printed_shape_reconstructed_peak_density
0.0,0.0,0.0,133838554371.106,0.8364909648194125,0.7531215393427618,0.8601707973628551,printed_shape_reconstructed_peak_density
0.20000000000000284,0.05054285359183237,0.02461066494615496,135763102214.55896,0.8485193888409935,0.7717729894435741,0.8569680880529299,printed_shape_reconstructed_peak_density
0.40000000000000213,0.10108570718366384,0.09844265978461812,137633424049.17404,0.8602089003073378,0.7836131711953631,0.8549411573393126,printed_shape_reconstructed_peak_density
0.6000000000000014,0.15162856077549533,0.2214959845153895,139446532927.07697,0.8715408307942311,0.7886198477154275,0.8540855030455364,printed_shape_reconstructed_peak_density
0.8000000000000007,0.20217141436732683,0.39377063913846916,141199504413.53528,0.8824969025845955,0.787128462021449,0.8543402952231235,printed_shape_reconstructed_peak_density
1.0,0.2527142679591583,0.6152666236538569,142889484411.7087,0.8930592775731795,0.7797606438663834,0.8556001480193346,printed_shape_reconstructed_peak_density
1.2000000000000028,0.30325712155099066,0.885983938061558,144513696877.65314,0.903210605485332,0.7673282925793016,0.8577302194217833,printed_shape_reconstructed_peak_density
1.4000000000000021,0.35379997514282213,1.205922582361563,146069451396.50592,0.912934071228162,0.7507344926078214,0.860581548982052,printed_shape_reconstructed_peak_density
1.6000000000000014,0.40434282873465366,1.5750825565538766,147554150591.00748,0.9222134411937968,0.7308877830372902,0.864004279895619,printed_shape_reconstructed_peak_density
1.8000000000000007,0.454885682326485,1.9934638606384971,148965297333.8762,0.9310331083367261,0.7086387137073412,0.8678575048293526,printed_shape_reconstructed_peak_density
2.0,0.5054285359183166,2.4610664946154275,150300501736.06198,0.9393781358503874,0.6847404814738749,0.8720154857922535,printed_shape_reconstructed_peak_density
2.200000000000003,0.5559713895101489,2.9778904584846737,151557487883.5472,0.9472342992721701,0.6598305992251674,0.8763706861510563,printed_shape_reconstructed_peak_density
2.400000000000002,0.6065142431019804,3.5439357522462216,152734100296.14584,0.9545881268509115,0.6344283140189411,0.8808343789730236,printed_shape_reconstructed_peak_density
2.6000000000000014,0.6570570966938118,4.159202375900076,153828310082.6686,0.9614269380166788,0.6089422402548016,0.8853356431736354,printed_shape_reconstructed_peak_density
2.8000000000000007,0.7075999502856434,4.82369032944624,154838220767.86804,0.9677388797991753,0.5836835366789075,0.8898194452560442,printed_shape_reconstructed_peak_density
3.0,0.7581428038774749,5.537399612884712,155762073767.7507,0.9735129610484419,0.558881211878456,0.8942443291023809,printed_shape_reconstructed_peak_density
3.200000000000003,0.8086856574693073,6.3003302262155065,156598253491.1383,0.9787390843196144,0.5346973507567674,0.8985800622593672,printed_shape_reconstructed_peak_density
3.400000000000002,0.8592285110611387,7.112482169438594,157345292046.7673,0.9834080752922957,0.5112410174310489,0.9028054443992555,printed_shape_reconstructed_peak_density
3.6000000000000014,0.90977136465297,7.9738554425539885,158001873536.73416,0.9875117096045886,0.48858026781509617,0.9069063800327404,printed_shape_reconstructed_peak_density
3.8000000000000007,0.9603142182448016,8.884450045561694,158566837918.71017,0.9910427369919386,0.4667521348445997,0.9108742494600506,printed_shape_reconstructed_peak_density
4.0,1.0108570718366332,9.84426597846171,159039184421.06046,0.9939949026316278,0.4457706930143172,0.9147045714231219,printed_shape_reconstructed_peak_density
