delta,radius,site_count,inverse_boundary_length,realization,seed,probe_index,real_E,imag_E,finite_potential,geometry_potential,amoeba_potential,absolute_difference
0.0,46,4325,0.021739130434782608,0,343647873,13,0.07999999999999999,0.01999999999999999,0.09933716303799177,0.01381153579883148,0.3102205615316422,0.0855256272391603
0.0,46,4325,0.021739130434782608,0,343647873,14,0.16,0.01999999999999999,0.10506575926580705,0.025533102161761127,0.3105303397097842,0.07953265710404592
0.0,46,4325,0.021739130434782608,0,343647873,15,-0.16,0.09999999999999998,0.12285720307167132,0.047333933742356823,0.3115241219099743,0.0755232693293145
0.0,46,4325,0.021739130434782608,0,343647873,16,-0.08,0.09999999999999998,0.1182555228493602,0.047261813482988746,0.3102874853590251,0.07099370936637145
0.0,46,4325,0.021739130434782608,0,343647873,17,0.0,0.09999999999999998,0.1146058043160179,0.0472378085554786,0.310321646783417,0.0673679957605393
0.0,46,4325,0.021739130434782608,0,343647873,18,0.07999999999999999,0.09999999999999998,0.1182555228502051,0.04726181348298877,0.31068284921704975,0.07099370936721633
0.0,46,4325,0.021739130434782608,0,343647873,19,0.16,0.09999999999999998,0.12285720307167132,0.04733393374235685,0.3115241219099534,0.07552326932931447
0.0,46,4325,0.021739130434782608,0,343647873,20,-0.16,0.18,0.1442936238513227,0.08515026247053452,0.31522304919731525,0.05914336138078817
0.0,46,4325,0.021739130434782608,0,343647873,21,-0.08,0.18,0.14179727058541275,0.08502077710574574,0.31434829377432116,0.05677649347966701
0.0,46,4325,0.021739130434782608,0,343647873,22,0.0,0.18,0.14070668016427715,0.08497767931497673,0.31454678782337747,0.05572900084930042
0.0,46,4325,0.021739130434782608,0,343647873,23,0.07999999999999999,0.18,0.14179727058517572,0.08502077710574574,0.3143482937743255,0.05677649347942998
0.0,46,4325,0.021739130434782608,0,343647873,24,0.16,0.18,0.1442936238513227,0.0851502624705345,0.31522304919731536,0.059143361380788184
0.0,50,5101,0.02,0,3918435833,0,-0.16,-0.14,0.13484969460685323,0.06625056070992372,0.31301879122762066,0.06859913389692951
0.0,50,5101,0.02,0,3918435833,1,-0.08,-0.14,0.13161779275165109,0.06614970249029017,0.3121849580039453,0.06546809026136091
0.0,50,5101,0.02,0,3918435833,2,0.0,-0.14,0.1299031127003723,0.06611613254671064,0.312906981203851,0.06378698015366166
0.0,50,5101,0.02,0,3918435833,3,0.07999999999999999,-0.14,0.13161779275073984,0.06614970249029024,0.31218338365071446,0.0654680902604496
0.0,50,5101,0.02,0,3918435833,4,0.16,-0.14,0.13484969460685323,0.06625056070992372,0.31301879122765136,0.06859913389692951
0.0,50,5101,0.02,0,3918435833,5,-0.16,-0.06000000000000001,0.11506343811683284,0.03149805697907505,0.3110250093502154,0.0835653811377578
0.0,50,5101,0.02,0,3918435833,6,-0.08,-0.06000000000000001,0.10933240007411975,0.028361901098260117,0.31018502348809524,0.08097049897585963
0.0,50,5101,0.02,0,3918435833,7,0.0,-0.06000000000000001,0.10211158340881264,0.028347487609051127,0.3108631341486675,0.07376409579976151
0.0,50,5101,0.02,0,3918435833,8,0.07999999999999999,-0.06000000000000001,0.10933240001819199,0.028361901098260114,0.3100553111750942,0.08097049891993187
0.0,50,5101,0.02,0,3918435833,9,0.16,-0.06000000000000001,0.11506343811683284,0.03149805697907504,0.31102500935021676,0.0835653811377578
0.0,50,5101,0.02,0,3918435833,10,-0.16,0.01999999999999999,0.10676859614795833,0.025533102161761113,0.31053033970976895,0.08123549398619723
0.0,50,5101,0.02,0,3918435833,11,-0.08,0.01999999999999999,0.10117026092038271,0.01381153579883153,0.3102205615316422,0.08735872512155118
0.0,50,5101,0.02,0,3918435833,12,0.0,0.01999999999999999,0.07796294202319451,0.009449963212444772,0.31041296635172294,0.06851297881074973
0.0,50,5101,0.02,0,3918435833,13,0.07999999999999999,0.01999999999999999,0.1011702613289391,0.01381153579883148,0.3102205615316422,0.08735872553010762
0.0,50,5101,0.02,0,3918435833,14,0.16,0.01999999999999999,0.10676859614795833,0.025533102161761127,0.3105303397097842,0.0812354939861972
0.0,50,5101,0.02,0,3918435833,15,-0.16,0.09999999999999998,0.12437185923396508,0.047333933742356823,0.3115241219099743,0.07703792549160826
0.0,50,5101,0.02,0,3918435833,16,-0.08,0.09999999999999998,0.12009095277318224,0.047261813482988746,0.3102874853590251,0.0728291392901935
0.0,50,5101,0.02,0,3918435833,17,0.0,0.09999999999999998,0.11683753636689015,0.0472378085554786,0.310321646783417,0.06959972781141155
