epsilon,epsilon_out,success_probability,identity
0.23225,0.4139766470968083,0.06883938426780391,0.23225
0.2325,0.41447896944399354,0.06879218571715791,0.2325
0.23275,0.41497921712305813,0.06874529493415063,0.23275
0.233,0.4154773917752354,0.06869871019701072,0.233
0.23325,0.41597349510590415,0.06865242979200117,0.23325
0.2335,0.41646752888404726,0.06860645201338933,0.2335
0.23375,0.41695949494171053,0.068560775163417,0.23375
0.234,0.4174493951734601,0.06851539755227054,0.234
0.23425,0.41793723153584006,0.06847031749805103,0.23425
0.23450000000000001,0.41842300604682703,0.06842553332674478,0.23450000000000001
0.23475000000000001,0.41890672078528685,0.06838104337219356,0.23475000000000001
0.23500000000000001,0.41938837789042965,0.0683368459760651,0.23500000000000001
0.23525000000000001,0.4198679795612637,0.06829293948782371,0.23525000000000001
0.23550000000000001,0.4203455280560495,0.06824932226470093,0.23550000000000001
0.23575000000000002,0.4208210256917536,0.06820599267166623,0.23575000000000002
0.23600000000000002,0.4212944748435027,0.06816294908139779,0.23600000000000002
0.23625000000000002,0.4217658779440354,0.06812018987425349,0.23625000000000002
0.23650000000000002,0.42223523748315644,0.0680777134382418,0.23650000000000002
0.23675000000000002,0.42270255600718903,0.06803551816899292,0.23675000000000002
0.23700000000000002,0.4231678361184281,0.06799360246972985,0.23700000000000002
0.23725000000000002,0.42363108047459297,0.06795196475123963,0.23725000000000002
0.23750000000000002,0.42409229178828056,0.0679106034318447,0.23750000000000002
0.23775000000000002,0.4245514728264178,0.06786951693737428,0.23775000000000002
0.23800000000000002,0.4250086264097167,0.06782870370113575,0.23800000000000002
0.23825000000000002,0.4254637554121266,0.06778816216388629,0.23825000000000002
0.23850000000000002,0.42591686276028845,0.06774789077380453,0.23850000000000002
0.23875000000000002,0.4263679514329894,0.06770788798646218,0.23875000000000002
0.23900000000000002,0.42681702446061764,0.06766815226479592,0.23900000000000002
0.23925000000000002,0.4272640849246181,0.06762868207907914,0.23925000000000002
0.23950000000000002,0.42770913595694743,0.06758947590689408,0.23950000000000002
0.23975000000000002,0.42815218073953143,0.06755053223310373,0.23975000000000002
0.24,0.42859322250372167,0.067511849549824,0.24
0.24025,0.4290322645297542,0.06747342635639589,0.24025
0.2405,0.4294693101462076,0.06743526115935779,0.2405
0.24075,0.42990436272946253,0.06739735247241783,0.24075
0.241,0.4303374257031623,0.06735969881642638,0.241
0.24125,0.4307685025376748,0.0673222987193484,0.24125
0.2415,0.43119759674955394,0.06728515071623624,0.2415
0.24175,0.43162471190100377,0.06724825334920215,0.24175
0.242,0.43204985159934245,0.06721160516739114,0.242
0.24225,0.4324730194964681,0.06717520472695379,0.24225
0.2425,0.432894219288326,0.0671390505910191,0.2425
0.24275,0.4333134547143756,0.06710314132966759,0.24275
0.243,0.43373072955706093,0.06706747551990426,0.243
0.24325,0.4341460476412803,0.06703205174563183,0.24325
0.2435,0.434559412833859,0.06699686859762388,0.2435
0.24375,0.4349708290430222,0.06696192467349824,0.24375
0.244,0.43538030021786966,0.0669272185776903,0.244
0.24425,0.4357878303478528,0.0668927489214265,0.24425
0.2445,0.43619342346225176,0.0668585143226979,0.2445
0.24475,0.43659708362965516,0.06682451340623372,0.24475
0.245,0.43699881495744075,0.06679074480347509,0.245
0.24525,0.43739862159125886,0.06675720715254882,0.24525
0.2455,0.4377965077145162,0.06672389909824118,0.2455
0.24575,0.4381924775478619,0.06669081929197192,0.24575
0.246,0.4385865353486754,0.0666579663917682,0.246
0.24625,0.4389786854105568,0.06662533906223868,0.24625
0.2465,0.4393689320628172,0.06659293597454767,0.2465
